Codes,Names,over65,Workingage,Couple_househol_ with_dependent_children,Couple_household_without_dependent_children,One_person_household,Other_multi_person_household,Good_health,Fair_health,Bad_health,No_cars,car1,car2,No_qualifications,Level_1_qualifications,Level_2_qualifications, Apprenticeship,Level_3_qualifications,Level_4_qualifications_and_above,Other_qualifications,Employment Rate,Unemployment Rate,Economically_active_rate,Economically_inactive_rate,lntheft
E01002052,Haringey 029C,6.68,51.34,39,18.1,19,11.4,86.5,9.5,4,40.5,46.2,11.4,32.3,13.9,12.6,0.6,8.9,20,11.7,55.2,9.2,35.45,19.6,2.19
E01002053,Haringey 032A,10.03,68.31,14.6,14,33.2,17.5,79.6,12.8,7.6,60.5,30.2,7.1,25.1,12.1,11.6,1.2,8,27.1,14.9,54.5,11.4,48.71,24.99,2.66
E01002054,Haringey 032B,6.35,67.9,17.8,11,34.3,13.1,79.1,12,8.9,67.4,28.6,3.7,27.2,11.2,12.4,1,9.2,22.5,16.5,49.9,15.8,46.19,25.23,2.54
E01002055,Haringey 029D,6.51,56.09,34.2,18.6,21.7,17.3,88.8,7.1,4.1,50.4,40.6,7.5,28.4,11.5,11.8,0.6,9.4,22,16.3,61.6,5.3,39.93,19.48,3.05
E01002056,Haringey 032C,7.64,73.63,12.7,12.4,40.7,20.2,81.7,12.4,5.9,63.3,32.2,3.7,20.2,10.6,8.6,1.1,8.9,35,15.5,59.6,7,54.18,24.03,3.06
E01002057,Haringey 032D,8.73,72.17,14,23.2,22.3,25.3,82.5,11.7,5.8,52.8,39.5,6.1,19.9,8,9.5,0.8,10.5,37.1,14.3,57.9,8.9,54.52,22.96,3.91
E01002058,Haringey 031D,6.86,78.52,14.1,19.8,29.4,25.4,84.5,10.5,5,61.7,33.5,4.6,15.2,6.4,8.6,0.8,9.1,45.5,14.3,66.3,8.1,62.78,19.64,4.32
E01002059,Haringey 028C,8.44,70.98,20.3,20.3,33.4,12.1,82.7,11,6.3,44.4,45.5,8.2,14.8,7.5,8.1,1.2,11.8,50.6,6.2,64.8,8.4,55.42,19.69,1.1
E01002060,Haringey 028D,6.82,75.38,20.3,24.8,30.5,15.3,89.1,7.8,3.1,42.1,46.9,9.6,6.4,5.3,8.6,0.6,9.6,63.7,5.9,76.4,4.5,65.61,14.16,1.38
E01002061,Haringey 036A,6.34,78.42,15.8,28.2,25.9,22.8,88,8.4,3.6,48.5,39.1,11.4,7,4.9,5.5,0.4,8.3,68.5,5.4,74.2,4.9,67.04,16,1.96
E01002062,Haringey 034D,5.82,78.98,14,28.3,33.7,17.5,88.7,8.3,2.9,50.4,40.7,7.5,8.6,4.6,7.9,0.9,8,65,5,77.3,4.7,69,13.45,2.84
E01002063,Haringey 036B,6.05,76.62,14,19.2,35.8,19.9,85.8,10.1,4.1,55.5,37.3,6.2,10.7,5.6,7.8,0.5,8.5,61.2,5.6,71.2,6.5,63.39,16.64,1.74
E01002064,Haringey 036C,7.33,74.31,11.7,20.5,33,18.4,81.4,12.7,5.8,62.3,32.1,4.5,15.3,8,10,0.6,7.4,49.9,8.7,65.9,7.9,58.85,19.95,2.8
E01002065,Haringey 036D,7.38,82.89,7.4,25.5,39.6,20,83.3,10.1,6.6,68.8,28.7,2.5,9.2,5.8,6.3,0.8,8.4,61.6,7.8,74.4,5.8,70.89,15.79,3.27
E01002066,Haringey 025A,5.53,68.8,14.1,9.7,38,13.6,79.6,11.6,8.8,68.6,26.8,4,24.2,10.9,12.8,1.4,11.1,25.9,13.7,52.6,11,47.42,24.63,4
E01002067,Haringey 024A,9.74,70.01,13.6,14.3,37.6,17.3,77.8,14.2,8,59.6,34.7,5,26.1,9.9,9.3,1.6,10.1,26.1,16.9,53.7,12.8,51.12,25.21,3.03
E01002068,Haringey 025B,7.57,77.11,11.8,15.4,31.9,26.4,82.3,11.3,6.4,64.4,29.9,4.9,18.8,8.8,11.2,1.5,9.2,32.9,17.6,59.2,12.5,59.66,21.57,4.77
E01002069,Haringey 024B,10.12,74.24,9.3,14.8,44.1,20.2,78.1,14,7.9,73.5,21.5,4.4,23.3,8.6,10.7,0.9,10,27.8,18.6,55.6,12.9,56.17,23.54,4.54
E01002070,Haringey 024C,7.31,71.1,14.2,18,29,22.4,84.6,10.8,4.6,54.9,38.1,5.7,19.3,9.6,9.1,1.1,8.8,36.3,15.7,61.4,9.5,54.56,20.9,2.28
E01002071,Haringey 025C,8.36,66.25,14.1,11.4,36.3,15.6,80.1,11.8,8.2,67.4,28.7,3.1,26.6,10.5,12,1,7.4,26.1,16.3,49.6,11.9,45.88,25.82,2.92
E01002072,Haringey 025D,9.85,72.48,13.4,15.7,33.2,19.4,77.2,13.7,9.1,67.6,27.9,4,21.8,9.2,10.5,1.2,12.7,30,14.4,48.7,9.6,49.2,29.34,3.11
E01002073,Haringey 024D,7.15,70.22,16,13.2,32.9,18.6,80.7,12.4,6.9,63.6,30.7,5.4,22.8,10.9,10.4,1.2,10.5,26.5,17.7,56.2,10.3,50.43,24.16,3.04
E01002074,Haringey 012A,9.52,62.87,14,12.7,32.5,14.6,79.8,13.8,6.4,62.7,32.3,4.5,29.7,14.3,11.7,1.8,9.8,20.4,12.3,50.5,15.5,42.84,24.36,2.24
E01002075,Haringey 015A,6.25,68.88,14.1,12.4,27.1,17.5,83.2,11.4,5.4,54.8,37.5,6.9,24.5,13,12.3,0.7,11.5,23.2,14.8,45.3,12.7,44.29,28.25,2.47
E01002076,Haringey 015B,7.89,68.27,16.9,15.2,23.5,19.1,81,12.7,6.3,53.4,40.1,5.6,22.8,10.9,11.6,1,14.1,22.8,16.7,49.5,10.6,45.13,28.39,1.16
E01002077,Haringey 012B,4.95,68.93,18.2,12.7,23.6,13.7,83.4,11.4,5.2,59,35,5.2,23.8,14.6,12.7,0.8,14.3,17.7,16.1,46.7,12,44.11,27.37,4.57
E01002078,Haringey 015C,6.93,70.69,14.7,15.8,38.3,13,80.4,12,7.6,57.5,36.4,5.3,23.1,11.9,12.9,1.1,7.8,28,15.3,55.1,10.9,50.55,24.98,2.77
E01002079,Haringey 012C,8.53,66.63,20,19.7,16.9,22.6,82.9,12.4,4.7,49,41.7,8,24.8,9.6,10.9,1.1,10,25.7,17.9,57,11,48.78,23.02,2.28
E01002080,Haringey 015D,8.79,73.89,12.5,16.9,22.9,29.2,81.1,12.9,6,52.5,38.6,6.9,19.6,10.1,10.6,1.3,10.6,28.9,19,53.7,8.9,52.35,26.49,5.05
E01002081,Haringey 012D,9.89,69.42,12.4,14.5,36.4,17.4,76.8,14.8,8.5,63.3,31.2,4.2,29.2,10.9,11.8,0.8,12.8,18.8,15.8,39,13.4,41.04,34.03,3.66
E01002082,Haringey 013A,6.9,66.18,15.5,12.7,28.7,12,76.5,14.1,9.4,56.5,36.3,6.3,29.6,14.8,13.6,1.1,11.5,16.9,12.5,42.8,15.6,41.11,30.04,1.99
E01002083,Haringey 019A,13.75,73.33,12,26.2,28,26.3,81.9,12.4,5.6,52.3,34.4,10.5,23.2,6.7,9.3,1.3,9.1,32.8,17.7,62.2,6.8,57.99,22.08,2.03
E01002084,Haringey 019B,8.93,73.81,14.5,20.7,32,22.8,81.5,12.9,5.6,51.4,38.8,6.9,22.4,8.3,8.4,0.8,8.7,35.4,15.9,63.6,7.8,56.81,21.57,2.77
E01002085,Haringey 019C,7.66,72.69,14.1,21.9,25.7,25,81.5,12,6.5,61.8,31.4,6.2,18.8,8.5,9.4,1.2,9.1,38,15.1,60.5,8.5,55.86,21.45,3.65
E01002086,Haringey 013B,11.54,68.83,15.2,18.8,32.1,16,78.1,13.4,8.5,49.3,39.7,9.4,26.6,9.8,11.5,1.4,9.8,28.4,12.5,53.9,12.1,50.61,24.67,1.9
E01002087,Haringey 019D,10.16,73.67,10.8,18.9,41,15.8,80.2,12.3,7.5,61.9,31.4,5.5,21.2,9.1,9.2,0.9,10.1,34.8,14.8,59.7,9.8,55.58,22.99,2.96
E01002088,Haringey 013C,11.01,71.4,14.1,18.8,28.8,25,82.1,12,5.9,48,42.2,6.8,23.5,8,9.8,1.3,7.9,34.3,15.1,60.5,7.5,54.29,23.26,3.05
E01002089,Haringey 013D,6.64,64.93,14,7.3,41.1,11.2,79.3,13.2,7.6,69.1,28.1,2.6,29.6,16.5,15.2,1.1,9.7,15.9,11.9,42,19.8,40.79,28.75,1.37
E01002090,Haringey 005A,9.12,66.96,21.7,20.9,19.2,16.8,79.5,12.8,7.7,32.4,47.1,16.6,29.6,12,14.5,1.4,10.7,19.2,12.6,50.7,9.9,44.85,27.67,2.83
E01002091,Haringey 006A,13.98,60.54,14.8,17.3,28.5,16.7,75,15.8,9.2,48.8,38.6,10.2,36.5,13.6,10.6,1,9.2,16.2,12.9,43.6,12.8,36.07,31.19,2.05
E01002092,Haringey 006B,4.48,68.71,13.9,13.9,33.4,15.2,82,11.8,6.2,61,32.2,6,25.6,11.8,14.5,1.2,9.7,24.9,12.3,51.4,12.5,45.08,26.75,2.56
E01002093,Haringey 005B,9.58,63.68,18,15.7,26.2,14,74.3,16.8,8.9,51,39.2,7.8,34.2,12.9,13.9,1.2,8.3,16.6,12.9,47.9,12.2,40.28,28.75,3.87
E01002094,Haringey 006C,7.53,64.67,17.2,17.9,19,10.9,79.4,13.8,6.8,46.4,42.7,9.8,27.2,12.7,14.8,0.7,11.5,22.7,10.4,49.9,12.4,43.11,25.74,1.17
E01002095,Haringey 006D,5.47,65.39,17.5,12.3,24.8,12.7,80.4,12.5,7.1,54.1,39.1,5.6,27.9,12.8,15.6,1.1,8.8,22.3,11.5,50.9,13.8,44.16,24.7,3.17
E01002096,Haringey 005C,11.06,61.76,16.8,13.7,27.8,14.8,77,13.7,9.3,50.8,38.8,8.9,30.1,13.4,13.4,1.1,8.4,22.1,11.4,49,13.1,41.16,26.08,1.99
E01002097,Haringey 005D,5.61,62.14,19.1,12.5,19.1,15.2,80.8,12.4,6.8,52.4,39,7.6,27.6,11.9,13.9,0.7,10.7,22.7,12.5,52.1,14.6,43.24,22.03,2.56
E01002098,Haringey 007A,8.3,76.43,13.4,24,36.3,15.6,83.5,11.6,4.9,50.7,42.1,6.5,12.3,9.4,8.6,0.6,10.2,47.3,11.5,69.3,7.2,63.83,16.46,3.36
E01002099,Haringey 008A,8.11,66.89,14.3,14.5,33.1,15.7,77.3,13.5,9.3,64,30.6,4.3,28.3,9.5,12.5,0.9,10.1,23.7,15,48.3,14,43.79,27.18,2.59
E01002100,Haringey 008B,8.01,69.62,15.3,17.5,23.8,25.4,81,13.1,5.8,48.2,41.6,8.2,23.1,9.6,11.5,1.1,9.4,27.8,17.3,56.4,8.8,49.66,24.78,2.49
E01002101,Haringey 007B,8.98,73.64,16.8,22.9,26.6,23.8,83.8,10.5,5.7,46.1,42.8,9.7,19.3,8.4,12.3,1.3,8,30.8,20,63.2,7.8,55.9,22.76,1.43
E01002102,Haringey 007C,8.24,75.08,11.3,21.7,30.2,21.9,82,12.3,5.6,54.8,37,7.2,15.7,10.1,9.6,1.1,8.3,38.4,16.9,60.9,8.5,57.76,22.05,2.83
E01002103,Haringey 008C,9.18,71.54,16.6,19.2,24.6,24.6,82.7,12.5,4.9,49.7,38.5,10.5,20.2,10,9.5,0.9,9.6,30.9,19,59.9,6.4,53.6,23.15,2.81
E01002104,Haringey 008D,10.38,69.85,12.8,22.6,21.4,24,79.3,14.6,6.1,45.3,42.5,9,21.8,10.7,10.9,0.8,9,32.9,13.9,59,10.2,53.69,21.94,2.2
E01002105,Haringey 007D,7.31,76.36,11,22.6,32.2,20.7,83.1,12.2,4.7,67.8,25.7,5.7,17.9,8.2,9.5,1.1,9.6,35.1,18.7,64.9,8.1,60.82,19.79,3.57
E01002106,Harrow 008A,13.67,67.09,25,35,15.1,14.7,83.5,11.8,4.6,11.5,42.1,35.2,17.3,12.5,16,3.1,10.2,32.1,8.8,63.5,6.1,53.53,21.9,0.39
E01002107,Harrow 012A,10.94,65.61,32.5,28.9,16.2,13.4,86.8,10.2,3,8.7,43.7,35.7,14.7,11,13.7,1.8,11.8,38.4,8.6,66.1,4.2,52.42,20.12,1.22
E01002108,Harrow 008B,12.53,64.93,32.4,32.9,10.4,14.5,86.3,10.4,3.2,7.9,42.9,36.5,14,12.5,14.5,2,11.8,36.9,8.4,63.6,5.2,51.02,20.62,0.5
E01002109,Harrow 008C,16.38,65.85,25.4,37.3,20.2,9.9,86.7,9.4,3.9,9.2,40.4,37.3,13.4,8.5,14.9,1.7,11.1,44.3,6.2,68.3,3.7,54.72,19.62,1.62
E01002110,Harrow 008D,13,65.83,30.3,32.5,10.9,16.8,86.2,10.2,3.6,10.3,42.3,36.3,13.5,12.1,13.9,1.8,11.8,36.8,10.2,64,4.7,51.25,22.13,1.04
E01002111,Harrow 008E,11.6,65.24,26.9,26.4,16.7,18.5,85.5,10.8,3.6,18.9,39.8,30.8,17,12.8,15.1,1.5,9.7,31.6,12.4,61.8,7.6,50.97,20.95,3.41
E01002112,Harrow 001A,19.95,62.22,22.7,36.4,21.5,13.1,85,9.9,5,14.1,36.9,33.6,15.6,9,12.8,0.9,9.5,43.8,8.4,66.1,2,50.53,21.48,2
E01002113,Harrow 002A,17.58,63.41,23.5,30.2,28,10.2,81.2,13,5.8,25.2,31.2,31.4,15.6,11.3,13.5,1.7,8.1,42.5,7.3,65.1,5.7,51.13,20.36,2.2
E01002114,Harrow 001B,29.2,55.75,12.3,28.4,43,8,75.9,15.9,8.2,32.4,44.1,19.5,24.9,10,10.5,1.2,8.2,36,9.2,64.4,5.9,46.21,19.12,1.88
E01002115,Harrow 002B,15.77,65.01,23.8,34,16.1,14.7,84.4,11.3,4.3,13.9,43.8,33.2,17.1,9.4,13.4,1.1,8.3,41.8,9,64.1,5.8,51.56,22.07,-0.41
E01002116,Harrow 002C,24.4,61.15,14.4,36,29.4,13.2,81.7,13.2,5,20.1,40.9,28.1,15.8,8.3,12.6,1.3,7.8,45.3,8.8,66.2,2.3,49.76,22.18,0.87
E01002117,Harrow 002D,12.26,63.47,26.2,30.2,19.4,15,85.2,10.3,4.5,15,44.4,31.1,15.2,10.2,12.6,1,10.7,42,8.3,63.4,5.1,49.55,20.67,2.39
E01002118,Harrow 002E,17.68,64.3,14.8,24.7,28.6,19,79.1,15.2,5.7,33.2,46.1,16.7,19,10.6,10.5,2.8,8.9,35.2,13,62.7,7.8,51.45,20.07,1.92
E01002119,Harrow 007A,10.48,68.56,21.1,21.5,19.2,22.2,84,11.9,4.1,26.9,44.9,22.2,18.9,10.3,12.6,1.3,9.2,32.1,15.7,61.5,7.2,51.99,22.13,2.64
E01002120,Harrow 007B,13.89,66.05,18,21.3,30.1,13.7,77.2,14.7,8.1,42.6,36.9,16.4,29.5,10.4,11.4,2,8.9,25.6,12.2,52.8,10.2,47.07,26.39,1.69
E01002121,Harrow 007C,12.49,66.67,23.8,30.4,15.6,20.9,83,12,5.1,17.9,44.7,27.5,18.8,11.3,12.2,1.7,8.5,32.6,15,60.4,8,52.13,21.98,0.82
E01002122,Harrow 007D,13.01,67.88,22.7,25.8,24.1,17.9,84.6,11.9,3.5,25.9,40.2,25.6,21.4,11.5,11.5,1.6,10.9,30.7,12.4,63,6.2,53.75,20.75,2.03
E01002123,Harrow 007E,11.7,70.61,19.5,22,18.4,29,84,11.9,4.1,29.4,37.6,24.9,23.5,11.9,9.9,1.8,9,27.6,16.5,62.2,6.7,54.7,21.5,3.28
E01002124,Harrow 010A,8.71,66.7,26,25.2,12.2,23.6,84.2,12.5,3.3,14.6,49.4,28.5,24.1,12.6,12.1,1,7.8,27.6,14.8,58.9,6.7,49.52,21.48,1.38
E01002125,Harrow 010B,10.19,71.28,22.5,23.2,14.6,26,84.1,11.5,4.4,27,45.5,21.3,23.3,9.9,11.8,1.3,9.5,28.7,15.5,62.6,5.9,55.9,21.75,3.12
E01002126,Harrow 023A,12.77,71.95,20.3,24.3,33,16.8,85.1,10.5,4.4,42.4,47.5,9.1,10.5,6.9,8.4,0.6,9.6,53.9,10.1,64.1,6.8,57.32,20.53,3.4
E01002127,Harrow 023B,13.93,71.31,17,33.6,22.9,15.8,85.8,10.4,3.8,28.8,42,23.2,9.7,7.4,11.1,0.8,9.9,49.4,11.7,63.9,5.8,57.2,21.34,1.27
E01002128,Harrow 020A,8.69,75.01,19.5,22.2,29.6,20.8,86.3,10.5,3.2,41.1,48,8.8,12.2,8.1,13.3,1.7,9.9,42.5,12.4,68.5,6.3,61.23,18.47,2.24
E01002130,Harrow 020B,5.49,75.44,18.1,19.6,25.3,23.6,87.5,8.6,3.9,46,43,9.6,10.7,8.4,11.2,1.5,10.6,41.1,16.6,65.7,6.3,59.34,19.69,4.84
E01002131,Harrow 023D,12.19,68.53,20,22.4,24.9,17.1,81.2,12.6,6.2,37,42.2,17.1,17.6,12.1,13.4,1.2,11.7,32.7,11.2,57.8,7.7,51.29,24.51,1.46
E01002132,Harrow 029A,9.59,72.81,23.1,29.8,29.7,11.4,88.9,7.8,3.3,18.7,55.9,20.2,7.6,8.2,11.4,1.4,8.5,56,6.9,71.4,5.1,60.24,17.45,1.94
E01002133,Harrow 027A,15.12,65.63,16.3,18,39.1,11.2,76.7,15.6,7.7,49.6,36.8,10,22.4,12.7,11.2,1.1,9.4,30.7,12.5,55.5,8.2,48.06,25.21,2.62
E01002134,Harrow 029B,13.75,68.54,22.4,30.2,31.7,8.6,88.3,9.1,2.6,14.1,51.2,25.9,9.5,7.7,8.4,1.2,9.8,54.4,8.9,68.8,5,55.75,19.56,1.82
E01002135,Harrow 029C,14.62,68.27,20.2,23.4,27.5,17.5,82.8,11.9,5.3,32.1,43.7,16.9,18.6,10.5,9.3,1.6,8.1,35.2,16.6,63.4,5.6,53.99,20.85,2.27
E01002136,Harrow 027B,13.84,64.16,24.8,27.7,22.4,14.9,84.4,11.2,4.4,24,50.2,20.4,14.4,9.7,12.4,1.6,10.2,39.3,12.3,64.2,5.9,50.6,21.19,2.74
E01002137,Harrow 029D,6.21,64.52,18.2,33.3,36.3,8.5,94,5.1,0.9,16.7,60,19,4.8,10.8,19,0.8,15.7,44.7,4.1,53.4,2.7,38.41,29.51,2.68
E01002138,Harrow 027C,8.25,68.21,28.1,23.4,17.9,17.9,84.6,10.9,4.5,23,47,25,13.3,12.3,13.2,1.3,13.2,32.5,14.2,59.9,8.8,52.68,20.18,1.17
E01002139,Harrow 006A,11.41,64.15,16.1,18.9,24.1,14.7,77.2,14.8,8,35.3,45,15.5,27.9,16.1,14,2.2,9.2,21.6,9,48.3,16.5,44.54,25.35,1.95
E01002140,Harrow 005A,15.71,63.72,19.9,26.5,21.6,16,83.6,11.8,4.5,20.4,48.4,25.9,20.9,12.4,14.2,2.9,10.8,30.1,8.8,61.7,7.8,50.59,21.92,2.3
E01002141,Harrow 005B,20.25,62.73,19.6,31.2,28.5,9.4,80,14.6,5.4,22.1,37.8,28.1,17.4,11.8,15.4,2.8,10.3,33.1,9.3,64.1,3.8,50.6,22.23,1.63
E01002142,Harrow 005C,16.08,65.65,22.4,32.8,21.3,14.2,85.8,10.3,3.9,19.7,39.7,28.5,13.5,10,15.1,2.7,10.5,38.9,9.5,65.1,4.8,53.51,20.46,3.01
E01002144,Harrow 004A,20.75,62.06,18.8,34.3,23.8,13.1,86.3,10.2,3.5,13.3,35.7,34.8,18.8,10.7,12.5,2.3,11.6,36.1,7.9,64.5,4.7,51.24,21.26,2.19
E01002145,Harrow 005E,25.42,57.38,16.6,32.8,32.8,9.2,77.7,13.4,8.9,23.3,44.8,24.6,20.8,8.6,12.8,2.6,10.8,34.6,9.8,59,5.2,45.44,24.33,1.95
E01002146,Harrow 004B,17.22,62.05,30.8,37.4,18.7,7.9,87.4,9.7,2.9,7.9,36,41.8,11.8,10.3,12.9,2.9,9.7,46.1,6.4,69.1,2.8,52.26,18.64,0.71
E01002147,Harrow 004C,28.49,58.8,18.5,46,21.5,10,82.7,11.9,5.4,8.2,32.9,36.5,14.1,8,13,1.8,10.7,43.8,8.5,64.5,3.1,49.09,22.64,0.78
E01002148,Harrow 006B,15.94,65.29,31.2,34.4,14.9,11.8,84.4,12,3.6,8.8,39.7,39.1,15.5,13,13.8,1.6,11,39.3,5.8,62.9,6.6,51.55,22.22,1.42
E01002149,Harrow 004D,21.16,60.25,28.6,44.5,13.2,9.8,86.8,10.4,2.9,5.4,30.3,47.6,9.4,8.7,11.8,2.3,10.6,51.5,5.8,69,3.3,53.56,19.47,0.38
E01002150,Harrow 006C,20.82,61.44,18,28,37.1,8.7,82.5,12.3,5.2,24.1,50.3,21.3,17.2,10.6,12.5,1.4,10.5,38.4,9.4,66.1,5.7,50.61,18.69,3.28
E01002151,Harrow 006D,15.92,58.91,23.3,18.3,27.3,11.8,77.3,15.7,7.1,31.1,46.6,18.1,29,13.3,12.2,1.6,8.8,25,10.1,51.4,12.9,41.74,24.31,2.06
E01002152,Harrow 006E,19.77,63.36,24,36.2,25.1,9.1,85.3,11.8,3,15.4,39.3,32.8,11.1,8.7,13.1,1.3,10,48.4,7.4,69.8,3.9,54.31,17.86,0.9
E01002153,Harrow 019A,19.46,61.54,27.4,35.1,19.6,12.3,84.3,11.7,4,14.9,43.8,31.2,13.6,8.8,12.6,2.5,10.7,45.9,6,62.5,4,48.44,23.65,0.53
E01002154,Harrow 015A,14.5,65.86,25.7,30.5,20.6,12,82.6,12.7,4.7,17.7,44.6,27.5,15.9,11.5,14.8,2.1,11,35.7,9,65.6,5.4,53.64,20.19,1.86
E01002155,Harrow 019B,18.38,63.97,25.1,35.6,26.1,8.1,85.7,10.4,3.9,15.9,43.1,30,13.8,7.5,14,2.4,10.3,46.6,5.3,66.5,4,51.37,20.63,1.58
E01002156,Harrow 015B,17.28,65.57,26.3,41.3,12.4,13.8,83.8,12,4.1,7.6,38.3,39.1,11.3,10.6,11,2.5,12.8,45.7,6.1,65.8,4.8,53.81,21.22,1.19
E01002157,Harrow 019C,13.34,69.95,20.2,29.8,20.2,18.4,84.5,11.6,3.9,22.4,46.2,25.6,10.3,9.4,13.5,1.6,10.6,44.8,9.8,63.8,5.5,55.42,21.58,2.91
E01002158,Harrow 019D,15.65,65.82,28.7,36.7,15.1,12,86,10.2,3.8,7.7,43.2,36.5,11.5,9.2,13.2,2.4,12.6,44.7,6.5,68.4,3.7,55.32,18.53,1.23
E01002159,Harrow 021A,14.14,68.33,21.2,30.4,23.8,16.9,82.7,12.4,4.9,23.5,46.6,24.7,13.9,8.9,11.3,1.6,11.2,42.9,10.2,63.3,6.4,53.28,22.37,1.78
E01002160,Harrow 021B,7.47,71.38,26.8,20.3,23.6,19,87.8,9.8,2.4,36.5,45.5,15.9,10.8,7.8,10.9,1.3,11.7,43,14.4,66.4,3.8,56.94,18.76,3.45
E01002161,Harrow 021C,12.36,66.26,22.1,28,24.9,15.2,84.8,10.7,4.4,24.7,47.1,22,14.6,10.2,10.5,1.4,9.4,42.3,11.6,63.9,7.1,53.15,20.05,2.13
E01002162,Harrow 015C,11.76,65.83,25.6,22.4,24.3,14.1,85.4,9.8,4.8,27.7,48.6,18.5,14.7,10.3,13.1,2.3,10.9,39.6,9.2,62.4,8.2,51.84,19.64,0.98
E01002163,Harrow 015D,15.34,65.4,26.3,35.4,15.6,14.9,83.9,12,4.1,12.1,41.3,35.4,13.7,9.7,15.6,2.8,12.6,38.5,7.1,61.2,6.1,52.02,22.43,0.61
E01002164,Harrow 021D,11.23,68.58,21.1,27.1,26.4,15.4,87.8,9.4,2.8,26.1,50.2,21.1,11,8.6,8.6,0.9,9.1,51.9,9.9,68.5,5.5,56.1,18.49,1.38
E01002165,Harrow 017A,10.67,70.24,22.7,25.2,16.3,25.9,82.9,12.2,5,28.2,42.2,20.6,21.5,10.5,9.9,0.9,8.4,30.1,18.7,62.7,7.8,55.54,20.42,1.24
E01002166,Harrow 017B,12.45,68.55,20.2,31.2,13.4,25.6,79,15.9,5.1,17.4,44.2,27.3,24.1,10,13.4,1.1,9.9,27.2,14.3,60,7.9,53.76,22.07,1.44
E01002168,Harrow 017D,10.99,67.29,23.9,18.6,23.7,12.1,78.2,14.6,7.2,31.7,43.2,19.6,25.5,13.9,12.7,2.1,13,21.5,11.3,57.1,7.3,48.53,23.99,1.55
E01002169,Harrow 017E,14.21,69.18,17.1,28.1,18.6,23,80.1,14.7,5.2,26,45.4,23,23.6,11.2,11.6,1.3,11.1,27.1,14.1,58.5,6.9,51.95,25.14,0.9
E01002170,Harrow 033A,13.6,67.6,20.6,32.6,15.7,17.6,81,14,4.9,18.1,39.7,30.1,20.4,13.3,14.3,1.7,10.7,27.9,11.7,60.7,5.8,50.6,24.62,-0.28
E01002171,Harrow 033B,13.71,68.63,19.1,30.5,14.4,22.3,81.7,13.3,5,16.3,49.8,25.1,20.3,12,11.9,1.1,8.2,33.2,13.2,62.5,6.3,53.79,22.66,0.87
E01002172,Harrow 033C,11.59,66.37,26.8,31,13,16.2,83.7,12,4.3,15.4,44.8,29.8,19,15.6,15,2.6,10.6,27.1,10.2,63.6,7.8,53.77,19.44,1.49
E01002173,Harrow 033D,14.06,69.29,24,30.8,14.6,21.7,83,13,4,10,42,35,15.3,12.9,12.1,1.7,11.1,35,12,63.6,5.5,55.34,22.68,1.24
E01002174,Harrow 033E,15.8,67.07,21.7,31.7,14.1,24.2,82,13,5.1,15.7,37.1,35.4,20.2,10.5,11.4,1.2,9.8,35.2,11.7,65,4.2,54.05,21.3,1.15
E01002175,Harrow 033F,14.91,71.54,18,34.5,14,27.1,83.9,11.3,4.9,16.5,36.9,32.8,19.7,9.8,11.6,1.6,10,38.2,9.2,62,7,58.49,21.26,1.61
E01002176,Harrow 033G,15.75,69.36,20,35.1,12.7,25.4,82.7,13.2,4.1,22.6,40,27.9,18.8,8.5,10.6,1.3,10.4,38,12.4,61,4.9,55.78,22.11,2.15
E01002177,Harrow 033H,13.51,66.32,27,28.5,14.8,19.9,84.1,11.8,4.1,17,40.7,31.6,16.9,13.9,12.8,1.8,11,31.8,11.7,59,7.4,50.73,23.35,3.78
E01002178,Harrow 033I,14.06,65.04,27.7,29.5,11.8,21.9,83.6,11.7,4.6,8.8,43,36.1,15.9,11.8,15.8,2.1,10.7,32.5,11.2,63.3,5.9,51.88,21.08,0.17
E01002179,Harrow 013A,8.49,70.31,19,20.1,21.8,21.6,83.9,11.5,4.7,40.9,40.1,15.2,16.5,11.1,10.9,1.2,11.6,35.1,13.6,58.4,9.2,53.47,21.73,3.69
E01002180,Harrow 013B,8.87,68.63,17.1,17.9,27.7,18.9,82.6,12.5,4.9,44.3,42.8,9.5,17.2,13.2,11.3,2,9.8,34,12.4,57.1,10.9,51.03,22.49,3.16
E01002181,Harrow 020C,10.67,69.8,23.5,27.3,24.5,18,85.6,9.5,4.9,28.4,46.9,18.9,15,10.8,12.2,1.4,9.1,41.6,9.8,66.4,7.8,57.32,17.68,1.31
E01002182,Harrow 020D,10.83,70.03,21.6,26.1,21.3,21.6,84.3,12.1,3.6,29.9,47.5,17.4,13,8.9,9.9,1.6,10.8,42.8,13,62.2,7.3,54.47,21.57,1.92
E01002183,Harrow 013C,13.63,66.9,18,26.8,21.3,21.6,81.1,13.6,5.3,28.3,47.4,17.7,21.1,11.9,12.3,0.8,9.4,31.4,13.1,60.2,7.5,52.28,21.65,1.65
E01002184,Harrow 013D,11.51,66.15,22.6,23.2,22.7,15.7,83,12.7,4.3,31.2,46.2,18.5,20.1,10.1,14.3,1.9,12.1,27.6,13.9,61.9,8.2,51.99,20.85,1.45
E01002185,Harrow 009A,10.05,66.3,18.3,19,24.6,9.9,78.6,15,6.4,34,41.7,19.3,24.1,13.4,13.8,2.5,11.4,26.1,8.7,55.8,10.1,47.38,24.11,1.76
