LSOA11CD,LSOA11NM,crime_sum
E01001871,Hammersmith and Fulham 012E,80
E01001872,Hammersmith and Fulham 012F,84
E01001873,Hammersmith and Fulham 010E,122
E01001874,Hammersmith and Fulham 001A,426
E01001875,Hammersmith and Fulham 001B,184
E01001876,Hammersmith and Fulham 001C,298
E01001877,Hammersmith and Fulham 001D,211
E01001878,Hammersmith and Fulham 001E,77
E01001879,Hammersmith and Fulham 019A,89
E01001880,Hammersmith and Fulham 017A,134
E01001881,Hammersmith and Fulham 017B,333
E01001882,Hammersmith and Fulham 017C,96
E01001883,Hammersmith and Fulham 017D,115
E01001884,Hammersmith and Fulham 017E,204
E01001885,Hammersmith and Fulham 015A,91
E01001886,Hammersmith and Fulham 016A,114
E01001887,Hammersmith and Fulham 016B,88
E01001888,Hammersmith and Fulham 018A,134
E01001889,Hammersmith and Fulham 014A,107
E01001890,Hammersmith and Fulham 016C,353
E01001891,Hammersmith and Fulham 018B,253
E01001892,Hammersmith and Fulham 016D,82
E01001893,Hammersmith and Fulham 013A,151
E01001894,Hammersmith and Fulham 013B,414
E01001895,Hammersmith and Fulham 009A,96
E01001896,Hammersmith and Fulham 009B,161
E01001897,Hammersmith and Fulham 009C,93
E01001898,Hammersmith and Fulham 013C,1059
E01001899,Hammersmith and Fulham 013D,645
E01001900,Hammersmith and Fulham 013E,299
E01001901,Hammersmith and Fulham 019B,81
E01001902,Hammersmith and Fulham 019C,81
E01001903,Hammersmith and Fulham 019D,140
E01001904,Hammersmith and Fulham 022A,75
E01001905,Hammersmith and Fulham 022B,101
E01001906,Hammersmith and Fulham 022C,86
E01001907,Hammersmith and Fulham 022D,84
E01001908,Hammersmith and Fulham 015B,103
E01001909,Hammersmith and Fulham 015C,157
E01001910,Hammersmith and Fulham 014B,88
E01001911,Hammersmith and Fulham 015D,157
E01001912,Hammersmith and Fulham 015E,210
E01001913,Hammersmith and Fulham 014C,112
E01001914,Hammersmith and Fulham 014D,203
E01001915,Hammersmith and Fulham 024A,210
E01001916,Hammersmith and Fulham 024B,68
E01001917,Hammersmith and Fulham 018C,63
E01001918,Hammersmith and Fulham 018D,64
E01001919,Hammersmith and Fulham 018E,75
E01001920,Hammersmith and Fulham 020A,375
E01001921,Hammersmith and Fulham 020B,213
E01001922,Hammersmith and Fulham 020C,191
E01001923,Hammersmith and Fulham 020D,180
E01001924,Hammersmith and Fulham 020E,78
E01001925,Hammersmith and Fulham 025A,107
E01001926,Hammersmith and Fulham 024C,79
E01001927,Hammersmith and Fulham 008C,62
E01001928,Hammersmith and Fulham 011A,197
E01001929,Hammersmith and Fulham 009D,73
E01001930,Hammersmith and Fulham 008D,136
E01001931,Hammersmith and Fulham 011B,87
E01001932,Hammersmith and Fulham 011C,418
E01001933,Hammersmith and Fulham 011D,141
E01001934,Hammersmith and Fulham 025B,120
E01001935,Hammersmith and Fulham 023A,115
E01001937,Hammersmith and Fulham 025C,130
E01001938,Hammersmith and Fulham 025D,151
E01001939,Hammersmith and Fulham 023C,267
E01001940,Hammersmith and Fulham 005B,170
E01001941,Hammersmith and Fulham 005C,539
E01001942,Hammersmith and Fulham 005D,181
E01001943,Hammersmith and Fulham 004A,2179
E01001944,Hammersmith and Fulham 004B,154
E01001945,Hammersmith and Fulham 004C,142
E01001946,Hammersmith and Fulham 004D,117
E01001947,Hammersmith and Fulham 021A,130
E01001948,Hammersmith and Fulham 021B,160
E01001949,Hammersmith and Fulham 021C,108
E01001950,Hammersmith and Fulham 021D,166
E01001951,Hammersmith and Fulham 021E,130
E01001952,Hammersmith and Fulham 024D,157
E01001953,Hammersmith and Fulham 021F,337
E01001954,Hammersmith and Fulham 003A,130
E01001955,Hammersmith and Fulham 002A,172
E01001956,Hammersmith and Fulham 003B,102
E01001957,Hammersmith and Fulham 002B,124
E01001958,Hammersmith and Fulham 002C,80
E01001959,Hammersmith and Fulham 003C,117
E01001960,Hammersmith and Fulham 003D,128
E01001961,Hammersmith and Fulham 002D,148
E01001962,Haringey 004A,97
E01001963,Haringey 009A,85
E01001964,Haringey 009B,124
E01001965,Haringey 009C,58
E01001966,Haringey 009D,300
E01001967,Haringey 014A,46
E01001968,Haringey 014B,74
E01001969,Haringey 001A,108
E01001970,Haringey 004B,290
E01001971,Haringey 001B,316
E01001972,Haringey 004C,100
E01001973,Haringey 004D,348
E01001974,Haringey 001C,167
E01001975,Haringey 001D,157
E01001976,Haringey 011A,182
E01001977,Haringey 011B,154
E01001978,Haringey 011C,244
E01001979,Haringey 011D,430
E01001980,Haringey 018A,168
E01001981,Haringey 018B,129
E01001982,Haringey 018C,128
E01001983,Haringey 018D,125
E01001984,Haringey 033A,134
E01001985,Haringey 033B,90
E01001986,Haringey 034A,90
E01001987,Haringey 033C,132
E01001988,Haringey 034B,119
E01001989,Haringey 033D,164
E01001990,Haringey 034C,454
E01001991,Haringey 017A,95
E01001992,Haringey 017B,103
E01001993,Haringey 017C,66
E01001994,Haringey 030A,117
E01001995,Haringey 017D,116
E01001996,Haringey 014C,86
E01001997,Haringey 014D,229
E01001998,Haringey 023A,99
E01001999,Haringey 023B,258
E01002000,Haringey 031A,128
E01002001,Haringey 031B,97
E01002002,Haringey 031C,511
E01002003,Haringey 023C,292
E01002004,Haringey 023D,104
E01002005,Haringey 035A,100
E01002006,Haringey 035B,101
E01002007,Haringey 035C,89
E01002008,Haringey 030B,144
E01002009,Haringey 035D,156
E01002010,Haringey 030C,118
E01002011,Haringey 030D,176
E01002013,Haringey 022A,87
E01002014,Haringey 020B,213
E01002015,Haringey 020C,109
E01002016,Haringey 028A,141
E01002017,Haringey 028B,251
E01002018,Haringey 020D,88
E01002019,Haringey 022B,140
E01002020,Haringey 021A,169
E01002021,Haringey 022C,83
E01002022,Haringey 021B,396
E01002023,Haringey 021C,92
E01002024,Haringey 022D,83
E01002025,Haringey 021D,74
E01002026,Haringey 016A,1352
E01002027,Haringey 010A,95
E01002028,Haringey 010B,154
E01002029,Haringey 016B,793
E01002030,Haringey 016C,140
E01002031,Haringey 016D,576
E01002032,Haringey 010C,185
E01002033,Haringey 010D,169
E01002034,Haringey 037A,690
E01002036,Haringey 002A,223
E01002037,Haringey 002B,325
E01002038,Haringey 037B,320
E01002039,Haringey 002C,170
E01002040,Haringey 002D,303
E01002041,Haringey 037C,204
E01002042,Haringey 027A,245
E01002043,Haringey 026A,263
E01002044,Haringey 027B,178
E01002045,Haringey 026B,189
E01002046,Haringey 026C,186
E01002047,Haringey 027C,136
E01002048,Haringey 027D,175
E01002049,Haringey 026D,147
E01002050,Haringey 029A,98
E01002051,Haringey 029B,231
E01002052,Haringey 029C,110
E01002053,Haringey 032A,157
E01002054,Haringey 032B,148
E01002055,Haringey 029D,152
E01002056,Haringey 032C,265
E01002057,Haringey 032D,219
E01002058,Haringey 031D,320
E01002059,Haringey 028C,89
E01002060,Haringey 028D,83
E01002061,Haringey 036A,113
E01002062,Haringey 034D,147
E01002063,Haringey 036B,105
E01002064,Haringey 036C,123
E01002065,Haringey 036D,228
E01002066,Haringey 025A,364
E01002067,Haringey 024A,209
E01002068,Haringey 025B,542
E01002069,Haringey 024B,634
E01002070,Haringey 024C,170
E01002071,Haringey 025C,194
E01002072,Haringey 025D,329
E01002073,Haringey 024D,231
E01002074,Haringey 012A,217
E01002075,Haringey 015A,180
E01002076,Haringey 015B,170
E01002077,Haringey 012B,618
E01002078,Haringey 015C,151
E01002079,Haringey 012C,147
E01002080,Haringey 015D,654
E01002081,Haringey 012D,302
E01002082,Haringey 013A,134
E01002083,Haringey 019A,109
E01002084,Haringey 019B,214
E01002085,Haringey 019C,378
E01002086,Haringey 013B,143
E01002087,Haringey 019D,200
E01002088,Haringey 013C,203
E01002089,Haringey 013D,89
E01002090,Haringey 005A,187
E01002091,Haringey 006A,160
E01002092,Haringey 006B,177
E01002093,Haringey 005B,264
E01002094,Haringey 006C,134
E01002095,Haringey 006D,233
E01002096,Haringey 005C,155
E01002097,Haringey 005D,178
E01002098,Haringey 007A,181
E01002099,Haringey 008A,164
E01002100,Haringey 008B,191
E01002101,Haringey 007B,84
E01002102,Haringey 007C,185
E01002103,Haringey 008C,200
E01002104,Haringey 008D,141
E01002105,Haringey 007D,312
E01002106,Harrow 008A,84
E01002107,Harrow 012A,81
E01002108,Harrow 008B,38
E01002109,Harrow 008C,81
E01002110,Harrow 008D,65
E01002111,Harrow 008E,189
E01002112,Harrow 001A,82
E01002113,Harrow 002A,78
E01002114,Harrow 001B,95
E01002115,Harrow 002B,48
E01002116,Harrow 002C,48
E01002117,Harrow 002D,139
E01002118,Harrow 002E,113
E01002119,Harrow 007A,142
E01002120,Harrow 007B,81
E01002121,Harrow 007C,52
E01002122,Harrow 007D,70
E01002123,Harrow 007E,161
E01002124,Harrow 010A,63
E01002125,Harrow 010B,168
E01002126,Harrow 023A,348
E01002127,Harrow 023B,88
E01002128,Harrow 020A,115
E01002129,Harrow 023C,986
E01002130,Harrow 020B,665
E01002131,Harrow 023D,63
E01002132,Harrow 029A,98
E01002133,Harrow 027A,266
E01002134,Harrow 029B,76
E01002135,Harrow 029C,140
E01002136,Harrow 027B,169
E01002137,Harrow 029D,90
E01002138,Harrow 027C,70
E01002139,Harrow 006A,109
E01002140,Harrow 005A,106
E01002141,Harrow 005B,85
E01002142,Harrow 005C,125
E01002143,Harrow 005D,59
E01002144,Harrow 004A,109
E01002145,Harrow 005E,73
E01002146,Harrow 004B,48
E01002147,Harrow 004C,46
E01002148,Harrow 006B,49
E01002149,Harrow 004D,33
E01002150,Harrow 006C,142
E01002151,Harrow 006D,111
E01002152,Harrow 006E,38
E01002153,Harrow 019A,39
E01002154,Harrow 015A,115
E01002155,Harrow 019B,51
E01002156,Harrow 015B,38
E01002157,Harrow 019C,137
E01002158,Harrow 019D,61
E01002159,Harrow 021A,62
E01002160,Harrow 021B,211
E01002161,Harrow 021C,93
E01002162,Harrow 015C,67
E01002163,Harrow 015D,58
E01002164,Harrow 021D,86
E01002165,Harrow 017A,49
E01002166,Harrow 017B,47
E01002167,Harrow 017C,52
E01002168,Harrow 017D,63
E01002169,Harrow 017E,68
E01002170,Harrow 033A,55
E01002171,Harrow 033B,72
E01002172,Harrow 033C,56
E01002173,Harrow 033D,50
E01002174,Harrow 033E,45
E01002175,Harrow 033F,65
E01002176,Harrow 033G,86
E01002177,Harrow 033H,138
E01002178,Harrow 033I,51
E01002179,Harrow 013A,302
E01002180,Harrow 013B,204
E01002181,Harrow 020C,67
E01002182,Harrow 020D,113
E01002183,Harrow 013C,102
E01002184,Harrow 013D,88
E01002185,Harrow 009A,82
E01002186,Harrow 009B,189
E01002187,Harrow 009C,59
E01002188,Harrow 016A,61
E01002189,Harrow 016B,197
E01002190,Harrow 009D,44
E01002191,Harrow 022A,51
E01002192,Harrow 016C,65
E01002193,Harrow 016D,92
E01002194,Harrow 022B,42
E01002195,Harrow 022C,64
E01002196,Harrow 022D,47
E01002197,Harrow 012B,51
E01002198,Harrow 010C,56
E01002199,Harrow 012C,45
E01002200,Harrow 010D,90
E01002201,Harrow 012D,36
E01002202,Harrow 012E,118
E01002203,Harrow 010E,73
E01002204,Harrow 032A,172
E01002206,Harrow 032B,43
E01002207,Harrow 032C,32
E01002208,Harrow 025A,30
E01002209,Harrow 025B,100
E01002210,Harrow 032D,43
E01002211,Harrow 028A,89
E01002212,Harrow 028B,158
E01002213,Harrow 027D,267
E01002214,Harrow 031A,89
E01002215,Harrow 031B,95
E01002216,Harrow 028C,66
E01002217,Harrow 028D,101
E01002218,Harrow 030A,92
E01002219,Harrow 030B,273
E01002220,Harrow 031C,67
E01002221,Harrow 030C,122
E01002222,Harrow 030D,61
E01002223,Harrow 031D,78
E01002224,Harrow 031E,74
E01002225,Harrow 001C,61
E01002226,Harrow 001D,288
E01002227,Harrow 003A,93
E01002228,Harrow 003B,58
E01002229,Harrow 003C,84
E01002230,Harrow 003D,53
E01002231,Harrow 013E,85
E01002232,Harrow 011A,126
E01002233,Harrow 011B,221
E01002234,Harrow 011C,94
E01002235,Harrow 011D,88
E01002236,Harrow 011E,151
E01002237,Harrow 024A,60
E01002238,Harrow 024B,66
E01002239,Harrow 025C,65
E01002240,Harrow 024C,72
E01002241,Harrow 025D,102
E01002242,Harrow 024D,58
E01002243,Havering 013A,166
E01002244,Havering 011A,106
E01002245,Havering 011B,93
E01002246,Havering 017A,80
E01002247,Havering 017B,82
E01002248,Havering 017C,286
E01002249,Havering 017D,192
E01002250,Havering 017E,133
E01002251,Havering 017F,78
E01002252,Havering 018A,53
E01002253,Havering 019A,34
E01002254,Havering 019B,65
E01002255,Havering 022A,42
E01002256,Havering 018B,34
E01002257,Havering 019C,56
E01002258,Havering 018C,83
E01002259,Havering 018D,44
E01002260,Havering 026A,70
E01002261,Havering 026B,154
E01002262,Havering 026C,94
E01002263,Havering 026D,38
E01002264,Havering 026E,118
E01002265,Havering 025A,53
E01002266,Havering 027A,116
E01002267,Havering 027B,93
E01002268,Havering 010A,76
E01002269,Havering 010B,139
E01002270,Havering 015A,54
E01002271,Havering 015B,31
E01002272,Havering 014A,62
E01002273,Havering 015C,58
E01002274,Havering 014B,79
E01002275,Havering 015D,24
E01002276,Havering 001A,144
E01002277,Havering 002A,177
E01002278,Havering 001B,74
E01002279,Havering 002B,108
E01002280,Havering 004A,118
E01002281,Havering 002C,198
E01002282,Havering 004B,351
E01002283,Havering 002D,102
E01002284,Havering 004C,121
E01002285,Havering 025B,45
E01002286,Havering 025C,28
E01002287,Havering 023A,59
E01002288,Havering 025D,35
E01002289,Havering 022B,76
E01002290,Havering 025E,54
E01002291,Havering 023B,73
E01002292,Havering 022C,77
E01002293,Havering 007A,418
E01002294,Havering 007B,68
E01002295,Havering 010C,87
E01002296,Havering 007C,92
E01002297,Havering 004D,135
E01002298,Havering 007D,83
E01002299,Havering 002E,77
E01002300,Havering 007E,75
E01002301,Havering 003A,49
E01002302,Havering 005A,111
E01002303,Havering 003B,137
E01002304,Havering 003C,110
E01002305,Havering 005B,77
E01002306,Havering 003D,96
E01002307,Havering 003E,62
E01002308,Havering 005C,89
E01002309,Havering 006A,98
E01002310,Havering 006B,236
E01002311,Havering 006C,101
E01002312,Havering 001C,80
E01002313,Havering 001D,110
E01002314,Havering 004E,160
E01002315,Havering 006D,93
E01002316,Havering 004F,175
E01002317,Havering 014C,51
E01002318,Havering 014D,58
E01002319,Havering 016A,311
E01002320,Havering 021A,50
E01002321,Havering 021B,149
E01002322,Havering 021C,70
E01002323,Havering 021D,63
E01002324,Havering 021E,74
E01002325,Havering 011C,119
E01002326,Havering 005D,262
E01002327,Havering 009A,49
E01002328,Havering 009B,76
E01002329,Havering 011D,106
E01002330,Havering 011E,107
E01002331,Havering 005E,58
E01002332,Havering 009C,68
E01002333,Havering 008A,66
E01002334,Havering 008B,75
E01002335,Havering 009D,68
E01002336,Havering 008C,85
E01002337,Havering 012A,97
E01002338,Havering 009E,126
E01002339,Havering 008D,54
E01002340,Havering 009F,45
E01002341,Havering 008E,48
E01002342,Havering 030A,119
E01002343,Havering 029A,60
E01002344,Havering 029B,252
E01002345,Havering 030B,367
E01002346,Havering 030C,76
E01002347,Havering 030D,67
E01002348,Havering 029C,53
E01002349,Havering 029D,58
E01002350,Havering 016B,254
E01002351,Havering 016C,96
E01002352,Havering 016D,126
E01002353,Havering 013B,461
E01002354,Havering 012B,39
E01002355,Havering 014E,45
E01002356,Havering 013C,1250
E01002358,Havering 016E,147
E01002359,Havering 020A,25
E01002360,Havering 020B,99
E01002361,Havering 020C,455
E01002362,Havering 022D,72
E01002363,Havering 020D,68
E01002364,Havering 023C,36
E01002365,Havering 023D,104
E01002366,Havering 023E,69
E01002367,Havering 020E,143
E01002368,Havering 028A,196
E01002369,Havering 028B,122
E01002370,Havering 028C,239
E01002371,Havering 028D,96
E01002372,Havering 027C,47
E01002373,Havering 027D,87
E01002374,Havering 027E,110
E01002375,Havering 028E,164
E01002376,Havering 012C,44
E01002377,Havering 010D,103
E01002378,Havering 010E,54
E01002379,Havering 012D,123
E01002380,Havering 012E,112
E01002381,Havering 012F,69
E01002382,Havering 014F,47
E01002383,Havering 010F,54
E01002384,Havering 019D,78
E01002385,Havering 024A,171
E01002386,Havering 022E,246
E01002387,Havering 024B,73
E01002388,Havering 024C,47
E01002389,Havering 024D,45
E01002390,Havering 024E,76
E01002391,Havering 018E,52
E01002392,Hillingdon 020A,131
E01002393,Hillingdon 020B,183
E01002394,Hillingdon 021A,102
E01002395,Hillingdon 021B,84
E01002396,Hillingdon 026A,211
E01002397,Hillingdon 021C,381
E01002398,Hillingdon 021D,126
E01002399,Hillingdon 021E,119
E01002400,Hillingdon 024A,129
E01002401,Hillingdon 024B,193
E01002402,Hillingdon 024C,108
E01002403,Hillingdon 024D,156
E01002404,Hillingdon 024E,161
E01002405,Hillingdon 027A,208
E01002406,Hillingdon 027B,476
E01002407,Hillingdon 030A,375
E01002408,Hillingdon 019A,127
E01002409,Hillingdon 019B,100
E01002410,Hillingdon 017A,201
E01002411,Hillingdon 022A,116
E01002412,Hillingdon 017B,367
E01002413,Hillingdon 022B,153
E01002414,Hillingdon 015A,255
E01002415,Hillingdon 010A,49
E01002416,Hillingdon 008A,51
E01002417,Hillingdon 008B,112
E01002418,Hillingdon 006A,43
E01002419,Hillingdon 006B,56
E01002420,Hillingdon 008C,57
E01002421,Hillingdon 008D,74
E01002422,Hillingdon 018A,125
E01002423,Hillingdon 018B,148
E01002424,Hillingdon 018C,85
E01002425,Hillingdon 018D,90
E01002426,Hillingdon 021F,83
E01002427,Hillingdon 018E,36
E01002428,Hillingdon 018F,67
E01002429,Hillingdon 019C,70
E01002430,Hillingdon 007A,50
E01002431,Hillingdon 006C,41
E01002432,Hillingdon 006D,142
E01002433,Hillingdon 004A,165
E01002434,Hillingdon 007B,70
E01002435,Hillingdon 007C,52
E01002436,Hillingdon 004B,72
E01002437,Hillingdon 006E,37
E01002438,Hillingdon 003A,57
E01002439,Hillingdon 003B,112
E01002440,Hillingdon 003C,93
E01002441,Hillingdon 003D,116
E01002442,Hillingdon 003E,105
E01002443,Hillingdon 032A,265
E01002444,Hillingdon 031A,2951
E01002445,Hillingdon 029A,190
E01002446,Hillingdon 031B,254
E01002447,Hillingdon 031C,237
E01002448,Hillingdon 032B,220
E01002449,Hillingdon 032C,173
E01002450,Hillingdon 014A,44
E01002451,Hillingdon 014B,54
E01002452,Hillingdon 014C,80
E01002453,Hillingdon 014D,57
E01002454,Hillingdon 014E,93
E01002455,Hillingdon 019D,142
E01002456,Hillingdon 017C,124
E01002457,Hillingdon 019E,201
E01002458,Hillingdon 011A,83
E01002459,Hillingdon 011B,35
E01002460,Hillingdon 011C,155
E01002461,Hillingdon 013A,54
E01002462,Hillingdon 011D,33
E01002463,Hillingdon 013B,45
E01002464,Hillingdon 011E,39
E01002465,Hillingdon 009A,86
E01002466,Hillingdon 010B,45
E01002467,Hillingdon 009B,60
E01002468,Hillingdon 010C,74
E01002469,Hillingdon 010D,42
E01002470,Hillingdon 007D,202
E01002471,Hillingdon 008E,54
E01002472,Hillingdon 002A,154
E01002473,Hillingdon 001A,89
E01002474,Hillingdon 002B,67
E01002475,Hillingdon 001B,76
E01002476,Hillingdon 001C,34
E01002477,Hillingdon 001D,49
E01002478,Hillingdon 002C,86
E01002479,Hillingdon 004C,93
E01002480,Hillingdon 004D,47
E01002481,Hillingdon 004E,70
E01002482,Hillingdon 001E,63
E01002483,Hillingdon 002D,130
E01002484,Hillingdon 002E,51
E01002485,Hillingdon 002F,207
E01002486,Hillingdon 028A,189
E01002487,Hillingdon 028B,120
E01002488,Hillingdon 030B,111
E01002489,Hillingdon 030C,247
E01002490,Hillingdon 030D,226
E01002491,Hillingdon 032D,109
E01002492,Hillingdon 030E,123
E01002493,Hillingdon 032E,100
E01002494,Hillingdon 009C,34
E01002495,Hillingdon 010E,112
E01002496,Hillingdon 033A,217
E01002497,Hillingdon 033B,377
E01002498,Hillingdon 033C,82
E01002499,Hillingdon 033D,112
E01002501,Hillingdon 026B,96
E01002502,Hillingdon 026C,170
E01002503,Hillingdon 027C,159
E01002504,Hillingdon 027D,181
E01002505,Hillingdon 026D,655
E01002506,Hillingdon 027E,574
E01002507,Hillingdon 027F,203
E01002508,Hillingdon 026E,231
E01002509,Hillingdon 017D,44
E01002511,Hillingdon 017E,100
E01002512,Hillingdon 013C,186
E01002513,Hillingdon 013D,75
E01002514,Hillingdon 015C,419
E01002515,Hillingdon 015D,682
E01002516,Hillingdon 013E,67
E01002518,Hillingdon 022C,57
E01002519,Hillingdon 022D,131
E01002520,Hillingdon 016B,212
E01002521,Hillingdon 016C,731
E01002523,Hillingdon 016D,85
E01002525,Hillingdon 029B,135
E01002526,Hillingdon 028C,185
E01002527,Hillingdon 031D,161
E01002528,Hillingdon 028D,156
E01002529,Hillingdon 029C,263
E01002530,Hillingdon 029D,227
E01002531,Hillingdon 029E,105
E01002532,Hillingdon 028E,225
E01002533,Hillingdon 005A,66
E01002534,Hillingdon 005B,28
E01002535,Hillingdon 007E,318
E01002536,Hillingdon 009D,53
E01002537,Hillingdon 009E,118
E01002538,Hillingdon 005C,127
E01002539,Hillingdon 005D,46
E01002540,Hillingdon 020C,332
E01002541,Hillingdon 023A,120
E01002542,Hillingdon 020D,248
E01002543,Hillingdon 020E,164
E01002544,Hillingdon 023B,115
E01002545,Hillingdon 023C,165
E01002546,Hillingdon 023D,74
E01002547,Hillingdon 023E,83
E01002548,Hillingdon 025A,170
E01002549,Hillingdon 025B,119
E01002550,Hillingdon 022E,100
E01002551,Hillingdon 025C,119
E01002552,Hillingdon 025D,123
E01002553,Hillingdon 025E,123
E01002554,Hillingdon 022F,692
E01002555,Hounslow 022A,172
E01002556,Hounslow 022B,97
E01002557,Hounslow 023A,143
E01002558,Hounslow 023B,190
E01002559,Hounslow 023C,219
E01002560,Hounslow 023D,144
E01002561,Hounslow 023E,107
E01002562,Hounslow 003A,193
E01002563,Hounslow 006A,110
E01002564,Hounslow 003B,211
E01002565,Hounslow 006B,248
E01002566,Hounslow 003C,430
E01002567,Hounslow 006C,140
E01002568,Hounslow 003D,304
E01002569,Hounslow 001A,110
E01002570,Hounslow 001B,258
E01002571,Hounslow 007A,61
E01002572,Hounslow 007B,198
E01002573,Hounslow 001C,182
E01002574,Hounslow 001D,154
E01002575,Hounslow 001E,130
E01002576,Hounslow 008A,99
E01002577,Hounslow 007C,113
E01002578,Hounslow 007D,135
E01002579,Hounslow 008B,108
E01002580,Hounslow 008C,119
E01002581,Hounslow 008D,101
E01002582,Hounslow 008E,97
E01002583,Hounslow 013A,149
E01002584,Hounslow 013B,163
E01002585,Hounslow 013C,110
E01002586,Hounslow 013D,81
E01002587,Hounslow 016A,168
E01002588,Hounslow 016B,161
E01002589,Hounslow 013E,318
E01002590,Hounslow 022C,160
E01002591,Hounslow 024A,62
E01002592,Hounslow 022D,269
E01002593,Hounslow 024B,203
E01002594,Hounslow 024C,123
E01002595,Hounslow 022E,149
E01002596,Hounslow 027A,115
E01002598,Hounslow 025B,227
E01002599,Hounslow 025C,114
E01002600,Hounslow 025D,75
E01002601,Hounslow 027B,268
E01002602,Hounslow 027C,78
E01002603,Hounslow 025E,135
E01002604,Hounslow 026A,113
E01002605,Hounslow 026B,143
E01002606,Hounslow 026C,119
E01002607,Hounslow 026D,159
E01002608,Hounslow 028A,183
E01002609,Hounslow 028B,89
E01002610,Hounslow 028C,112
E01002611,Hounslow 024D,145
E01002612,Hounslow 024E,261
E01002613,Hounslow 024F,116
E01002614,Hounslow 027D,163
E01002615,Hounslow 026E,250
E01002616,Hounslow 027E,74
E01002617,Hounslow 028D,99
E01002618,Hounslow 011A,89
E01002619,Hounslow 010A,110
E01002620,Hounslow 004A,263
E01002621,Hounslow 011B,98
E01002622,Hounslow 010B,138
E01002623,Hounslow 011C,113
E01002624,Hounslow 017A,122
E01002625,Hounslow 004B,66
E01002626,Hounslow 004C,187
E01002627,Hounslow 004D,113
E01002628,Hounslow 011D,159
E01002629,Hounslow 011E,216
E01002630,Hounslow 012A,169
E01002631,Hounslow 004E,86
E01002632,Hounslow 010C,123
E01002633,Hounslow 005A,242
E01002634,Hounslow 005B,183
E01002635,Hounslow 010D,154
E01002636,Hounslow 010E,83
E01002637,Hounslow 005C,376
E01002638,Hounslow 005D,198
E01002639,Hounslow 012B,90
E01002640,Hounslow 012C,166
E01002641,Hounslow 018A,360
E01002642,Hounslow 015A,542
E01002643,Hounslow 015B,150
E01002645,Hounslow 015C,194
E01002646,Hounslow 017B,182
E01002647,Hounslow 021A,117
E01002648,Hounslow 018C,342
E01002649,Hounslow 018D,175
E01002650,Hounslow 021B,208
E01002651,Hounslow 021C,133
E01002652,Hounslow 021D,106
E01002653,Hounslow 019A,87
E01002654,Hounslow 019B,68
E01002655,Hounslow 019C,97
E01002656,Hounslow 019D,49
E01002657,Hounslow 018E,102
E01002658,Hounslow 015D,60
E01002659,Hounslow 019E,45
E01002660,Hounslow 016C,134
E01002661,Hounslow 016D,259
E01002662,Hounslow 017C,180
E01002663,Hounslow 017D,110
E01002664,Hounslow 017E,493
E01002665,Hounslow 016E,131
E01002666,Hounslow 021E,82
E01002667,Hounslow 020A,179
E01002668,Hounslow 014A,149
E01002669,Hounslow 014B,89
E01002670,Hounslow 020B,91
E01002671,Hounslow 020C,104
E01002672,Hounslow 020D,195
E01002673,Hounslow 020E,105
E01002674,Hounslow 012D,81
E01002675,Hounslow 009A,139
E01002676,Hounslow 012E,119
E01002677,Hounslow 015E,219
E01002678,Hounslow 009B,389
E01002679,Hounslow 009C,165
E01002680,Hounslow 009D,239
E01002681,Hounslow 014C,389
E01002682,Hounslow 014D,182
E01002683,Hounslow 014E,155
E01002684,Hounslow 006D,285
E01002686,Hounslow 006E,179
E01002687,Hounslow 029A,117
E01002689,Hounslow 007E,77
E01002690,Hounslow 007F,78
E01002691,Hounslow 029B,156
E01002692,Hounslow 029C,297
E01002693,Hounslow 029D,385
E01002694,Islington 019A,119
E01002695,Islington 021A,342
E01002696,Islington 020A,704
E01002697,Islington 019B,207
E01002698,Islington 017A,170
E01002699,Islington 017B,84
E01002700,Islington 017C,85
E01002701,Islington 023A,277
E01002702,Islington 023B,202
E01002703,Islington 023C,183
E01002704,Islington 023D,1215
E01002706,Islington 023E,244
E01002707,Islington 022B,229
E01002708,Islington 015A,293
E01002709,Islington 019C,107
E01002710,Islington 019D,222
E01002711,Islington 021B,736
E01002712,Islington 015B,323
E01002713,Islington 015C,169
E01002714,Islington 017D,141
E01002715,Islington 019E,127
E01002716,Islington 014A,168
E01002717,Islington 016A,81
E01002718,Islington 014B,105
E01002719,Islington 016B,148
E01002720,Islington 016C,226
E01002721,Islington 014C,109
E01002722,Islington 018A,95
E01002723,Islington 022C,205
E01002724,Islington 022D,746
E01002725,Islington 022E,117
E01002726,Islington 022F,351
E01002727,Islington 021C,173
E01002728,Islington 021D,190
E01002729,Islington 021E,215
E01002730,Islington 007A,452
E01002731,Islington 007B,1030
E01002732,Islington 005A,301
E01002733,Islington 007C,171
E01002734,Islington 005B,681
E01002735,Islington 003A,372
E01002736,Islington 005C,104
E01002737,Islington 005D,176
E01002738,Islington 009A,158
E01002739,Islington 013A,185
E01002740,Islington 013B,290
E01002741,Islington 009B,124
E01002742,Islington 006A,128
E01002743,Islington 009C,113
E01002744,Islington 009D,113
E01002745,Islington 013C,129
E01002747,Islington 006B,173
E01002748,Islington 006C,292
E01002749,Islington 006D,114
E01002751,Islington 005E,189
E01002752,Islington 009E,83
E01002753,Islington 002A,96
E01002754,Islington 002B,109
E01002755,Islington 001A,141
E01002756,Islington 001B,139
E01002757,Islington 002C,129
E01002758,Islington 001C,152
E01002759,Islington 002D,110
E01002760,Islington 002E,112
