FID,LSOA11CD,LSOA11NM,area,Census_Population_All_Ages,Population_Density,house_price,Unemployment_Rate,qualification4,Mean_Household_Income,sumarea,agvarea,count,Greenlandr,greratepre,Arson_and_Criminal_Damage,Burglary,Drug_Offences,Miscellaneous_Crimes_Against_Society,Possession_of_Weapons,Public_Order_Offences,Robbery,Theft,Vehicle_Offences,Violence_Against_the_Person,总计,分组
544,E01000555,Brent 015C,205370.9411,1497,20.69,645000,5.6,570,57446.52,13001.607,13001.607,1,0.063307919,8.685108216,6,15,7,0,0,4,4,5,26,16,83,2
545,E01000556,Brent 015D,97213.45299,1869,9.79,300000,10.02,555,31089.15,0,0,0,0,0,28,50,17,7,5,26,17,70,29,99,348,1
546,E01000557,Brent 015E,116503.4376,1861,11.72,264500,7.07,729,38732.57,551.0213,551.0213,1,0.004729657,0.296088823,7,25,3,2,1,3,3,12,26,31,113,1
547,E01000558,Brent 015F,173300.9199,1508,17.37,580000,7.96,651,53252.83,1701.7183,1701.7183,1,0.009819442,1.128460411,10,55,8,1,3,5,3,23,46,19,173,2
548,E01000559,Brent 018E,112486.9169,1415,11.41,324000,7.38,613,46522.56,0,0,0,0,0,16,41,7,1,1,6,4,16,26,36,154,1
549,E01000560,Brent 023D,210396.6229,1617,20.75,402916,6.69,812,55893.96,1892.4711,1892.4711,1,0.008994779,1.170359369,4,44,2,0,1,8,5,8,27,17,116,2
550,E01000561,Brent 023E,114771.884,1805,11.8,352500,5.37,708,40858.83,0,0,0,0,0,15,19,11,2,2,7,19,28,20,30,153,2
551,E01000562,Brent 008A,308547.9521,1548,31.23,530000,4.26,573,63637.56,7385.5531,7385.5531,1,0.023936484,4.771029134,8,25,2,1,0,2,4,4,11,13,70,2
552,E01000563,Brent 008B,381486.0295,1480,37.51,499975,5.82,504,59157.49,26475.9921,13237.99605,2,0.069402259,17.88918385,9,27,6,1,0,2,0,9,22,18,94,2
553,E01000564,Brent 013A,207398.4991,1570,20.27,240000,6.54,390,38981.51,300.0305,300.0305,1,0.001446638,0.191102229,8,15,8,3,0,4,4,17,15,42,116,1
554,E01000565,Brent 013B,187595.4379,1473,18.56,350000,10.24,443,44741.33,8951.2408,8951.2408,1,0.047715664,6.076877665,2,11,8,0,0,2,0,7,15,28,73,1
555,E01000566,Brent 008C,209254.1872,1535,20.89,367000,7.09,450,51592.96,0,0,0,0,0,3,6,3,1,0,3,0,5,6,15,42,1
556,E01000567,Brent 016A,203006.2314,1380,20.62,220500,6.8,417,44703.23,11614.5274,11614.5274,1,0.057212664,8.416324203,9,13,4,0,0,6,0,10,6,23,71,1
557,E01000568,Brent 008D,802463.6111,2260,80.54,300000,3.39,996,56965.03,201042.8757,201042.8757,1,0.250532078,88.95702465,30,11,25,3,6,44,10,71,29,189,418,2
558,E01000569,Brent 008E,372655.5831,1565,37.68,375000,4.32,523,58450.38,121115.0972,121115.0972,1,0.325005455,77.38983847,2,11,5,1,0,1,0,5,8,12,45,2
559,E01000570,Brent 012A,131844.2962,1579,13.34,285000,9.19,337,32431.7,0,0,0,0,0,6,18,7,2,1,2,8,6,14,34,98,1
560,E01000571,Brent 012B,352172.8779,1707,35.17,411000,8.38,485,45757.94,97271.6657,97271.6657,1,0.276204307,56.98398694,13,24,12,1,5,7,10,11,10,38,131,1
561,E01000572,Brent 007A,216659.1191,1481,21.53,380000,7.04,464,51830.7,0,0,0,0,0,3,9,0,4,0,3,2,3,9,9,42,1
562,E01000573,Brent 007B,234160.1326,1596,23.57,325000,5.93,439,46536.75,23405.5787,23405.5787,1,0.099955438,14.66514956,6,16,1,1,1,2,5,4,10,20,66,1
563,E01000574,Brent 007C,219289.5783,1355,22.04,285000,6.28,398,48760.71,50915.9745,50915.9745,1,0.23218602,37.57636494,1,9,1,1,0,2,1,3,4,15,37,1
564,E01000575,Brent 007D,273742.0268,1855,26.98,320000,6.06,581,46532.6,13893.0517,13893.0517,1,0.050752352,7.489515741,14,24,13,1,3,9,5,54,22,44,189,1
565,E01000576,Brent 012C,292025.3826,1660,29.25,355000,5.31,524,47303.19,0,0,0,0,0,6,18,6,0,0,8,5,18,15,25,101,1
566,E01000577,Brent 007E,343726.0164,2420,34.61,202000,9.23,536,31657.49,23108.2701,23108.2701,1,0.067228749,9.548871942,15,36,22,0,2,15,1,30,35,56,212,1
567,E01000578,Brent 012D,333150.1803,1821,33.02,248000,7.29,591,40210.18,8082.5838,8082.5838,1,0.024261082,4.438541351,13,25,15,1,3,16,14,20,12,68,187,1
568,E01000579,Brent 032A,112856.6803,1665,11.28,343000,7.95,597,44486.37,0,0,0,0,0,8,19,2,0,0,1,3,13,25,21,92,1
569,E01000580,Brent 032B,446344.0658,1980,44.55,499950,6.04,852,58337.65,221547.859,110773.9295,2,0.496361162,111.8928581,9,40,10,3,0,10,8,35,52,41,208,2
570,E01000581,Brent 030E,164292.2549,1550,16.58,374975,4.8,610,62305.92,0,0,0,0,0,8,13,4,1,0,6,3,14,31,12,92,2
571,E01000582,Brent 032C,193686.5148,1847,19.35,952000,4.5,803,67775.96,0,0,0,0,0,10,25,6,1,3,5,1,12,49,33,145,2
572,E01000583,Brent 032D,199078.5542,2273,19.53,460000,6.05,1010,52888.41,0,0,0,0,0,21,49,11,2,6,15,13,69,45,49,280,2
573,E01000584,Brent 033E,124137.862,1695,12.58,580000,6.37,559,52268.53,0,0,0,0,0,2,17,2,2,1,1,3,4,17,11,60,2
574,E01000585,Brent 033F,99271.75763,1814,10.03,374975,6.44,645,50109.02,0,0,0,0,0,13,12,0,0,0,2,3,15,14,27,86,2
575,E01000586,Brent 032E,152799.8791,2457,14.94,302500,5.93,959,38045.4,0,0,0,0,0,20,57,14,1,2,19,17,111,30,78,349,2
576,E01000587,Brent 001A,196930.3718,1708,19.8,340000,6.43,380,42171.95,7631.3429,7631.3429,1,0.038751478,4.467999356,5,6,6,1,0,3,1,12,18,29,81,1
577,E01000588,Brent 002E,347592.4983,2197,35.01,300500,8.43,451,33866.89,14053.6286,14053.6286,1,0.040431335,6.396735822,26,20,9,4,2,31,8,90,62,80,332,1
578,E01000589,Brent 001B,292177.9863,1932,29.08,320000,4.77,477,41120.95,34767.1435,34767.1435,1,0.118993029,17.99541589,16,12,9,5,0,9,8,117,37,51,264,1
579,E01000590,Brent 001C,268196.6574,1789,26.69,332500,5.75,486,43515.81,10463.4274,3487.809133,3,0.039014011,5.84875763,6,13,3,0,1,6,7,6,19,15,76,1
580,E01000591,Brent 003F,319865.0979,2075,32.25,297500,6.72,556,35477.1,67909.8636,33954.9318,2,0.212307826,32.72764511,14,24,18,7,2,11,6,73,19,63,237,1
581,E01000592,Brent 001D,199815.6035,1622,19.8,382475,6.97,407,41433.51,0,0,0,0,0,7,22,3,2,0,2,2,18,18,22,96,1
582,E01000593,Brent 001E,180488.229,2134,18.07,297500,7.04,533,39719.38,0,0,0,0,0,5,13,3,1,0,4,4,6,10,34,80,1
583,E01000594,Brent 001F,239571.5595,1698,24.29,240000,6.8,438,38401.88,13928.6958,4642.8986,3,0.058140022,8.20300106,16,17,4,4,0,6,8,49,33,44,181,1
584,E01000595,Brent 027A,189934.2659,1685,19.2,180000,13.33,236,26592.7,12243.2479,4081.082633,3,0.064460448,7.266022493,11,7,10,2,3,6,1,10,14,50,114,1
585,E01000596,Brent 021A,197042.8232,1694,18.98,245000,17.35,191,24989.34,3927.0974,1963.5487,2,0.019930172,2.318239315,9,21,5,0,1,13,9,13,35,48,154,1
586,E01000599,Brent 027D,89498.85205,1308,8.75,150750,12.14,263,31081.56,6781.4355,6781.4355,1,0.075771201,5.184583716,9,4,14,3,0,11,4,19,13,31,108,1
587,E01000600,Brent 027E,2026218.701,2047,202.7,180000,13.19,364,29673.3,84426.2283,14071.03805,6,0.041666888,41.2438829,54,74,46,13,4,41,19,121,122,276,770,1
588,E01000601,Brent 021B,699700.6758,1505,69.64,225000,11.09,194,28128.16,59478.3856,11895.67712,5,0.085005471,39.52052199,40,11,12,7,2,29,30,179,113,95,518,1
589,E01000602,Brent 021C,130413.2979,1541,13.41,235000,13.7,195,27583.1,28686.9629,7171.740725,4,0.219969615,18.6158098,7,7,5,2,2,7,18,14,14,65,141,1
590,E01000603,Brent 021D,120448.4551,1487,12.28,198750,11.75,276,28529.19,18275.507,18275.507,1,0.151728862,12.29018628,7,10,1,2,1,6,7,7,11,42,94,1
591,E01000604,Brent 021E,167751.1851,1766,16.9,237500,12.99,239,25989.63,44310.5969,14770.19897,3,0.264144762,25.09093822,8,12,5,2,0,3,13,7,16,44,110,1
592,E01000605,Brent 021F,175145.1033,1662,17.16,0,14.22,212,25440.74,13921.2049,3480.301225,4,0.079483837,8.376176233,11,8,14,4,1,3,4,8,15,39,107,1
593,E01000606,Brent 016B,233604.0996,1710,23.55,259000,5.43,369,34899.8,102.2642,102.2642,1,0.000437767,0.059803626,8,11,4,1,0,3,3,8,9,18,65,1
594,E01000607,Brent 013C,199585.6402,2223,19.63,258500,6.75,571,39424.36,2854.8364,2854.8364,1,0.014303817,1.284226901,10,10,4,1,1,5,4,6,13,34,88,1
595,E01000608,Brent 013D,564107.664,2263,56.77,268500,6.84,633,34696.65,261437.2015,87145.73383,3,0.463452667,115.5268235,20,29,29,2,1,18,8,60,26,68,261,1
596,E01000609,Brent 016C,248889.7067,2079,24.81,265000,7.22,492,35291.13,37114.5699,37114.5699,1,0.14912055,17.85212597,5,12,10,2,1,3,3,9,8,26,79,1
597,E01000610,Brent 019A,287115.0146,1935,28.58,182500,7.36,476,36098.08,45020.2604,22510.1302,2,0.156802181,23.26628444,6,23,9,1,1,2,3,10,19,33,107,1
598,E01000611,Brent 016D,120845.1133,1415,12.3,257475,9.2,391,33956.8,16.9328,16.9328,1,0.00014012,0.011966643,4,13,11,2,1,4,2,10,11,27,85,1
599,E01000612,Brent 019B,258996.9281,1652,25.59,230000,5.9,412,34694.8,16842.2698,8421.1349,2,0.06502884,10.19507857,6,20,10,1,1,10,4,6,13,27,98,1
600,E01000613,Brent 013E,219973.7022,1673,21.77,230000,7.28,490,35921.06,64927.616,64927.616,1,0.295160809,38.80909504,7,14,6,2,0,5,2,5,8,33,82,1
601,E01000615,Brent 017B,667499.6356,1603,66.47,145000,7.87,411,35100.36,30830.8709,6166.17418,5,0.046188596,19.233232,15,33,15,5,2,20,38,60,36,75,299,1
602,E01000616,Brent 020A,170423.2434,1747,17.07,243000,7.14,478,34567.22,240.2222,240.2222,1,0.001409562,0.137505552,10,16,5,3,0,0,7,27,18,40,126,1
603,E01000617,Brent 017C,273561.9807,1750,27.12,262250,6.85,413,34347.37,4446.0542,4446.0542,1,0.016252457,2.5406024,6,10,10,3,2,7,9,10,17,39,113,1
604,E01000618,Brent 017D,179960.7642,1639,18.25,287500,7.83,352,33984.85,15425.3561,15425.3561,1,0.085715107,9.411443624,4,8,6,0,0,5,2,11,10,24,70,1
605,E01000619,Brent 017E,210177.2595,1652,21.33,270000,6.79,362,35334.92,34263.9677,17131.98385,2,0.163024143,20.74090054,3,7,5,0,0,2,28,10,9,24,88,1
606,E01000620,Brent 020B,440296.3529,1715,43.9,282500,7.02,389,34737.23,244.7793,244.7793,1,0.000555942,0.142728455,5,8,3,0,0,4,6,12,5,27,70,1
607,E01000621,Brent 020C,215489.1898,1779,21.35,271000,7.23,373,34192.24,32394.262,16197.131,2,0.150328942,18.20925351,4,13,10,2,0,8,20,14,13,27,111,1
608,E01000622,Brent 010D,628718.6283,1585,62.61,154500,9.94,306,31534.04,376350.8672,62725.14453,6,0.598599835,237.4453421,8,13,10,1,1,6,3,4,22,21,89,1
609,E01000623,Brent 005C,192113.5624,1772,19.13,398500,7.75,387,42419.15,238.0933,119.04665,2,0.001239336,0.134364165,6,18,4,1,0,5,2,32,13,23,104,1
610,E01000624,Brent 005D,263802.5,1690,26.37,304000,5.76,365,37933.91,36097.4114,9024.35285,4,0.136834986,21.35941503,6,19,8,1,0,0,0,5,13,24,76,1
611,E01000625,Brent 009E,269096.2522,1504,26.76,250000,7.18,345,40571.5,20426.9359,20426.9359,1,0.075909403,13.5817393,5,17,4,0,2,4,2,11,20,38,103,1
612,E01000626,Brent 010E,202819.8121,1500,20.74,261250,14.08,202,28123.09,37664.0155,7532.8031,5,0.185701856,25.10934367,15,16,15,4,1,16,7,5,13,64,156,1
613,E01000627,Brent 014E,225326.9851,1900,22.07,249000,11.51,308,29422.92,628.2849,314.14245,2,0.002788325,0.330676263,21,26,9,2,2,19,8,88,41,78,294,1
614,E01000628,Brent 014F,350247.2026,1891,35.25,350000,10.95,374,30690.52,540.6782,270.3391,2,0.001543705,0.28592184,19,28,13,3,3,15,42,28,26,67,244,1
615,E01000629,Brent 005E,179120.5029,1911,18.31,298000,6.71,381,36026.35,1442.471,721.2355,2,0.008053076,0.754825222,8,14,4,2,2,1,1,4,29,19,84,1
616,E01000630,Brent 026E,285593.4836,2254,28.61,250000,9.57,536,30213.03,36576.2157,36576.2157,1,0.128070904,16.22724743,13,32,14,5,1,22,24,190,19,90,410,1
617,E01000631,Brent 019C,253223.2192,1882,25.29,262500,5.58,490,36972.63,38194.2707,38194.2707,1,0.150832419,20.29451153,18,13,33,1,2,27,2,21,6,56,179,1
618,E01000632,Brent 029E,285137.5292,2087,28.47,237000,6.59,449,34509.34,68214.4194,68214.4194,1,0.239233396,32.68539502,17,15,19,3,4,11,16,46,7,65,203,1
619,E01000633,Brent 019D,166548.7244,1970,16.46,310000,7.04,510,32644.3,0,0,0,0,0,18,16,14,0,4,21,17,52,8,82,232,1
620,E01000634,Brent 019E,167859.3726,2343,16.86,230500,7.92,515,32570.7,46.4247,46.4247,1,0.000276569,0.019814213,19,20,7,2,1,4,11,17,12,60,153,1
621,E01000635,Brent 020D,230997.4239,2415,23.25,245000,9.14,603,31399.39,10041.3992,10041.3992,1,0.043469745,4.157929275,46,22,16,3,9,44,39,309,36,197,721,1
622,E01000636,Brent 020E,213823.0987,1776,21.31,249950,6.89,386,32679.5,30476.9387,30476.9387,1,0.142533425,17.16043846,12,7,9,1,4,7,14,35,19,58,166,1
623,E01000637,Brent 022B,71032.50036,1675,7.19,245000,9.11,471,33393.44,0,0,0,0,0,18,12,9,2,0,6,4,9,12,43,115,1
624,E01000638,Brent 024A,288828.8868,1939,29.38,217000,11.28,374,29036.25,80455.2749,20113.81873,4,0.278556885,41.49317942,16,16,11,7,0,24,11,46,22,79,232,1
625,E01000639,Brent 022C,96809.75248,1757,9.66,289950,7.52,664,38831.03,0,0,0,0,0,5,15,5,1,1,0,4,10,20,18,79,1
626,E01000640,Brent 024B,126348.4106,2123,12.33,240000,9.13,470,29310.27,0,0,0,0,0,16,25,14,6,2,27,12,55,22,97,276,1
627,E01000641,Brent 024C,109169.0812,1945,10.79,215000,8.56,448,30988.56,0,0,0,0,0,6,16,31,7,1,5,5,12,21,31,135,1
628,E01000642,Brent 022D,158711.8427,2054,15.91,249000,7.48,772,35512.88,47.5091,47.5091,1,0.000299342,0.023130039,38,33,18,4,1,37,13,102,27,93,366,1
629,E01000643,Brent 024D,573936.3033,2146,57.14,278000,10.86,434,30269.78,304235.638,60847.1276,5,0.530086068,141.7687036,29,23,20,3,3,31,31,60,28,105,333,1
630,E01000644,Brent 022E,120420.1697,1948,12.32,312500,7.49,566,35058.42,0,0,0,0,0,7,17,8,4,1,21,8,29,25,59,179,1
631,E01000645,Bromley 007A,778711.8513,1375,78.04,596000,3.16,549,83325,0,0,0,0,0,1,10,1,1,0,2,1,10,16,5,47,2
632,E01000646,Bromley 016A,352751.632,1641,35.22,232500,3.61,571,55415.56,1390.1793,1390.1793,1,0.003940958,0.847153748,5,15,4,0,1,6,0,60,23,16,130,2
633,E01000647,Bromley 016B,253494.3632,1609,25.19,247497.5,4.06,440,52320.66,12540.4453,12540.4453,1,0.049470312,7.793937415,13,6,0,1,0,3,0,6,7,21,57,1
634,E01000648,Bromley 016C,381686.552,1744,37.91,285000,3.99,520,58255.33,0,0,0,0,0,8,9,2,0,0,4,2,42,13,18,98,2
635,E01000649,Bromley 007B,848097.0513,1981,85.4,462500,3.6,739,70683.34,0,0,0,0,0,6,12,2,1,0,2,0,9,21,23,76,2
636,E01000650,Bromley 022A,884439.7703,1911,88.59,575000,4.23,684,69982.47,123368.3109,123368.3109,1,0.139487521,64.55693925,10,17,3,0,0,7,3,4,14,12,70,2
637,E01000651,Bromley 020A,286367.3042,1628,29.05,276475,3.78,498,59920.32,12654.1009,12654.1009,1,0.044188358,7.772789251,5,10,3,0,1,1,1,2,16,14,53,2
638,E01000652,Bromley 022B,586364.1289,1625,57.75,388750,2.64,443,58310.67,76734.863,76734.863,1,0.130865548,47.22145415,5,16,5,2,2,5,3,6,10,17,71,2
639,E01000653,Bromley 016D,497993.0985,1584,49.73,507500,4.2,523,68002.47,0,0,0,0,0,8,20,1,0,0,2,0,12,12,16,71,2
640,E01000654,Bromley 039A,1056008.434,1273,105.99,229125,4.59,219,46197.2,0,0,0,0,0,5,2,0,0,0,3,0,1,12,10,33,1
641,E01000655,Bromley 039B,376098.8175,1323,38.06,232000,4.37,220,46072.26,0,0,0,0,0,7,0,1,1,0,1,0,4,8,22,44,1
642,E01000656,Bromley 039C,3407990.054,1400,340.47,248000,3.9,288,52031.99,221633.9566,73877.98553,3,0.065033628,158.309969,6,5,1,4,1,6,4,5,14,22,68,1
643,E01000657,Bromley 039D,308826.3221,1587,30.76,205000,4.34,286,43155.07,45300.5891,15100.19637,3,0.146686295,28.54479464,6,8,2,0,0,6,0,44,26,30,122,1
644,E01000658,Bromley 042A,2166297.184,1358,216.6,292500,4.42,264,46773.43,26706.9689,6676.742225,4,0.012328396,19.66639831,4,2,1,2,0,0,0,7,9,13,38,1
645,E01000659,Bromley 039E,509210.7691,1462,50.92,247499.5,3.72,239,47089.05,0,0,0,0,0,2,6,1,0,0,2,1,4,5,16,37,1
646,E01000661,Bromley 026A,936290.2733,1594,93.79,352495,11.3,219,32535.07,79056.6452,26352.21507,3,0.084436042,49.59638971,13,24,4,5,5,17,4,14,15,94,195,1
647,E01000662,Bromley 026B,519909.4168,1741,52.37,259000,7.67,338,42066.51,75690.8611,12615.14352,6,0.145584709,43.47550896,5,11,2,3,2,8,0,14,12,30,87,1
648,E01000663,Bromley 026C,313615.4887,1627,31.93,257000,6.03,305,41002.7,29181.5145,5836.3029,5,0.093048703,17.93578027,8,5,2,2,0,5,0,5,14,39,80,1
649,E01000664,Bromley 026D,802660.1468,1610,79.22,272500,7.46,284,41163.43,166389.1075,33277.8215,5,0.207297084,103.3472717,15,6,1,1,0,4,2,10,17,36,92,1
650,E01000665,Bromley 033A,837970.6715,1815,83.37,320000,4.46,394,45998.88,33920.4702,6784.09404,5,0.040479305,18.6889643,7,11,4,1,0,7,0,12,18,17,77,1
651,E01000666,Bromley 033B,2973913.919,1814,298.23,435000,4.02,541,67884.79,414287.2017,51785.90021,8,0.139307059,228.3832424,12,16,3,3,3,18,1,18,12,34,120,2
652,E01000667,Bromley 033C,1060584.745,1620,105.7,925000,3.51,413,71762.61,60771.018,30385.509,2,0.05729954,37.51297407,4,19,2,0,0,3,1,6,8,20,63,2
653,E01000668,Bromley 020B,699742.9923,1620,70.17,287500,3.87,446,46510.45,164098.8568,54699.61893,3,0.234513041,101.2955906,21,11,9,4,7,17,2,26,15,49,161,1
654,E01000669,Bromley 020C,172327.854,1672,17.32,250000,5.65,445,46188.37,0,0,0,0,0,2,9,3,2,1,4,0,6,12,28,67,1
655,E01000670,Bromley 018A,485023.0018,1932,48.4,468000,5.03,793,65475.84,0,0,0,0,0,10,7,5,0,1,6,1,14,20,26,90,2
656,E01000671,Bromley 020D,346367.7688,1744,34.29,248750,4.51,502,45515.08,0,0,0,0,0,27,15,4,1,3,10,1,13,13,73,160,1
657,E01000672,Bromley 011A,328871.4426,1520,32.7,265000,2.98,500,58589.42,29095.1498,29095.1498,1,0.088469675,19.14154592,4,14,1,0,0,1,3,66,40,13,142,2
658,E01000673,Bromley 011B,474272.7649,1571,47.74,292500,4.14,501,56747.66,37403.5298,12467.84327,3,0.078865017,23.80873953,6,24,1,0,0,2,0,4,43,10,90,2
659,E01000674,Bromley 008A,199970.4322,1564,20.14,230750,4.06,521,46832.78,0,0,0,0,0,8,21,3,4,2,7,3,11,23,26,108,1
660,E01000675,Bromley 018B,576908.8555,1624,57.66,397500,4.54,592,56589.63,14709.6224,7354.8112,2,0.025497307,9.057649261,76,20,73,18,24,104,32,870,30,221,1468,2
661,E01000676,Bromley 008B,326476.0097,1735,33.2,199975,7.61,595,42145.59,29394.2898,7348.57245,4,0.090035068,16.94195378,38,19,29,4,13,71,34,256,35,153,652,1
662,E01000677,Bromley 018C,384067.0632,1769,38.16,250000,5.9,617,50107.06,122758.6669,24551.73338,5,0.319628207,69.39438491,11,15,28,4,3,12,24,192,10,54,353,1
663,E01000678,Bromley 016E,297025.3555,1707,29.92,344000,4.59,524,55949.4,0,0,0,0,0,6,6,1,0,1,4,1,7,9,18,53,2
664,E01000679,Bromley 020E,292181.4707,1660,29.53,250000,4.25,417,50399.82,37102.6578,37102.6578,1,0.126984979,22.35099867,6,8,4,1,3,4,1,6,9,27,69,1
665,E01000680,Bromley 037A,8253727.197,1609,824.91,490000,2.88,479,64653.91,314080.076,34897.78622,9,0.038053121,195.202036,6,35,1,3,0,3,1,31,20,19,119,2
666,E01000681,Bromley 035A,314355.9507,1705,31.41,260000,3.25,420,57589.86,7110.3398,7110.3398,1,0.022618754,4.170287273,4,8,0,0,0,0,0,0,9,3,24,2
667,E01000682,Bromley 035B,287175.8203,1524,27.83,250000,3.24,387,54066.93,4245.3384,1415.1128,3,0.014783064,2.785655118,2,10,0,0,0,0,2,12,7,4,37,1
668,E01000683,Bromley 035C,255847.7105,1592,26.04,230000,4.2,431,47720.73,7959.4336,7959.4336,1,0.031110044,4.999644221,7,9,0,1,0,3,0,6,7,14,47,1
669,E01000684,Bromley 035D,409402.6657,2036,40.21,323500,3.36,576,64694.09,23602.5692,7867.523067,3,0.057651235,11.59261749,1,12,0,0,0,2,0,2,8,14,39,2
670,E01000685,Bromley 037B,1104672.529,1565,111.09,262500,5.1,343,45757.64,115240.2536,19206.70893,6,0.104320738,73.63594479,6,16,0,1,1,2,2,5,16,17,66,1
671,E01000686,Bromley 037C,443730.0217,1508,44.12,410000,2.74,402,55345.27,80369.4709,26789.82363,3,0.181122455,53.29540511,5,16,0,0,1,2,1,5,13,17,60,2
672,E01000687,Bromley 037D,574403.8684,1603,58.57,297997.5,4.12,418,56160.47,27378.93,27378.93,1,0.047664947,17.07980661,10,16,0,0,0,6,1,40,8,18,99,2
673,E01000688,Bromley 037E,923542.3581,1365,91.99,652500,2.95,428,68108.09,5075.7892,1691.929733,3,0.005496,3.718526886,5,22,0,0,0,0,0,4,16,14,61,2
674,E01000689,Bromley 002A,1384487.949,1375,138.62,247950,5.45,298,42444.68,305350.2407,101783.4136,3,0.220551028,222.0729023,14,8,2,1,0,7,3,15,10,28,88,1
675,E01000690,Bromley 002B,332453.7948,1402,33.26,300000,3.77,398,58986.25,627.6185,627.6185,1,0.001887837,0.447659415,2,16,0,0,1,4,0,19,18,11,71,2
676,E01000691,Bromley 002C,243395.9239,1438,24.17,299950,4.82,324,43748.32,49114.4028,24557.2014,2,0.201788107,34.1546612,8,14,1,1,0,4,1,34,17,20,100,1
677,E01000692,Bromley 002D,352496.7727,1575,35.25,295000,3.73,463,52406.5,13481.6208,6740.8104,2,0.038246083,8.559759238,9,11,1,1,0,17,0,39,12,30,120,2
678,E01000693,Bromley 010A,2668613.49,1609,266.53,417500,3.61,435,61731.09,1445161.696,206451.6708,7,0.54154028,898.1738322,12,24,6,1,2,15,9,171,35,41,316,2
679,E01000694,Bromley 007C,1024589.546,1627,100.87,508900,3.17,567,75794.97,285814.3025,71453.57563,4,0.278954927,175.669516,8,8,1,0,0,4,8,3,21,16,69,2
680,E01000695,Bromley 007D,755356.3081,1494,75.65,415000,2.75,500,68477.68,62653.164,12530.6328,5,0.082945179,41.93652209,6,11,3,1,1,3,3,6,14,12,60,2
681,E01000696,Bromley 007E,2042304.043,1514,205.88,525000,2.77,583,77786.6,450513.0482,90102.60964,5,0.220590587,297.564761,9,25,4,0,0,4,5,10,28,29,114,2
682,E01000697,Bromley 007F,511554.259,1615,51.85,295000,4.16,700,69933.05,44220.4199,22110.20995,2,0.086443264,27.38106495,6,8,6,0,0,8,1,6,18,17,70,2
683,E01000698,Bromley 010B,1132371.53,1182,112.84,660250,4.61,358,70308.53,590107.8654,118021.5731,5,0.521125664,499.245233,9,18,3,0,0,3,0,5,13,26,77,2
684,E01000699,Bromley 015A,136607.2039,1442,13.65,212250,9.71,408,39605.72,0,0,0,0,0,10,8,5,0,2,3,4,10,19,25,86,1
685,E01000700,Bromley 013A,200523.5585,1509,20.01,240000,4.7,483,45547.24,38482.6855,19241.34275,2,0.191911044,25.502111,2,7,4,0,1,4,1,8,15,18,60,1
686,E01000701,Bromley 015B,132306.3092,1327,13.38,250000,6.28,383,47908.57,0,0,0,0,0,2,6,0,0,0,3,0,1,14,21,47,1
687,E01000702,Bromley 013B,139094.8586,1321,13.84,275000,5.17,410,50603.46,0,0,0,0,0,0,9,2,1,0,0,0,3,16,18,49,1
688,E01000703,Bromley 013C,237162.653,1599,24.11,270000,4.55,605,56904.31,0,0,0,0,0,8,17,7,3,2,5,4,25,28,21,120,2
689,E01000704,Bromley 015C,330223.2518,1444,32.55,269000,5.57,346,44247.39,144216.7898,72108.3949,2,0.436725122,99.87312313,6,11,3,0,1,9,0,4,24,16,74,1
690,E01000705,Bromley 015D,150382.2057,1310,15.22,238000,7.66,368,43829.67,0,0,0,0,0,3,15,1,0,0,9,3,5,18,16,70,1
691,E01000706,Bromley 013D,297940.9581,1293,30.13,173750,4.68,324,42746.32,38522.2049,19261.10245,2,0.129294761,29.79288855,8,18,0,0,0,1,0,10,30,12,79,1
692,E01000707,Bromley 041A,155468.8293,1455,15.39,377500,3.41,535,67401.29,0,0,0,0,0,5,8,0,1,0,0,1,5,7,12,39,2
693,E01000708,Bromley 041B,236641.6044,1543,24.03,290000,4.16,422,50995.21,130.374,130.374,1,0.000550934,0.084493843,6,16,2,0,0,5,0,11,11,16,67,1
694,E01000709,Bromley 006A,251376.7584,1317,24.34,200000,5.73,500,45754.68,0,0,0,0,0,3,15,1,5,0,7,2,46,27,15,121,1
695,E01000710,Bromley 006B,545033.1413,1605,54.28,203500,3.83,684,55330.19,2678.3897,1339.19485,2,0.004914178,1.668778629,5,22,2,2,0,5,2,15,28,32,113,2
696,E01000711,Bromley 006C,278740.7713,1719,28.16,242975,3.99,734,54136.08,308.9087,308.9087,1,0.001108229,0.17970256,5,24,3,2,1,5,2,23,28,43,136,2
697,E01000712,Bromley 012A,358944.9245,1641,36,250000,2.57,695,60688.44,2259.2159,2259.2159,1,0.006294046,1.3767312,5,19,4,0,0,3,0,9,22,22,84,2
698,E01000713,Bromley 012B,418116.4869,1693,41.52,245500,4.04,699,58984.19,1908.4704,1908.4704,1,0.004564447,1.127271353,9,18,3,3,0,2,0,10,27,16,88,2
699,E01000714,Bromley 006D,327219.2498,1865,33.21,281000,5.67,753,50725.59,12206.294,6103.147,2,0.037303105,6.544929759,33,39,13,5,3,36,7,146,30,144,456,2
700,E01000715,Bromley 012C,303312.001,1657,30.08,278250,4.05,681,57969.14,0,0,0,0,0,8,22,0,1,1,1,1,9,22,14,79,2
701,E01000716,Bromley 011C,401552.548,1542,40.22,276000,3.91,583,63840.79,0,0,0,0,0,3,9,0,1,0,2,4,29,18,26,92,2
702,E01000717,Bromley 011D,309326.4079,1609,31.34,221500,4.07,636,52458.49,0,0,0,0,0,14,24,1,1,0,0,0,6,9,24,79,2
