FID,LSOA11CD,LSOA11NM,area,Census_Population_All_Ages,Population_Density,house_price,Unemployment_Rate,qualification4,Mean_Household_Income,sumarea,agvarea,count,Greenlandr,greratepre,Arson_and_Criminal_Damage,Burglary,Drug_Offences,Miscellaneous_Crimes_Against_Society,Possession_of_Weapons,Public_Order_Offences,Robbery,Theft,Vehicle_Offences,Violence_Against_the_Person,总计,分组
385,E01000390,Bexley 020F,538643.4308,1290,54.46,208000,3.92,225,47323.93,261089.1725,261089.1725,1,0.484716155,202.3947074,2,12,5,1,0,2,0,2,7,10,41,1
386,E01000391,Bexley 021E,468090.2136,1709,46.53,207000,5.22,230,38193.74,200075.4105,200075.4105,1,0.427429168,117.071627,3,4,2,0,1,4,0,5,10,25,54,1
387,E01000392,Bexley 016B,220719.2747,1646,22.09,210000,9.9,255,33021.45,0,0,0,0,0,22,14,3,4,1,16,8,90,24,53,235,1
388,E01000393,Bexley 020G,278644.0489,1581,27.62,221500,4.62,292,43654.67,50500.5308,25250.2654,2,0.18123671,31.94214472,5,2,3,0,1,4,1,56,11,31,114,1
389,E01000394,Bexley 015E,238684.1837,1458,23.7,237500,2.73,302,47995.6,0,0,0,0,0,3,9,2,1,0,1,1,19,11,27,74,1
390,E01000395,Bexley 018B,317257.2939,1428,32.12,299000,3.86,252,51039.59,3621.4094,1810.7047,2,0.01141474,2.53600098,10,3,4,3,0,1,2,48,12,19,102,1
391,E01000396,Bexley 018C,215474.8646,1399,21.91,237500,3.5,252,46773.38,0,0,0,0,0,3,10,3,0,0,3,0,1,10,6,36,1
392,E01000398,Bexley 029A,233020.8129,1599,23.37,195500,8.49,196,35062.21,2587.7353,1293.86765,2,0.011105168,1.618346029,3,8,4,1,0,2,1,8,10,21,58,1
393,E01000399,Bexley 029B,294646.6655,1554,29.16,240000,5.46,249,42347.84,14542.5234,14542.5234,1,0.049355805,9.358123166,4,6,5,2,0,4,1,8,12,19,61,1
394,E01000400,Bexley 029C,281635.5541,1547,28.19,221250,5.11,230,38706.58,144.1154,144.1154,1,0.000511709,0.093157983,5,14,2,0,0,2,2,12,18,28,83,1
395,E01000401,Bexley 013A,267918.8626,1647,26.98,198000,6.34,215,34655.3,0,0,0,0,0,8,5,4,2,0,7,5,10,12,42,95,1
396,E01000402,Bexley 005B,315858.3284,1536,31.19,210000,8.08,257,35911.01,118687.1644,23737.43288,5,0.375760756,77.27028932,14,3,6,1,2,4,2,9,18,20,79,1
397,E01000403,Bexley 004A,624924.9183,2108,62.63,195000,9.3,346,32832.16,83750.8204,16750.16408,5,0.134017412,39.7299907,34,39,72,4,9,50,24,252,61,132,677,1
398,E01000404,Bexley 004B,169282.4855,2234,17.01,128997.5,10.95,440,32158.84,16068.9458,2008.618225,8,0.094923853,7.192903223,49,21,9,3,4,11,11,16,23,89,236,1
399,E01000405,Bexley 004C,395018.3957,1410,38.75,158500,9.8,232,34961.25,31961.1107,4565.872957,7,0.080910436,22.6674544,8,12,7,2,2,8,4,11,18,44,116,1
400,E01000406,Bexley 005C,423508.3229,1649,42.87,145000,6.55,275,35249.51,64170.8802,64170.8802,1,0.151522123,38.91502741,13,16,7,2,0,13,3,12,17,45,128,1
401,E01000407,Bexley 005D,436264.4839,1480,43.25,161250,5.43,275,37670.83,0,0,0,0,0,10,14,3,1,1,3,1,22,13,17,85,1
402,E01000408,Bexley 004D,1084267.676,1636,108.78,159975,9.64,258,33608.27,93467.4124,11683.42655,8,0.086203264,57.13167017,20,16,3,8,0,7,6,29,37,43,169,1
403,E01000409,Bexley 016C,226038.4033,1649,22.66,225000,4.73,233,44641.86,0,0,0,0,0,5,14,0,0,1,2,0,1,6,5,34,1
404,E01000410,Bexley 018D,278476.7424,1568,27.26,219000,5.47,251,44513.94,0,0,0,0,0,4,7,1,2,0,4,0,9,12,15,54,1
405,E01000411,Bexley 016D,189555.5838,1398,19.11,234000,4.71,198,41949.6,0,0,0,0,0,1,9,1,5,0,2,0,5,12,7,42,1
406,E01000412,Bexley 018E,242019.5574,1678,24.53,225000,4.12,290,45237.47,0,0,0,0,0,14,6,2,1,0,4,0,1,14,16,58,1
407,E01000413,Bexley 018F,205579.8476,1301,20.69,214000,5.75,178,38872.58,0,0,0,0,0,12,13,6,0,1,5,0,21,9,21,88,1
408,E01000414,Bexley 016E,292438.3619,1708,29.45,189995,7.2,294,37631.86,0,0,0,0,0,15,19,5,3,2,17,8,95,16,57,237,1
409,E01000415,Bexley 016F,227025.2684,1498,22.85,294000,4.48,264,51272.95,0,0,0,0,0,4,7,0,2,0,0,1,6,9,12,41,1
410,E01000416,Bexley 002A,176518.9191,1547,17.85,166000,9.49,306,33674.17,7071.1745,7071.1745,1,0.040059018,4.570894958,28,8,15,3,3,14,4,35,29,61,200,1
411,E01000417,Bexley 006B,737263.9717,1639,74.53,247000,7.5,323,38058.01,457985.3346,457985.3346,1,0.62119587,279.4297343,12,16,4,1,2,9,0,17,34,27,122,1
412,E01000418,Bexley 002B,517421.721,1937,51.55,168500,6.89,380,34618.39,299360.1435,149680.0718,2,0.578561223,154.5483446,9,11,2,3,0,1,0,4,20,23,73,1
413,E01000419,Bexley 006C,267797.6472,1461,26.37,226250,4.2,208,43958.81,18662.999,18662.999,1,0.069690676,12.77412663,5,17,2,2,1,2,0,4,11,9,53,1
414,E01000420,Bexley 006D,273389.8257,1551,27.45,222500,3.35,256,44914.69,20252.7839,20252.7839,1,0.07408024,13.05788775,2,12,0,0,0,2,0,6,8,8,38,1
415,E01000421,Bexley 009D,283996.3395,1482,28.85,250000,3.19,232,45222.23,0,0,0,0,0,7,13,0,1,1,0,1,3,10,7,43,1
416,E01000422,Bexley 002C,105345.0657,1729,10.42,0,16.06,310,25887.88,13937.9731,13937.9731,1,0.132307793,8.061291556,11,8,1,0,0,9,5,8,18,27,87,1
417,E01000423,Bexley 025C,290226.7542,1638,28.32,304997.5,3.41,358,55947.79,0,0,0,0,0,5,9,0,0,0,1,2,3,9,6,35,2
418,E01000424,Bexley 026A,387898.3417,1693,38.56,203750,3.78,510,56227.34,17005.4621,17005.4621,1,0.043839997,10.04457301,2,9,1,0,0,6,2,15,18,9,62,2
419,E01000425,Bexley 025D,358781.1659,1752,36.69,312500,4.59,336,56523.59,0,0,0,0,0,1,11,0,0,0,2,0,7,13,3,37,1
420,E01000426,Bexley 026B,259120.1325,1675,25.61,223112.5,4.85,370,48859.6,896.8498,448.4249,2,0.003461135,0.535432716,6,3,3,0,2,4,2,6,20,19,65,1
421,E01000427,Bexley 026C,407262.8585,1932,40.72,210000,5.59,392,39953.21,86404.4537,28801.48457,3,0.212158933,44.72280212,19,6,0,1,0,3,1,6,13,20,69,1
422,E01000428,Bexley 027D,884199.8544,1752,89.29,202000,5.92,404,36887.14,166506.9096,41626.7274,4,0.188313659,95.03819041,26,13,4,3,0,3,3,24,63,59,198,1
423,E01000429,Bexley 008B,311660.9633,1639,31.01,99500,13.9,264,28508.66,2622.6307,2622.6307,1,0.008415012,1.600140757,27,9,10,3,0,6,0,8,33,42,138,1
424,E01000430,Bexley 008C,1507468.85,1782,151.01,170000,8.71,387,35759.32,796956.9283,159391.3857,5,0.528672237,447.2261102,7,12,8,3,0,5,0,13,36,46,130,1
425,E01000431,Bexley 008D,147161.4056,1672,14.65,165000,16.1,245,28038.37,4.124,4.124,1,2.80237E-05,0.002466507,18,13,18,3,1,3,2,8,15,60,141,1
426,E01000432,Bexley 008E,457274.1162,1673,46.1,167500,9.54,214,31901.18,22613.9803,22613.9803,1,0.049453882,13.51702349,20,13,7,1,0,21,7,32,20,62,183,1
427,E01000433,Bexley 008F,312492.4544,1810,31.1,171500,12.02,230,28835.63,39226.7942,9806.69855,4,0.125528772,21.67226199,19,8,17,3,1,12,9,26,22,53,170,1
428,E01000434,Bexley 008G,1555228.506,1584,154.76,145000,11.14,129,28180.98,171746.3856,28624.3976,6,0.110431609,108.4257485,12,6,4,2,2,8,2,9,7,44,96,1
429,E01000435,Bexley 010E,173106.2359,1406,17.53,162500,9.06,178,31741.03,98.8119,98.8119,1,0.000570817,0.070278734,8,5,1,1,0,2,2,50,16,29,114,1
430,E01000436,Bexley 011E,277138.9144,1685,27.71,250000,3.7,276,52192.51,0,0,0,0,0,5,6,2,2,1,2,1,2,11,7,39,1
431,E01000437,Bexley 007A,266576.5128,1322,26.62,220000,5.47,194,40959.02,93114.0931,31038.03103,3,0.349295938,70.43426104,7,7,14,0,0,4,1,3,8,30,74,1
432,E01000438,Bexley 007B,186221.9486,1599,18.31,180000,5.48,237,37491.83,17382.2789,8691.13945,2,0.09334173,10.87071851,13,10,1,1,1,2,1,6,15,35,85,1
433,E01000439,Bexley 007C,248572.8575,1368,25.22,181475,5.48,168,33858.42,7758.1634,7758.1634,1,0.031210823,5.671172076,16,9,19,1,0,16,1,32,16,29,139,1
434,E01000440,Bexley 007D,240171.5743,1413,24.17,238532,3.63,203,45794.84,0,0,0,0,0,5,8,1,1,1,1,0,4,4,14,39,1
435,E01000441,Bexley 007E,238265.7226,1598,23.55,166250,7.41,214,33798.11,0,0,0,0,0,9,10,7,0,2,7,3,17,11,53,119,1
436,E01000442,Bexley 006E,308784.5439,1613,30.74,241932.5,4.49,208,39638.18,48222.4163,24111.20815,2,0.156168491,29.89610434,5,9,0,0,0,1,0,1,14,8,38,1
437,E01000443,Bexley 024B,272588.971,1276,27.38,230000,5.44,195,41117.1,62272.3273,20757.44243,3,0.228447714,48.80276434,3,8,1,1,0,4,1,6,12,16,52,1
438,E01000444,Bexley 023B,1384185.782,1637,137.97,360000,4.13,403,65073.54,60986.8274,20328.94247,3,0.044059712,37.25523971,3,15,0,2,0,0,0,2,12,11,45,2
439,E01000445,Bexley 024C,591438.2726,1641,59.12,293000,3.32,323,53655.27,0,0,0,0,0,5,9,1,2,0,0,1,13,9,20,60,1
440,E01000446,Bexley 024D,275664.1233,1572,28.01,215000,2.82,264,46707.54,35602.2182,11867.40607,3,0.129150713,22.6477215,7,4,0,1,1,2,2,2,12,13,44,1
441,E01000447,Bexley 023C,989253.0039,1535,99.16,275000,4.44,372,49868.82,158620.3335,79310.16675,2,0.160343545,103.3357222,14,20,8,4,0,17,1,23,46,48,181,1
442,E01000448,Bexley 023D,460365.3037,1335,45.55,386250,3.6,343,65916.23,4102.8767,4102.8767,1,0.00891222,3.07331588,9,7,0,1,1,3,0,1,8,7,37,2
443,E01000449,Bexley 023E,454816.5875,1495,45.66,303250,2.94,422,63112.91,15707.1514,15707.1514,1,0.034535133,10.50645579,6,11,1,1,0,2,0,13,11,13,58,2
444,E01000450,Bexley 009E,228991.4911,1832,22.92,212500,6.67,264,37551.11,756.4481,378.22405,2,0.00330339,0.412908352,15,8,3,1,0,3,5,9,15,35,94,1
445,E01000451,Bexley 009F,207863.6441,1699,20.83,191000,5.16,257,44202.29,9909.4954,4954.7477,2,0.047673057,5.832545851,7,6,4,0,1,2,0,4,8,32,64,1
446,E01000452,Bexley 009G,161317.3635,1428,15.93,221250,4.26,209,46724.32,0,0,0,0,0,2,5,0,1,0,1,0,0,11,14,34,1
447,E01000453,Bexley 013B,209228.136,1472,21.03,221500,4.43,195,45063.29,0,0,0,0,0,3,12,0,0,0,2,1,1,18,8,45,1
448,E01000454,Bexley 013C,203534.2779,1572,20.53,210000,4.76,229,35957.16,7985.0269,7985.0269,1,0.039231853,5.079533651,6,15,6,2,1,2,1,7,13,36,89,1
449,E01000455,Bexley 013D,262220.5944,1705,26.3,235000,4.11,288,45778.26,0,0,0,0,0,4,20,4,0,0,2,2,5,10,25,72,1
450,E01000456,Bexley 013E,168957.9737,1427,16.88,220000,3.94,213,44410.13,0,0,0,0,0,2,11,0,1,0,4,0,1,16,5,40,1
451,E01000457,Bexley 026D,299650.9533,1783,29.77,170000,5.09,429,42550.11,21267.0112,10633.5056,2,0.070972613,11.92765631,17,29,14,2,3,16,6,97,26,65,275,1
452,E01000458,Bexley 027E,334414.3539,1462,33.84,290000,3.27,411,58496.42,71317.6369,71317.6369,1,0.213261291,48.78087339,9,11,2,1,0,0,5,5,15,12,60,2
453,E01000459,Bexley 027F,316464.9227,1687,31.01,197500,5.45,390,42908.43,113.8406,113.8406,1,0.000359726,0.067481091,8,12,3,1,0,9,0,10,12,24,79,1
454,E01000460,Bexley 022E,509271.8568,1353,51.61,355000,3.54,347,66601.16,11924.2559,3974.751967,3,0.023414323,8.813197265,3,13,5,0,0,1,0,3,16,12,53,2
455,E01000461,Bexley 024E,548290.7839,1662,54.11,350000,2.89,347,55590.37,131736.8456,43912.28187,3,0.240268211,79.26404669,8,16,1,2,1,1,0,6,14,12,61,2
456,E01000462,Bexley 026E,462829.6212,1643,46.3,184500,3.68,314,40640.78,52214.4322,10442.88644,5,0.112815667,31.77993439,13,10,5,4,1,7,3,54,24,58,179,1
457,E01000463,Bexley 025E,235264.0744,1254,23.59,270000,3.65,249,52089.61,36464.6666,18232.3333,2,0.154994623,29.0786815,0,5,1,0,1,1,0,2,10,3,23,1
458,E01000464,Bexley 002D,145821.6489,1443,14.54,110000,11.91,258,27523.57,0,0,0,0,0,9,5,1,1,0,9,6,8,19,30,88,1
459,E01000465,Bexley 002E,265402.8648,1542,26.84,82000,15.35,268,28069.56,0,0,0,0,0,22,5,2,1,0,5,0,9,25,38,107,1
460,E01000466,Bexley 001A,2363581.613,1655,236.02,90500,14.16,326,30312.26,200041.3409,25005.16761,8,0.084634835,120.8709008,13,3,9,4,1,8,0,14,39,37,128,1
461,E01000467,Bexley 001B,174767.7843,1634,17.18,115250,11.92,373,33525.54,23297.1302,2117.920927,11,0.133303345,14.25772962,11,10,2,0,0,5,4,7,22,30,91,1
462,E01000468,Bexley 001C,290597.9705,2723,29.33,166500,8.44,642,36542.17,33529.2174,6705.84348,5,0.115380081,12.31333728,14,12,3,1,1,4,2,15,17,54,123,1
463,E01000469,Bexley 001D,379978.216,1654,37.96,147000,10.29,388,35289.17,168370.7547,168370.7547,1,0.443106335,101.7961032,6,8,6,0,0,2,0,7,9,43,81,1
464,E01000470,Bexley 002F,356582.2106,1443,36.09,119500,14.29,227,26046.58,154238.6302,77119.3151,2,0.432547182,106.8874776,17,7,11,2,2,14,5,11,25,43,137,1
465,E01000471,Brent 026A,139402.4595,1638,13.9,249000,6.31,287,33942.37,3564.9136,3564.9136,1,0.025572817,2.176381929,5,5,6,3,1,2,1,2,10,22,57,1
466,E01000472,Brent 029A,429602.2591,1346,43.28,206000,6.72,437,34874.7,96228.9129,48114.45645,2,0.22399536,71.49250587,15,7,7,3,0,12,3,96,31,61,235,1
467,E01000473,Brent 029B,173637.3482,1883,17.36,198000,6.96,427,31900.5,4960.731,2480.3655,2,0.028569493,2.63448274,18,14,17,1,6,10,12,44,13,78,213,1
468,E01000474,Brent 026B,196277.1282,1999,19.65,223000,7.04,363,31827.02,0,0,0,0,0,3,12,0,2,0,3,4,3,5,27,59,1
469,E01000475,Brent 029C,312806.9515,1976,31.22,250000,7.43,475,33391.78,46573.1093,15524.36977,3,0.148887706,23.5693873,11,15,14,2,0,12,1,47,22,57,181,1
470,E01000476,Brent 026C,227796.4535,1618,22.72,270000,7.08,310,34017.11,11304.7214,11304.7214,1,0.049626415,6.986848826,2,18,1,0,0,2,7,6,8,26,70,1
471,E01000477,Brent 026D,379219.1182,1916,38.51,270000,7.06,336,30230.99,37241.3769,12413.7923,3,0.098205431,19.43704431,17,15,6,1,1,5,9,16,21,40,131,1
472,E01000478,Brent 029D,192198.5357,1641,19.21,281500,5.91,335,33462.21,11530.4052,11530.4052,1,0.059992159,7.026450457,13,11,6,4,2,3,0,4,12,35,90,1
473,E01000479,Brent 009A,310209.8506,1659,31.41,550000,6.01,548,58833.42,1197.5,1197.5,1,0.00386029,0.721820374,4,18,3,0,1,2,1,8,17,28,82,2
474,E01000480,Brent 006A,296300.5318,1749,29.79,460000,5.3,621,60922.05,4571.5875,4571.5875,1,0.015428887,2.613829331,4,18,7,1,0,3,2,5,22,18,80,2
475,E01000481,Brent 009B,257902.3356,1538,25.44,215000,11.04,473,34915.32,51932.8881,12983.22203,4,0.20136649,33.76650722,7,11,8,2,1,4,2,9,7,17,68,1
476,E01000482,Brent 009C,343757.6668,2886,34.2,243500,9.72,658,30801.84,16369.6781,8184.83905,2,0.04761982,5.672099134,19,20,42,5,11,41,31,145,32,112,458,1
477,E01000483,Brent 009D,223724.2661,1745,22.57,180000,13.37,330,29056.78,55792.5616,11158.51232,5,0.249380912,31.97281467,13,7,8,4,4,11,8,92,15,43,205,1
478,E01000484,Brent 006B,304747.0879,1228,31.17,244000,9.93,239,32662.09,35675.9383,11891.97943,3,0.117067364,29.05206702,9,10,6,1,1,5,5,10,14,34,95,1
479,E01000485,Brent 006C,175967.673,1375,17.76,270000,7.05,319,36130.49,787.5426,262.5142,3,0.004475496,0.572758255,7,5,1,2,1,6,2,4,9,16,53,1
480,E01000486,Brent 006D,746736.9303,1702,74.44,365000,7.34,542,50607.94,457608.7787,228804.3894,2,0.612811233,268.8653224,1,14,2,0,0,2,4,5,12,17,57,1
481,E01000487,Brent 006E,307041.5801,1890,30.7,298750,7.24,599,41411.87,467.5952,467.5952,1,0.001522905,0.247404868,9,32,11,3,4,11,1,17,20,43,151,1
482,E01000488,Brent 022A,161287.7669,1576,16.26,797500,6.56,463,43243.11,0,0,0,0,0,9,12,2,2,0,2,6,9,23,34,99,2
483,E01000489,Brent 030A,319713.3809,1581,31.94,311250,4.76,551,51728.62,13500.4015,6750.20075,2,0.042226576,8.539153384,8,29,3,1,0,16,4,25,22,34,142,2
484,E01000490,Brent 023A,132617.7274,1606,13.21,366250,5.47,776,48244.02,0,0,0,0,0,13,50,4,3,4,13,12,124,33,49,305,2
485,E01000491,Brent 030B,366171.2446,1996,37.18,375000,6.42,670,51517.11,13732.6916,13732.6916,1,0.037503468,6.880106012,9,28,6,5,3,7,7,17,30,27,139,2
486,E01000492,Brent 030C,161302.7841,1315,15.82,692500,5.79,452,58310.12,386.16,193.08,2,0.002394007,0.293657795,3,9,1,1,0,4,1,12,23,23,77,2
487,E01000493,Brent 030D,183667.9148,1637,18.72,580000,7.59,575,56940.97,546.7522,546.7522,1,0.002976852,0.333996457,6,19,0,0,0,2,1,5,13,18,64,2
488,E01000494,Brent 023B,220563.7701,1738,21.92,266000,9.62,736,48663.26,0,0,0,0,0,6,32,3,1,1,7,2,21,24,26,123,1
489,E01000495,Brent 023C,175151.1254,1574,17.19,330761.5,7.29,650,39404.45,0,0,0,0,0,10,12,12,1,1,7,7,76,26,38,190,1
490,E01000497,Brent 011A,304965.0912,1756,30.19,300000,9.37,399,35768,0,0,0,0,0,16,25,6,3,0,16,9,60,44,47,226,1
491,E01000498,Brent 010B,287198.4313,1680,28.46,305000,9.79,247,31037.84,129899.3579,43299.78597,3,0.452298285,77.32104637,23,19,6,1,2,8,10,21,29,75,194,1
492,E01000499,Brent 011B,523723.0014,1732,52.78,332000,10.22,330,31487.16,73154.4774,36577.2387,2,0.13968162,42.23699619,13,27,9,2,4,8,5,43,41,43,195,1
493,E01000501,Brent 011C,158234.9902,1874,16.06,228000,11.18,355,31198.89,0,0,0,0,0,9,17,4,1,1,6,7,13,24,38,120,1
494,E01000502,Brent 011D,372256.4033,1393,37.64,240000,7.82,280,35838.28,156558.9367,156558.9367,1,0.420567478,112.3897607,11,18,10,3,4,10,10,11,28,55,160,1
495,E01000503,Brent 011E,403596.6454,1968,40.53,401500,8.05,441,35940.79,160111.8382,160111.8382,1,0.39671251,81.35764136,14,21,2,0,2,11,7,13,51,44,165,1
496,E01000504,Brent 018A,147773.7837,1676,14.51,328750,5.15,623,44936.08,0,0,0,0,0,9,14,0,0,0,12,8,19,26,31,119,2
497,E01000505,Brent 018B,156555.7672,1660,15.65,555000,9.23,464,41969.46,1277.6741,1277.6741,1,0.008161144,0.769683193,5,8,4,1,0,6,2,5,20,33,84,1
498,E01000506,Brent 014A,297375.9031,1671,29.39,235000,11.59,366,28875.79,2982.8797,1491.43985,2,0.010030671,1.785086595,15,17,19,3,3,15,5,94,21,61,253,1
499,E01000507,Brent 018C,238141.7976,1634,23.12,380000,7.99,484,41945.68,75302.2553,75302.2553,1,0.316207638,46.08461157,5,14,8,0,0,1,9,6,20,25,88,1
500,E01000508,Brent 025A,230267.1719,1961,22.88,206000,14.35,282,27275.64,32347.3984,6469.47968,5,0.140477681,16.49535869,13,18,27,3,2,27,4,34,31,82,241,1
501,E01000509,Brent 014B,128815.695,1453,12.97,326000,9.64,268,31847.07,0,0,0,0,0,18,17,2,0,0,6,9,13,32,36,133,1
502,E01000510,Brent 014C,179113.0422,1673,17.59,229000,7.06,327,33054.06,162.4941,81.24705,2,0.000907215,0.097127376,58,21,20,3,4,29,36,89,32,114,406,1
503,E01000511,Brent 014D,165202.2261,1629,16.84,447000,8.5,375,35767.02,3905.215,1952.6075,2,0.023638997,2.397308165,12,23,12,3,4,5,7,8,23,38,135,1
504,E01000512,Brent 018D,153233.8757,1702,15.21,480000,6.97,611,45660.42,232.1017,232.1017,1,0.001514689,0.136369976,2,16,4,0,2,2,9,11,25,15,86,2
505,E01000513,Brent 002A,168340.635,1693,16.8,334000,5.14,367,44207.56,2363.4523,2363.4523,1,0.014039702,1.396014353,3,11,3,0,0,2,4,11,15,12,61,1
506,E01000514,Brent 002B,157972.4663,1512,15.69,275000,5.59,352,41699.77,333.6243,333.6243,1,0.002111914,0.220650992,3,13,2,0,0,3,2,2,18,16,59,1
507,E01000515,Brent 003A,379988.3641,1702,38.22,190000,11.26,349,32237.29,123430.719,41143.573,3,0.324827628,72.52098649,16,22,5,3,3,16,10,17,20,67,179,1
508,E01000516,Brent 002C,247690.7085,1707,24.6,281000,5.93,355,37415.27,0,0,0,0,0,18,19,8,9,3,8,4,38,31,73,211,1
509,E01000517,Brent 003B,228551.9737,1609,22.94,410000,5.54,478,48886.26,8807.8624,8807.8624,1,0.038537678,5.474122063,9,11,8,0,0,9,1,24,11,37,110,1
510,E01000518,Brent 005A,506151.012,1662,50.03,338000,8.58,352,37884.51,240728.3315,34389.76164,7,0.47560575,144.8425581,6,13,0,2,1,2,0,11,17,33,85,1
511,E01000519,Brent 005B,732380.4334,1923,73.29,282500,7.49,444,34955.77,482927.4669,241463.7335,2,0.659394278,251.1323281,9,14,3,0,2,9,2,9,19,26,93,1
512,E01000520,Brent 002D,242502.9927,1637,24.27,189000,8.27,387,36904.93,5930.6509,5930.6509,1,0.024455991,3.622877764,7,17,2,2,2,2,4,9,21,30,96,1
513,E01000521,Brent 025B,143875.0641,2179,14.1,223000,16.11,333,25694.82,0,0,0,0,0,25,23,48,10,13,26,17,55,31,129,377,1
514,E01000522,Brent 025C,145295.0816,1923,14.39,218000,11.24,302,30440.33,17606.0159,17606.0159,1,0.121174204,9.155494488,10,9,7,1,0,9,5,9,30,46,126,1
515,E01000523,Brent 031A,137463.1454,2610,14,249975,11.14,430,29898.96,2385.2492,2385.2492,1,0.017351918,0.913888582,27,26,40,2,5,34,18,35,42,126,355,1
516,E01000524,Brent 031B,155148.0216,2514,15.75,207500,12.99,439,26866.98,0,0,0,0,0,41,35,26,3,6,41,18,190,42,169,571,1
517,E01000525,Brent 031C,159785.4191,1986,15.61,210000,13.09,337,29247.1,2185.7472,2185.7472,1,0.013679266,1.100577644,14,14,35,1,0,9,9,29,22,57,190,1
518,E01000526,Brent 025D,139588.1737,2279,13.86,216500,14.2,302,27423.4,1604.5324,802.2662,2,0.011494759,0.704051075,18,10,36,3,6,14,12,21,24,83,227,1
519,E01000527,Brent 025E,127697.9186,2178,12.64,226500,12,349,28049.84,0,0,0,0,0,20,21,17,2,2,13,8,18,26,63,190,1
520,E01000528,Brent 025F,107552.1103,1493,11.12,245750,16.89,237,27562.37,0,0,0,0,0,4,10,10,4,2,8,5,9,16,27,95,1
521,E01000530,Brent 033A,177358.0106,1824,17.58,380000,5.25,643,49508.9,138.0118,138.0118,1,0.000778154,0.075664364,6,12,3,0,0,3,1,17,31,32,105,2
522,E01000531,Brent 033B,106828.4916,2077,10.76,346000,7.8,648,35742.2,0,0,0,0,0,13,25,4,1,0,9,5,30,19,38,144,1
523,E01000532,Brent 033C,103475.6931,1630,10.27,435000,7.23,603,42217.77,5740.8344,2870.4172,2,0.055480028,3.521984294,8,18,18,0,0,9,5,28,18,55,159,1
524,E01000533,Brent 031E,184777.3149,2259,18.67,210000,11.49,429,30353.89,1212.0289,1212.0289,1,0.006559403,0.536533378,19,32,37,1,3,31,29,52,35,156,395,1
525,E01000534,Brent 033D,153529.1214,1775,15.36,345000,7.35,541,45542.52,0,0,0,0,0,2,12,3,0,0,4,1,12,24,25,83,1
526,E01000535,Brent 031F,190266.1684,2170,18.8,320000,9.43,591,35395.69,783.1231,783.1231,1,0.004115935,0.360886221,9,17,15,3,1,13,5,14,46,65,188,1
527,E01000536,Brent 004A,335921.8883,1573,33.35,530000,6.52,594,61985.04,0,0,0,0,0,11,12,4,1,2,7,3,48,26,30,144,2
528,E01000538,Brent 004B,396639.124,1582,39.86,515000,4.58,553,67833.15,77764.5677,25921.52257,3,0.196058742,49.15585822,1,12,7,0,0,0,2,6,22,13,63,2
529,E01000539,Brent 004C,282026.8943,1541,28.44,390000,5.54,552,57111.85,50153.8089,16717.9363,3,0.177833426,32.54627443,2,17,3,1,0,0,1,8,14,18,64,2
530,E01000540,Brent 004D,377977.3592,1496,37.55,300000,5.95,588,64158.8,53895.5177,53895.5177,1,0.142589275,36.02641557,5,11,1,2,1,3,0,8,12,20,63,2
531,E01000541,Brent 004E,241066.5713,1406,24.35,330000,4.17,467,49874.61,49605.331,16535.11033,3,0.205774408,35.28117425,15,9,7,1,1,3,4,10,20,30,100,1
532,E01000543,Brent 003E,195574.6003,1596,19.61,325000,7.79,493,44297.91,0,0,0,0,0,11,9,15,4,0,13,20,50,17,42,181,1
533,E01000544,Brent 034A,72646.4772,1777,7.21,243000,11.64,432,28760.14,5117.2162,5117.2162,1,0.070439977,2.879693979,8,15,3,1,3,2,3,8,9,46,98,1
534,E01000545,Brent 028A,115149.4881,1809,11.59,366475,6.98,784,41886.93,0,0,0,0,0,13,35,9,2,6,26,25,71,32,75,294,2
535,E01000546,Brent 028B,95394.10935,1645,9.5,353800,5.17,705,46400.68,149.7012,149.7012,1,0.001569292,0.091003769,9,16,4,1,1,13,6,27,23,37,137,2
536,E01000547,Brent 028C,76540.0128,1780,7.58,295000,7.64,668,43947.77,0,0,0,0,0,10,22,1,2,1,2,8,11,23,22,102,1
537,E01000548,Brent 028D,107243.4759,2044,10.82,320500,7.32,798,35517.94,0,0,0,0,0,22,27,6,2,3,33,22,126,20,88,349,1
538,E01000549,Brent 028E,111930.9462,1936,11.12,430000,4.75,915,56874.23,0,0,0,0,0,7,27,6,1,0,4,6,11,32,22,116,2
539,E01000550,Brent 034B,143391.0626,1966,14.24,327500,11.39,567,33479.87,3154.5175,1577.25875,2,0.021999401,1.60453586,14,23,12,1,4,7,17,31,23,51,183,1
540,E01000551,Brent 034C,136210.7544,2215,13.67,245000,17.66,386,26833.41,7109.5676,1421.91352,5,0.052195347,3.209737065,16,13,19,3,6,17,7,20,20,48,169,1
541,E01000552,Brent 034D,87812.29378,1817,8.67,339250,18.22,267,26213.27,6028.1068,3014.0534,2,0.068647641,3.31761519,4,4,5,3,2,7,7,13,14,54,113,1
542,E01000553,Brent 015A,143593.745,2100,14.23,285000,7.48,546,33386.05,0,0,0,0,0,15,23,9,2,1,11,6,46,33,65,211,1
543,E01000554,Brent 015B,214178.6474,1857,21.67,290000,7.1,514,34874.46,26717.5101,13358.75505,2,0.124744042,14.38745832,8,17,7,2,0,7,4,3,22,32,102,1
