FID,LSOA11CD,LSOA11NM,area,Census_Population_All_Ages,Population_Density,,house_price,Unemployment_Rate,qualification4,Mean_Household_Income,sumarea,agvarea,lnavgarea,count,greenratio,greenratio_sta,greratepre,Arson_and_Criminal_Damage,Burglary,Drug_Offences,Miscellaneous_Crimes_Against_Society,Possession_of_Weapons,Public_Order_Offences,Robbery,Theft,Vehicle_Offences,Vehicle_rate,vechicle_sta,Violence_Against_the_Person,总计,sumrate,分组,14.0773702
1799,E01001846,Hackney 018A,541695.6106,1216,54.25,,279000,13.55,262,32376.82,311826.4118,44546.63026,10.70429179,7,57.56487697,2.899323043,256.4361939,13,16,4,3,2,8,5,33,38,31.25,1.771854567,29,151,124.1776316,1,
1800,E01001847,Hackney 018B,106520.3346,1129,10.56,,221500,13.23,267,31643.6,30546.1039,15273.05195,9.633845244,2,28.67631237,1.03149988,27.05589362,18,30,7,0,0,14,5,21,17,15.05757307,0.101136341,41,153,135.5181577,1,
1801,E01001848,Hackney 018C,151458.8557,1654,15.16,,305000,10.34,497,35905.44,884.5292,884.5292,6.785055526,1,0.584006261,-0.784840279,0.534781862,37,20,2,7,1,21,5,24,24,14.51027811,0.044667001,213,354,214.0266022,1,
1802,E01001849,Hackney 018D,495699.5041,2364,49.57,,222000,11.04,759,35099.46,127368.2218,18195.46026,9.808927406,7,25.69464378,0.83871669,53.87826641,25,32,13,5,4,22,15,63,54,22.84263959,0.904391627,84,317,134.0947547,1,
1806,E01001853,Hammersmith and Fulham 007B,80821.24469,1533,8.22,,357475,4.66,822,64332.1,961.6737,961.6737,6.868675204,1,1.189877369,-0.74566699,0.627314873,5,24,5,2,0,3,0,21,24,15.6555773,0.162837812,16,100,65.23157208,2,
1809,E01001856,Hammersmith and Fulham 010C,82536.28578,1675,8.27,,1512500,7.68,678,46966.06,8.8319,8.8319,2.178370167,1,0.010700627,-0.82190801,0.005272776,15,22,10,2,0,18,8,118,16,9.552238806,-0.466898478,66,275,164.1791045,2,
1810,E01001857,Hammersmith and Fulham 007D,70961.96572,1477,7.05,,204000,9.89,485,33575.93,212.149,212.149,5.357288858,1,0.29896156,-0.80327017,0.143635071,23,18,36,4,10,32,29,260,14,9.478672986,-0.474488925,108,534,361.5436696,1,
1811,E01001858,Hammersmith and Fulham 006A,119239.4538,1793,12.48,,250000,6.26,633,42418.66,7833.1707,3916.58535,8.272975469,2,6.569277577,-0.397855721,4.368751088,13,35,7,2,1,9,6,52,19,10.5967652,-0.359125302,36,180,100.3904071,1,
1812,E01001859,Hammersmith and Fulham 008A,107626.3075,2541,10.73,,362500,7.66,983,42894.21,2017.473,2017.473,7.609601017,1,1.874516599,-0.701400858,0.793968123,6,7,1,0,0,2,6,9,19,7.477371114,-0.680981227,40,90,35.41912633,2,
1815,E01001862,Hammersmith and Fulham 005A,90898.36501,1768,9.14,,340000,8.55,614,41548.05,2267.1797,2267.1797,7.726291915,1,2.494191947,-0.66133504,1.282341459,10,17,8,2,2,6,3,24,22,12.44343891,-0.168587376,37,131,74.09502262,1,
1816,E01001863,Hammersmith and Fulham 006D,84711.71414,1531,8.3,,496625,6.08,637,54940.83,0.3081,0.3081,-1.177330873,1,0.000363704,-0.822576356,0.000201241,7,15,7,3,2,2,1,25,21,13.71652515,-0.037231627,23,106,69.2357936,2,
1818,E01001865,Hammersmith and Fulham 008B,118211.8238,1682,11.69,,447500,7.22,711,58874.67,15343.2547,15343.2547,9.638431223,1,12.97945858,0.016601858,9.122030143,3,9,1,0,1,7,1,6,22,13.07966706,-0.102942,19,69,41.02259215,2,
1819,E01001866,Hammersmith and Fulham 012A,151244.9841,1579,14.99,,630000,6.44,785,61228.29,3243.6713,3243.6713,8.084461085,1,2.144647189,-0.683935256,2.054256681,8,19,10,1,2,7,2,108,29,18.36605446,0.442502103,51,237,150.0949968,2,
1820,E01001867,Hammersmith and Fulham 012B,86511.84655,1362,8.79,,330000,6.24,673,49090.72,12.6209,12.6209,2.53535417,1,0.014588638,-0.821656626,0.009266446,8,4,1,1,0,3,5,11,25,18.35535977,0.441398635,16,74,54.3318649,2,
1821,E01001868,Hammersmith and Fulham 012C,58849.98509,1341,5.98,,306000,9.21,332,34177.29,2519.1394,2519.1394,7.831672614,1,4.28061179,-0.545832023,1.878552871,9,13,4,2,0,11,0,18,3,2.237136465,-1.221663336,27,87,64.87695749,1,
1822,E01001869,Hammersmith and Fulham 010D,228966.1503,1334,23.24,,1500000,2.85,683,90272.21,21665.2192,21665.2192,9.983463452,1,9.462193065,-0.210810964,16.240794,7,14,4,0,2,10,9,58,25,18.74062969,0.481150395,24,153,114.6926537,2,
1823,E01001870,Hammersmith and Fulham 012D,101463.0191,1932,10.12,,379250,5.19,1070,48134.15,3705.8857,1852.94285,7.524530384,2,3.652449665,-0.586446564,1.9181603,5,18,5,1,0,4,3,26,25,12.93995859,-0.117356979,23,110,56.93581781,2,
1824,E01001871,Hammersmith and Fulham 012E,132818.2095,1604,13.1,,517250,6.01,833,62801.15,5413.4331,5413.4331,8.596638755,1,4.075821471,-0.559072976,3.374958292,4,11,1,0,0,6,4,15,16,9.975062344,-0.423271973,23,80,49.87531172,2,
1825,E01001872,Hammersmith and Fulham 012F,70896.63604,1614,7.07,,395000,8.08,852,57469.76,592.8093,592.8093,6.384872762,1,0.836159983,-0.768536992,0.367292007,7,13,3,1,2,7,2,14,14,8.674101611,-0.557503785,21,84,52.04460967,2,
1827,E01001874,Hammersmith and Fulham 001A,963589.0203,2055,97.42,,385000,7.63,682,38584.33,376031.4289,62671.90482,11.04566854,6,39.02404666,1.700544468,182.9836637,22,39,18,2,1,34,22,107,66,32.11678832,1.861288909,115,426,207.2992701,1,
1828,E01001875,Hammersmith and Fulham 001B,171370.8665,1854,16.89,,265000,11.84,342,33878.58,0.1961,0.1961,-1.629130546,1,0.00011443,-0.822592473,0.000105771,14,18,7,4,2,16,9,34,19,10.24811219,-0.395098967,61,184,99.24487594,1,
1829,E01001876,Hammersmith and Fulham 001C,896580.6407,2232,89.48,,260000,9.77,671,34193.6,481421.4214,481421.4214,13.0844983,1,53.69527286,2.649129366,215.690601,22,19,9,20,2,14,4,49,39,17.47311828,0.350369851,120,298,133.5125448,1,
1830,E01001877,Hammersmith and Fulham 001D,1275870.274,1345,126.25,,190000,9.58,363,37387.23,38798.1379,19399.06895,9.872980352,2,3.040915577,-0.625985999,28.84619918,6,50,13,3,1,9,4,22,35,26.02230483,1.232466269,68,211,156.8773234,1,
1833,E01001880,Hammersmith and Fulham 017A,126746.6572,1497,12.68,,399950,5.89,626,48412.8,5169.9431,5169.9431,8.550616962,1,4.078958147,-0.55887017,3.453535805,13,11,9,4,0,9,5,39,12,8.016032064,-0.625402735,32,134,89.51235805,2,
1836,E01001883,Hammersmith and Fulham 017D,133565.0497,1485,13.22,,455000,5.25,613,45706.6,2392.7756,2392.7756,7.78020931,1,1.791468356,-0.706770437,1.6112967,10,14,6,1,0,13,2,22,10,6.734006734,-0.757680812,37,115,77.44107744,2,
1839,E01001886,Hammersmith and Fulham 016A,95905.41317,1572,9.77,,675000,8.73,527,41069.7,9861.9922,3287.330733,8.097831187,3,10.28304021,-0.157738153,6.273531934,9,7,9,3,1,7,2,30,9,5.72519084,-0.861769415,37,114,72.51908397,1,
1840,E01001887,Hammersmith and Fulham 016B,108873.689,1519,10.87,,380000,5.53,578,41895.23,34392.9367,8598.234175,9.059312133,4,31.58975966,1.219872145,22.64182798,9,11,0,3,0,2,3,13,10,6.583278473,-0.773232801,37,88,57.93285056,1,
1841,E01001888,Hammersmith and Fulham 018A,97261.36137,1614,9.77,,637500,4.77,759,62765.51,560.8039,560.8039,6.32937129,1,0.576594746,-0.785319479,0.347462144,7,11,3,0,1,9,4,35,24,14.86988848,0.081771234,40,134,83.02354399,2,
1842,E01001889,Hammersmith and Fulham 014A,145788.3085,1390,14.38,,457000,4.25,729,63840.96,47579.864,47579.864,10.77016493,1,32.63626864,1.287535379,34.23011799,3,12,3,2,2,6,4,39,17,12.23021583,-0.190587519,19,107,76.97841727,2,
1843,E01001890,Hammersmith and Fulham 016C,130303.7811,1815,13.05,,321000,3.65,931,46922.02,6081.3171,3040.65855,8.019829399,2,4.667030419,-0.520847685,3.350587934,34,21,8,3,6,27,6,80,28,15.42699725,0.139253153,140,353,194.4903581,2,
1844,E01001891,Hammersmith and Fulham 018B,175395.4846,2030,17.4,,390000,3.17,1100,58316.24,15590.9924,7795.4962,8.961301436,2,8.889050044,-0.247868181,7.680291823,12,19,5,0,2,22,6,88,43,21.18226601,0.733075961,56,253,124.6305419,2,
1845,E01001892,Hammersmith and Fulham 016D,72297.43844,1366,7.1,,420000,8.44,471,40379.57,13210.1094,13210.1094,9.488737679,1,18.27189135,0.358790148,9.670651098,7,10,1,1,1,11,4,9,6,4.39238653,-0.999286815,32,82,60.02928258,1,
1846,E01001893,Hammersmith and Fulham 013A,77581.10736,1244,7.84,,320000,9.88,341,36627.75,2307.1584,769.0528,6.645159628,3,2.973866291,-0.630321147,1.854628939,7,10,7,1,2,9,15,24,28,22.50803859,0.869867834,48,151,121.3826367,1,
1847,E01001894,Hammersmith and Fulham 013B,153623.1346,1320,15.63,,485000,9.15,498,40859.64,17179.5684,4294.8921,8.365181712,4,11.18293051,-0.099554717,13.01482455,18,27,16,4,4,39,30,133,43,32.57575758,1.908644892,100,414,313.6363636,1,
1851,E01001898,Hammersmith and Fulham 013C,285957.4065,1591,28.62,,466250,6.63,757,53932.74,8234.04,2058.51,7.629737699,4,2.879463799,-0.636424848,5.175386549,36,59,38,9,5,93,48,488,69,43.36895035,3.022275601,214,1059,665.6191075,2,
1856,E01001903,Hammersmith and Fulham 019D,109603.2494,1649,11.03,,427500,7.24,577,42538.42,9253.5559,4626.77795,8.439615998,2,8.442775143,-0.276722595,5.611616677,9,12,3,4,0,11,3,27,26,15.76713159,0.174347871,45,140,84.89993936,1,
1857,E01001904,Hammersmith and Fulham 022A,138304.958,1587,14.11,,565000,4.46,814,71113.92,42001.8579,42001.8579,10.64546913,1,30.36901822,1.140943712,26.46619905,1,11,1,0,0,5,7,16,16,10.08191556,-0.412246966,18,75,47.25897921,2,
1863,E01001910,Hammersmith and Fulham 014B,81259.26734,1512,8.02,,322000,4.77,844,54304.78,28.4048,28.4048,3.346558145,1,0.034955767,-0.820339766,0.018786243,8,27,6,0,0,3,1,23,6,3.968253968,-1.043048384,14,88,58.2010582,2,
1866,E01001913,Hammersmith and Fulham 014C,109387.7298,1545,10.89,,472500,2.78,1076,78129.31,25599.7829,25599.7829,10.15033915,1,23.40279202,0.690534395,16.56943877,2,15,1,1,0,3,2,53,23,14.88673139,0.083509069,12,112,72.49190939,2,
1868,E01001915,Hammersmith and Fulham 024A,411774.3075,1482,42.3,,618000,4.03,713,83517.82,172966.2735,34593.2547,10.45141399,5,42.00511551,1.893288882,116.7113856,12,13,26,1,1,14,32,44,32,21.59244265,0.775397571,35,210,141.7004049,2,
1869,E01001916,Hammersmith and Fulham 024B,356781.7062,1390,35.83,,760000,3.36,735,89271.4,221104.1055,110552.0528,11.61324176,2,61.97181685,3.184258778,159.0677018,3,6,3,0,0,3,5,9,21,15.10791367,0.106330433,18,68,48.92086331,2,
1870,E01001917,Hammersmith and Fulham 018C,108023.5164,1462,10.9,,520000,3.33,622,60858.6,299.228,299.228,5.701205825,1,0.277002647,-0.804689949,0.204670315,2,13,0,1,1,1,2,15,13,8.891928865,-0.53502859,15,63,43.09165527,2,
1872,E01001919,Hammersmith and Fulham 018E,144352.4323,1630,14.31,,760000,4.37,686,78875.32,2588.7159,1294.35795,7.16577006,2,1.793330295,-0.706650051,1.588169264,1,9,2,0,1,4,2,15,27,16.56441718,0.256610991,14,75,46.01226994,2,
1874,E01001921,Hammersmith and Fulham 020B,101329.6542,1536,9.82,,902500,6.77,719,70471.76,7.316,7.316,1.990063731,1,0.007219999,-0.822133054,0.004763021,11,24,11,5,1,11,5,36,66,42.96875,2.980983334,43,213,138.671875,2,
1875,E01001922,Hammersmith and Fulham 020C,194643.6303,1605,19.08,,1250876,5.26,745,86974.16,54353.1043,27176.55215,10.21010983,2,27.92441972,0.982885402,33.86486249,19,26,5,1,1,10,5,34,57,35.51401869,2.211811701,33,191,119.0031153,2,
1877,E01001924,Hammersmith and Fulham 020E,96444.38083,1596,9.83,,970000,3.04,816,93266.32,1646.59,1646.59,7.406461762,1,1.707294905,-0.712212768,1.031697995,5,5,2,0,0,5,1,13,42,26.31578947,1.262747718,5,78,48.87218045,2,
1878,E01001925,Hammersmith and Fulham 025A,141633.1556,1628,14.19,,1580000,3.88,719,97121.4,10335.5198,5167.7599,8.550194585,2,7.297387221,-0.35077896,6.348599386,6,16,0,1,1,4,1,22,35,21.4987715,0.765732677,21,107,65.72481572,2,
1880,E01001927,Hammersmith and Fulham 008C,199822.1444,1504,20.04,,1250000,5.23,702,85630.8,297.1841,148.59205,5.001204632,2,0.148724307,-0.812983931,0.197595811,1,9,1,1,0,6,5,8,25,16.62234043,0.262587453,6,62,41.22340426,2,
1881,E01001928,Hammersmith and Fulham 011A,189897.955,1724,18.74,,864000,6.96,702,60322.33,44733.3704,44733.3704,10.70847504,1,23.55653088,0.700474557,25.94743063,12,28,8,2,7,13,6,51,29,16.82134571,0.283120617,41,197,114.2691415,2,
1883,E01001930,Hammersmith and Fulham 008D,253230.3737,1854,25.42,,400000,5.98,775,48292.73,74046.4472,74046.4472,11.21244784,1,29.24074475,1.067993901,39.93875254,13,23,3,1,1,4,7,26,17,9.169363538,-0.506403161,41,136,73.35490831,2,
1885,E01001932,Hammersmith and Fulham 011C,188423.6094,1621,17.92,,486000,7.06,769,48453.43,15411.3761,5137.125367,8.544248935,3,8.179110967,-0.293770103,9.507326403,19,26,10,3,0,35,25,121,115,70.94386181,5.867427065,64,418,257.8655151,2,
1886,E01001933,Hammersmith and Fulham 011D,177944.7116,1324,18.19,,415000,7.08,622,61984.04,7083.7209,3541.86045,8.172407419,2,3.980854973,-0.565213143,5.350242372,11,20,2,1,2,7,8,27,35,26.43504532,1.275052415,28,141,106.4954683,2,
1887,E01001934,Hammersmith and Fulham 025B,181782.2178,1622,18.21,,699950,9.06,513,44711.48,159.3017,159.3017,5.070799889,1,0.087633269,-0.816933842,0.098213132,10,8,9,5,1,8,3,16,21,12.94697904,-0.116632616,39,120,73.98273736,1,
1888,E01001935,Hammersmith and Fulham 023A,106619.6927,2059,10.79,,456500,6.19,946,59128.2,1787.7003,1787.7003,7.488685324,1,1.676707422,-0.714190437,0.868237154,8,10,3,1,2,6,2,17,34,16.51287033,0.251292439,32,115,55.85235551,2,
1889,E01001937,Hammersmith and Fulham 025C,195554.3264,1823,19.42,,810000,5.23,890,75538.61,80325.4745,80325.4745,11.29384209,1,41.07578492,1.83320195,44.06224602,13,15,2,1,2,7,2,28,31,17.00493692,0.302063372,29,130,71.31102578,2,
1890,E01001938,Hammersmith and Fulham 025D,103441.3003,1560,10.69,,498750,6.49,485,43135,48.0003,48.0003,3.871207261,1,0.046403419,-0.819599605,0.030769423,15,10,1,1,1,11,6,32,21,13.46153846,-0.063540895,53,151,96.79487179,1,
1891,E01001939,Hammersmith and Fulham 023C,322857.7071,2321,32.51,,460000,6.39,707,47430.83,8796.2986,4398.1493,8.388939118,2,2.724512504,-0.646443401,3.789874451,16,21,11,0,1,16,6,62,42,18.09564843,0.414601882,92,267,115.0366221,2,
1892,E01001940,Hammersmith and Fulham 005B,84378.34028,1601,8.1,,298225,8.58,591,39872.41,454.1328,227.0664,5.425242486,2,0.53821016,-0.787801278,0.283655715,14,16,8,3,2,18,6,38,13,8.119925047,-0.614683163,52,170,106.1836352,1,
1894,E01001942,Hammersmith and Fulham 005D,92007.45935,1869,9.29,,321250,7.52,783,47214.35,728.3106,364.1553,5.897580425,2,0.791577776,-0.771419505,0.389679294,16,14,11,1,0,17,6,50,8,4.280363831,-1.010845204,58,181,96.84323167,2,
1895,E01001943,Hammersmith and Fulham 004A,442687.3433,1954,44.53,,557500,7.72,810,43007.98,36387.4009,12129.13363,9.403365576,3,8.21966145,-0.291148266,18.6220066,33,58,143,28,21,124,88,1319,67,34.28863869,2.085378232,298,2179,1115.148414,2,
1896,E01001944,Hammersmith and Fulham 004B,66285.23556,1689,6.48,,249000,16.69,410,28101.59,9930.8203,9930.8203,9.203398362,1,14.98194917,0.146075176,5.879704144,17,13,10,2,4,9,5,15,20,11.84132623,-0.230712754,59,154,91.17821196,1,
1898,E01001946,Hammersmith and Fulham 004D,123659.4624,1633,12.35,,407500,7.13,671,44527.62,28047.4235,28047.4235,10.24165205,1,22.68117857,0.643877653,17.17539712,7,12,13,3,3,5,1,32,12,7.348438457,-0.694284368,29,117,71.64727495,2,
1907,E01001955,Hammersmith and Fulham 002A,218613.81,1807,21.88,,445500,13.55,337,31821.86,30787.392,30787.392,10.33486053,1,14.08300418,0.08795286,17.03784837,13,18,11,2,5,18,4,25,13,7.194244604,-0.710193934,63,172,95.18539015,1,
1909,E01001957,Hammersmith and Fulham 002B,75139.94479,1616,7.27,,190000,12.97,245,25662.01,22.0935,22.0935,3.095283448,1,0.029403136,-0.820698778,0.01367172,3,8,6,2,1,10,6,17,12,7.425742574,-0.686308208,59,124,76.73267327,1,
1914,E01001962,Haringey 004A,514874.6848,1758,51.38,,399750,5.82,669,55057.41,32259.6006,10753.2002,9.282958682,3,6.26552471,-0.41749521,18.35017099,6,17,2,1,2,3,8,9,21,11.94539249,-0.219975302,28,97,55.17633675,2,
1915,E01001963,Haringey 009A,508767.6498,1820,51.12,,692500,6.6,826,71991.23,61968.3112,61968.3112,11.03437842,1,12.18008087,-0.035082821,34.04852264,3,16,1,0,1,4,13,11,20,10.98901099,-0.318653778,16,85,46.7032967,2,
1916,E01001964,Haringey 009B,635736.7384,1588,63.16,,315000,5.11,735,58365.92,348822.9101,174411.4551,12.06917247,2,54.86908165,2.725023315,219.6617822,12,13,3,3,1,6,7,11,33,20.78085642,0.691658926,35,124,78.08564232,2,
1918,E01001966,Haringey 009D,512626.6351,1513,51.57,,677500,4.08,698,75972.7,261412.2097,130706.1049,11.78070661,2,50.99466002,2.474518156,172.7774023,9,14,17,3,1,8,33,136,38,25.11566424,1.138920011,41,300,198.2815598,2,
1921,E01001969,Haringey 001A,145541.4228,1888,14.4,,250000,9.98,585,33950.62,3007.4481,3007.4481,8.008847191,1,2.066386354,-0.6889953,1.592928019,10,15,1,1,1,7,5,13,17,9.004237288,-0.52344072,38,108,57.20338983,1,
1923,E01001971,Haringey 001B,125944.7601,2012,12.69,,360000,12.54,386,26633.21,4270.4061,4270.4061,8.359464207,1,3.390697712,-0.603370435,2.122468241,47,11,52,11,5,26,6,20,20,9.940357853,-0.426852748,118,316,157.0576541,1,
1924,E01001972,Haringey 004C,206621.1778,1672,20.81,,360000,8.81,512,34164.04,27765.8985,9255.2995,9.132951585,3,13.43807,0.046253904,16.60639862,12,4,8,1,0,7,7,14,12,7.177033493,-0.711969759,35,100,59.80861244,1,
1925,E01001973,Haringey 004D,400615.2951,2257,40.06,,460000,5.54,759,44516.22,47342.9744,23671.4872,10.07202653,2,11.81756538,-0.058521675,20.97606309,14,24,5,7,1,9,7,173,52,23.03943288,0.924696559,56,348,154.1869739,2,
1927,E01001975,Haringey 001D,120060.4585,1717,11.69,,212500,8.15,587,38943.08,7348.2671,7348.2671,8.902219796,1,6.120472295,-0.42687374,4.27971293,16,15,3,2,1,8,5,25,25,14.56027956,0.049826099,57,157,91.43855562,1,
1935,E01001983,Haringey 018D,100980.0847,1652,9.98,,250000,9.58,470,34334.11,172.1005,172.1005,5.148078609,1,0.17043014,-0.811580516,0.104177058,10,18,4,1,1,8,7,19,32,19.37046005,0.546135655,25,125,75.66585956,1,
1936,E01001984,Haringey 033A,198102.2646,1590,19.93,,330000,4.56,867,58868.52,37546.5548,18773.2774,9.840189723,2,18.95311741,0.402835597,23.61418541,13,28,2,2,1,1,24,14,22,13.83647799,-0.024855014,27,134,84.27672956,2,
1937,E01001985,Haringey 033B,189135.9256,1690,18.82,,432740,3.66,985,71925.06,10895.6463,5447.82315,8.602971386,2,5.760749188,-0.450132048,6.447127988,6,19,1,1,0,2,9,8,33,19.52662722,0.562248826,11,90,53.25443787,2,
1939,E01001987,Haringey 033C,302161.2007,1847,30.54,,492500,3.67,1101,77032.57,54774.836,7824.976571,8.965076021,7,18.12768677,0.349466436,29.65611045,13,34,0,2,0,1,13,11,39,21.11532214,0.726168761,19,132,71.46724418,2,
1940,E01001988,Haringey 034B,174690.2883,1771,17.33,,361250,4.35,955,60857.61,3534.0644,3534.0644,8.170203876,1,2.02304572,-0.691797538,1.995519142,12,21,4,0,1,5,10,20,30,16.93958216,0.295320134,16,119,67.19367589,2,
1941,E01001989,Haringey 033D,286839.8759,1725,28.68,,670000,5.21,936,68368.73,10478.2438,2095.64876,7.647618455,5,3.65299412,-0.586411361,6.074344232,5,23,0,4,0,8,11,54,38,22.02898551,0.820439622,21,164,95.07246377,2,
1943,E01001991,Haringey 017A,126092.0254,1693,12.53,,392000,3.81,865,63585.23,2234.7203,2234.7203,7.711871354,1,1.772293126,-0.708010234,1.319976551,9,13,3,3,0,2,10,15,15,8.860011813,-0.538321759,25,95,56.11340815,2,
1944,E01001992,Haringey 017B,406655.5839,1709,40.06,,942500,3.22,854,80295.24,68721.3928,68721.3928,11.13781582,1,16.8991637,0.270034872,40.21146448,8,16,4,0,0,6,6,12,35,20.47981276,0.660597545,16,103,60.26916325,2,
1945,E01001993,Haringey 017C,281135.055,1686,27.53,,1079500,3.64,861,84510.28,5840.2542,2920.1271,7.979382422,2,2.07738384,-0.688284245,3.463970463,4,15,2,0,0,3,3,7,19,11.26927639,-0.289736277,13,66,39.14590747,2,
1946,E01001994,Haringey 030A,335833.1763,1784,34.01,,310000,3.72,888,65406.92,1324.1843,662.09215,6.495404746,2,0.394298239,-0.797106068,0.742255774,3,39,2,1,0,12,1,6,29,16.25560538,0.224748102,24,117,65.58295964,2,
1947,E01001995,Haringey 017D,410192.3692,2412,41.8,,408000,9.04,707,43623.55,152190.0287,25365.00478,10.14112574,6,37.10211114,1.57627953,63.09702682,10,16,0,1,1,2,7,12,25,10.36484245,-0.383054856,42,116,48.09286899,1,
1948,E01001996,Haringey 014C,243037.9244,1625,24.44,,269000,5.43,727,60256.8,11697.8205,11697.8205,9.367157821,1,4.813166722,-0.511399076,7.198658769,10,13,5,0,2,5,3,11,25,15.38461538,0.134880236,12,86,52.92307692,2,
1950,E01001998,Haringey 023A,155143.2313,2058,15.53,,283500,6.21,890,42159.01,6547.8469,3273.92345,8.093744376,2,4.220517288,-0.549717502,3.181655442,6,18,4,2,1,3,2,11,40,19.43634597,0.552933697,12,99,48.10495627,2,
1951,E01001999,Haringey 023B,148888.8232,2001,14.64,,287500,6.82,792,37262.3,1137.8705,1137.8705,7.036913812,1,0.764241718,-0.77318695,0.568650925,15,24,6,6,2,12,12,67,42,20.98950525,0.7131871,72,258,128.9355322,1,
1952,E01002000,Haringey 031A,164254.9583,1697,16.17,,286000,5.89,703,42502.56,3562.1972,3562.1972,8.178132824,1,2.16869995,-0.682380097,2.099114437,7,19,4,0,0,0,5,14,53,31.23158515,1.769954541,26,128,75.42722451,1,
1953,E01002001,Haringey 031B,106316.1764,1661,10.63,,353500,5.99,767,42996.12,5369.5083,5369.5083,8.588491619,1,5.050509228,-0.496053425,3.232696147,8,14,0,3,0,3,5,8,32,19.26550271,0.535306263,24,97,58.39855509,2,
1954,E01002002,Haringey 031C,654121.2684,1806,65.14,,310000,7.09,755,35513.49,469752.0174,156584.0058,11.96134792,3,71.8142094,3.820629917,260.1063219,31,36,49,2,6,28,33,183,42,23.25581395,0.94702254,101,511,282.9457364,1,
1955,E01002003,Haringey 023C,220700.2232,2160,22.18,,254188,10.05,614,29287,38924.0624,12974.68747,9.470755621,3,17.63662122,0.317716032,18.02039926,20,37,26,9,7,20,13,63,23,10.64814815,-0.353823661,74,292,135.1851852,1,
1956,E01002004,Haringey 023D,117126.853,1889,11.87,,381000,8.23,749,39026,302.5638,302.5638,5.712292164,1,0.258321463,-0.805897802,0.160171413,7,14,3,3,0,7,2,11,18,9.528851244,-0.469311583,39,104,55.05558497,1,
1957,E01002005,Haringey 035A,95600.97317,1688,9.42,,380000,3.29,1041,63872.22,6134.4611,6134.4611,8.721677513,1,6.416734994,-0.407718536,3.634159419,10,9,2,1,1,3,6,24,27,15.99526066,0.197885998,17,100,59.24170616,2,
1958,E01002006,Haringey 035B,109813.2135,1602,11.02,,330000,4.51,961,62864.08,9982.6834,9982.6834,9.208607211,1,9.090603105,-0.234836537,6.23138789,13,18,1,0,0,2,12,10,14,8.739076155,-0.550799778,31,101,63.04619226,2,
1959,E01002007,Haringey 035C,172407.368,1676,16.84,,632500,4.52,1037,70922.91,1999.2827,999.64135,6.907396565,2,1.15962718,-0.747622851,1.192889439,6,17,1,1,0,2,6,15,26,15.51312649,0.148139882,15,89,53.1026253,2,
1960,E01002008,Haringey 030B,653674.481,1571,64.36,,1116634,3.29,759,84722.21,77866.0254,7786.60254,8.960159913,10,11.91204914,-0.052412719,49.5646247,7,27,2,1,0,6,7,13,62,39.46530872,2.619501808,19,144,91.66136219,2,
1961,E01002009,Haringey 035D,233525.3718,1719,23.71,,540000,3.26,990,74406.08,13837.7747,6918.88735,8.842010248,2,5.925597973,-0.439473562,8.049898022,6,27,1,1,3,10,10,33,41,23.85107621,1.008441097,24,156,90.7504363,2,
1962,E01002010,Haringey 030C,588509.4867,1658,59.65,,505000,4.24,774,62143.88,19914.9645,9957.48225,9.206079532,2,3.383966605,-0.603805643,12.01143818,4,37,0,2,1,6,2,15,30,18.09408926,0.414441009,21,118,71.17008444,2,
1963,E01002011,Haringey 030D,645621.42,1718,64.89,,427500,4.17,905,59737.32,370724.2007,61787.36678,11.0314542,6,57.42129818,2.890039792,215.7882425,10,37,5,3,1,7,22,11,35,20.37252619,0.649527826,45,176,102.4447031,2,
1964,E01002013,Haringey 022A,121050.6812,1401,12.09,,397475,4.99,693,61535.73,9849.7297,2462.432425,7.808904931,4,8.136864327,-0.296501608,7.030499429,9,6,4,2,0,1,9,12,26,18.55817273,0.462324672,18,87,62.09850107,2,
1965,E01002014,Haringey 020B,167229.9225,1719,16.97,,332500,6.14,833,47056.36,3444.7927,1722.39635,7.451471827,2,2.059914068,-0.689413773,2.003951542,21,22,7,0,3,12,10,43,23,13.37987202,-0.071967156,72,213,123.9092496,2,
1966,E01002015,Haringey 020C,119658.998,1480,12.09,,282500,11.08,531,38492.63,7883.5819,7883.5819,8.972537635,1,6.588373657,-0.396621042,5.326744527,12,20,3,0,2,8,4,10,13,8.783783784,-0.54618689,37,109,73.64864865,1,
1968,E01002017,Haringey 028B,136107.8515,1809,13.68,,308500,11.26,830,52406.74,1712.2138,1712.2138,7.445542432,1,1.257983122,-0.741263535,0.946497402,9,20,5,1,1,15,5,128,24,13.26699834,-0.083613348,43,251,138.750691,1,
1969,E01002018,Haringey 020D,120684.1873,1420,12.15,,338000,8.98,525,43249.83,1374.3874,687.1937,6.532616203,2,1.138829727,-0.748967534,0.967878451,10,5,1,1,2,7,3,7,20,14.08450704,0.000736372,32,88,61.97183099,1,
1970,E01002019,Haringey 022B,251367.0997,1309,25.19,,600000,4.24,694,73426.89,12488.8344,6244.4172,8.739443096,2,4.968364759,-0.501364569,9.540744385,6,32,2,2,1,4,5,26,37,28.2658518,1.463953175,25,140,106.9518717,2,
1971,E01002020,Haringey 021A,290605.7626,1564,29.27,,325000,6.31,719,55754.85,55907.9903,27953.99515,10.23831541,2,19.23843141,0.4212829,35.74679687,13,22,8,0,2,6,17,48,18,11.50895141,-0.265006852,35,169,108.056266,2,
