Codes,Names,lntheft,oldpeoplerate,Working-agerate, Couplehouseholdwithdependentchildren,Couplehouseholdwithoutdependentchildren,Onepersonhousehold,multpersonhousehold,Goodhealth,Fairhealth,Badhealth,Nocars,car1,car2
E01002971,Kingston upon Thames 005C,2.40 ,8.54 ,73.96 ,21.40 ,25.50 ,27.50 ,18.60 ,87.80 ,8.60 ,3.60 ,29.20 ,55.70 ,12.80 
E01002972,Kingston upon Thames 005D,3.61 ,9.18 ,78.00 ,13.40 ,25.80 ,33.20 ,19.10 ,87.20 ,9.60 ,3.20 ,43.20 ,45.90 ,9.90 
E01002973,Kingston upon Thames 006E,2.89 ,7.43 ,70.19 ,22.60 ,22.60 ,20.40 ,17.40 ,83.30 ,11.70 ,5.00 ,29.70 ,46.70 ,19.40 
E01002974,Kingston upon Thames 005E,2.89 ,9.40 ,70.95 ,22.90 ,26.00 ,25.80 ,15.80 ,86.50 ,9.80 ,3.70 ,35.30 ,46.70 ,14.20 
E01002975,Kingston upon Thames 012A,2.30 ,16.87 ,62.13 ,28.20 ,32.90 ,16.40 ,11.40 ,85.40 ,11.20 ,3.40 ,14.10 ,41.20 ,33.30 
E01002976,Kingston upon Thames 015A,1.10 ,14.33 ,63.48 ,27.60 ,34.20 ,21.10 ,8.70 ,86.90 ,10.30 ,2.80 ,15.00 ,47.70 ,29.00 
E01002977,Kingston upon Thames 012B,2.48 ,15.30 ,62.10 ,19.60 ,27.80 ,27.50 ,10.20 ,82.10 ,13.00 ,4.90 ,27.40 ,43.60 ,22.30 
E01002978,Kingston upon Thames 015B,2.94 ,17.21 ,67.12 ,21.50 ,38.50 ,22.80 ,10.20 ,87.60 ,9.60 ,2.80 ,15.40 ,41.40 ,30.80 
E01002979,Kingston upon Thames 015C,1.10 ,12.46 ,68.24 ,20.80 ,35.00 ,27.70 ,8.50 ,87.50 ,9.70 ,2.80 ,13.20 ,46.30 ,30.50 
E01002980,Kingston upon Thames 012C,1.79 ,18.05 ,63.27 ,25.90 ,40.70 ,14.30 ,10.20 ,83.70 ,13.00 ,3.40 ,9.10 ,43.60 ,34.90 
E01002981,Kingston upon Thames 012D,1.39 ,15.87 ,64.12 ,28.00 ,33.00 ,19.30 ,12.40 ,84.90 ,11.90 ,3.20 ,9.70 ,41.10 ,35.10 
E01002983,Kingston upon Thames 015E,1.95 ,17.28 ,65.44 ,26.20 ,36.30 ,20.00 ,10.10 ,85.80 ,11.10 ,3.10 ,7.70 ,46.20 ,34.10 
E01002984,Kingston upon Thames 012E,2.40 ,20.76 ,59.26 ,19.40 ,26.80 ,37.90 ,8.40 ,81.80 ,13.30 ,4.90 ,27.30 ,44.40 ,23.00 
E01002985,Kingston upon Thames 007E,2.64 ,12.45 ,64.80 ,24.20 ,22.40 ,25.00 ,19.10 ,85.30 ,11.00 ,3.80 ,27.70 ,49.10 ,20.20 
E01002986,Kingston upon Thames 008E,2.40 ,17.05 ,64.10 ,22.70 ,30.40 ,24.80 ,13.80 ,81.00 ,13.60 ,5.40 ,17.60 ,45.60 ,28.50 
E01002987,Kingston upon Thames 011B,5.27 ,13.40 ,77.73 ,8.20 ,21.90 ,50.40 ,14.70 ,81.80 ,11.50 ,6.70 ,47.20 ,43.50 ,7.70 
E01002988,Kingston upon Thames 011C,3.00 ,5.25 ,83.95 ,15.70 ,30.80 ,34.10 ,11.50 ,90.30 ,8.00 ,1.70 ,29.90 ,55.80 ,12.80 
E01002989,Kingston upon Thames 011D,3.30 ,6.12 ,79.78 ,16.00 ,37.60 ,34.40 ,7.70 ,92.80 ,6.00 ,1.20 ,26.50 ,58.20 ,13.40 
E01002990,Kingston upon Thames 009D,2.83 ,10.36 ,80.48 ,8.80 ,29.20 ,47.30 ,11.60 ,89.20 ,8.80 ,2.10 ,37.40 ,50.20 ,10.70 
E01002991,Kingston upon Thames 009E,2.30 ,9.55 ,76.26 ,19.00 ,29.40 ,33.80 ,14.40 ,90.40 ,7.20 ,2.40 ,27.50 ,48.90 ,19.70 
E01002992,Kingston upon Thames 010D,1.61 ,5.19 ,85.50 ,18.00 ,28.30 ,28.30 ,18.50 ,90.70 ,7.80 ,1.50 ,26.30 ,50.20 ,18.50 
E01002993,Kingston upon Thames 013C,2.08 ,12.18 ,77.95 ,9.60 ,29.10 ,46.10 ,10.30 ,87.60 ,9.80 ,2.60 ,37.30 ,51.40 ,9.80 
E01002994,Kingston upon Thames 016A,0.69 ,21.46 ,63.25 ,21.30 ,37.00 ,27.60 ,8.50 ,84.90 ,11.20 ,3.90 ,16.90 ,48.70 ,26.40 
E01002995,Kingston upon Thames 013D,0.69 ,20.80 ,63.75 ,21.80 ,38.40 ,28.70 ,7.80 ,85.00 ,9.30 ,5.60 ,18.40 ,51.80 ,22.10 
E01002996,Kingston upon Thames 016B,2.08 ,10.97 ,67.48 ,28.70 ,28.20 ,26.50 ,10.00 ,88.10 ,9.00 ,2.90 ,20.90 ,51.60 ,22.20 
E01002997,Kingston upon Thames 016C,2.71 ,11.29 ,70.25 ,26.50 ,29.90 ,30.10 ,9.20 ,87.10 ,10.20 ,2.70 ,15.80 ,50.50 ,26.00 
E01002998,Kingston upon Thames 016D,1.61 ,9.93 ,66.86 ,23.40 ,24.20 ,25.80 ,8.80 ,85.90 ,10.30 ,3.90 ,31.20 ,49.50 ,16.70 
E01002999,Kingston upon Thames 013E,2.30 ,8.07 ,79.02 ,11.00 ,26.90 ,42.50 ,14.00 ,88.20 ,9.00 ,2.80 ,40.50 ,48.20 ,10.00 
E01003000,Kingston upon Thames 017C,2.56 ,13.01 ,67.03 ,20.60 ,27.10 ,24.20 ,13.30 ,81.60 ,13.70 ,4.70 ,24.90 ,44.60 ,23.90 
E01003001,Kingston upon Thames 017D,1.95 ,12.34 ,66.68 ,27.80 ,28.40 ,17.90 ,15.00 ,84.30 ,12.10 ,3.60 ,17.40 ,41.90 ,32.10 
E01003002,Kingston upon Thames 016E,3.89 ,14.02 ,66.10 ,20.40 ,25.70 ,31.90 ,11.70 ,83.50 ,12.20 ,4.30 ,27.20 ,50.60 ,17.80 
E01003003,Kingston upon Thames 017E,4.09 ,11.18 ,69.94 ,19.90 ,26.10 ,25.60 ,16.90 ,86.90 ,9.40 ,3.70 ,26.50 ,46.90 ,19.50 
E01003004,Kingston upon Thames 018D,1.39 ,13.62 ,64.58 ,27.40 ,29.80 ,20.60 ,10.30 ,85.20 ,12.40 ,2.50 ,14.60 ,46.40 ,28.60 
E01003005,Kingston upon Thames 018E,1.95 ,13.10 ,65.59 ,27.00 ,33.30 ,21.40 ,7.50 ,85.70 ,10.60 ,3.70 ,12.50 ,45.80 ,30.90 
E01003006,Kingston upon Thames 001A,1.61 ,15.93 ,62.53 ,23.70 ,28.80 ,29.10 ,8.00 ,85.10 ,11.50 ,3.50 ,18.30 ,50.20 ,26.70 
E01003007,Kingston upon Thames 001B,1.39 ,14.08 ,61.07 ,36.10 ,31.70 ,18.80 ,5.50 ,88.60 ,9.00 ,2.40 ,14.80 ,49.40 ,29.30 
E01003008,Kingston upon Thames 001C,2.30 ,12.29 ,60.68 ,39.90 ,28.00 ,17.70 ,6.20 ,89.20 ,8.70 ,2.10 ,11.10 ,57.20 ,28.00 
E01003009,Kingston upon Thames 001D,1.95 ,12.98 ,64.01 ,28.10 ,27.30 ,28.60 ,6.90 ,87.40 ,9.00 ,3.60 ,20.40 ,53.00 ,22.40 
E01003010,Kingston upon Thames 001E,3.14 ,12.42 ,65.46 ,32.90 ,30.70 ,21.70 ,7.40 ,90.90 ,7.10 ,1.90 ,13.20 ,49.50 ,30.00 
E01003011,Kingston upon Thames 004E,3.00 ,14.13 ,66.11 ,24.40 ,30.30 ,27.80 ,10.10 ,88.70 ,8.30 ,2.90 ,24.40 ,55.20 ,17.50 
E01003013,Lambeth 036A,6.42 ,5.00 ,87.25 ,6.90 ,17.80 ,48.50 ,23.80 ,91.90 ,5.70 ,2.30 ,66.20 ,30.20 ,3.00 
E01003014,Lambeth 036B,4.08 ,11.47 ,77.51 ,8.40 ,20.50 ,40.10 ,19.90 ,84.60 ,11.30 ,4.10 ,64.50 ,29.90 ,5.30 
E01003015,Lambeth 002A,3.00 ,9.60 ,72.02 ,10.10 ,15.20 ,39.60 ,17.50 ,79.90 ,14.70 ,5.50 ,67.90 ,28.40 ,2.90 
E01003016,Lambeth 036C,5.21 ,5.70 ,88.54 ,5.10 ,21.30 ,46.40 ,17.90 ,87.70 ,8.90 ,3.30 ,65.20 ,29.70 ,4.20 
E01003017,Lambeth 036D,5.05 ,10.94 ,76.67 ,8.60 ,21.30 ,47.20 ,13.00 ,81.20 ,13.10 ,5.70 ,66.90 ,28.90 ,3.60 
E01003018,Lambeth 020A,4.64 ,4.86 ,83.60 ,9.70 ,22.10 ,35.20 ,25.50 ,89.30 ,7.10 ,3.60 ,65.70 ,30.90 ,3.20 
E01003019,Lambeth 015A,3.53 ,6.65 ,82.11 ,9.60 ,21.30 ,30.90 ,29.40 ,87.30 ,8.90 ,3.80 ,56.20 ,37.30 ,5.80 
E01003020,Lambeth 016A,4.76 ,6.54 ,77.75 ,8.80 ,18.40 ,34.10 ,24.80 ,85.10 ,10.50 ,4.50 ,62.30 ,32.20 ,5.20 
E01003021,Lambeth 021A,3.14 ,12.61 ,72.88 ,10.10 ,14.50 ,38.00 ,21.00 ,74.30 ,17.80 ,7.90 ,63.30 ,31.10 ,4.70 
E01003022,Lambeth 021B,2.56 ,6.64 ,78.24 ,11.20 ,18.20 ,34.00 ,25.10 ,86.50 ,9.00 ,4.50 ,55.10 ,39.10 ,4.80 
E01003023,Lambeth 021C,3.74 ,5.63 ,80.00 ,9.80 ,14.30 ,34.80 ,29.40 ,86.90 ,9.40 ,3.70 ,62.30 ,33.50 ,3.60 
E01003024,Lambeth 021D,3.09 ,5.73 ,70.80 ,12.00 ,9.00 ,35.80 ,19.10 ,86.00 ,10.20 ,3.80 ,67.60 ,28.50 ,3.40 
E01003025,Lambeth 021E,2.77 ,7.92 ,71.32 ,15.00 ,18.30 ,31.40 ,18.30 ,83.20 ,12.40 ,4.40 ,54.20 ,39.10 ,5.70 
E01003026,Lambeth 019A,4.54 ,6.06 ,81.74 ,12.20 ,27.30 ,32.50 ,24.70 ,91.40 ,5.40 ,3.20 ,43.90 ,44.50 ,9.30 
E01003027,Lambeth 019B,2.20 ,6.63 ,71.89 ,25.60 ,26.50 ,19.20 ,23.50 ,93.70 ,5.20 ,1.00 ,26.90 ,51.90 ,16.20 
E01003028,Lambeth 019C,2.30 ,7.15 ,73.32 ,21.70 ,22.70 ,21.80 ,22.70 ,88.50 ,7.10 ,4.40 ,43.00 ,40.30 ,13.50 
E01003029,Lambeth 017A,2.83 ,8.13 ,80.03 ,8.40 ,21.30 ,37.10 ,25.90 ,88.20 ,8.20 ,3.50 ,56.00 ,35.70 ,7.20 
E01003030,Lambeth 019D,4.11 ,5.13 ,81.67 ,14.00 ,26.10 ,26.80 ,28.10 ,92.60 ,5.50 ,1.90 ,47.00 ,45.20 ,6.90 
E01003031,Lambeth 023A,2.08 ,4.70 ,80.94 ,9.90 ,16.80 ,33.20 ,27.50 ,88.60 ,7.50 ,3.90 ,59.60 ,34.20 ,5.40 
E01003032,Lambeth 017B,4.14 ,10.07 ,75.67 ,7.80 ,17.50 ,34.70 ,24.80 ,82.70 ,11.40 ,5.90 ,62.10 ,30.40 ,6.20 
E01003033,Lambeth 019E,2.08 ,6.46 ,73.45 ,20.70 ,23.70 ,25.60 ,21.50 ,90.50 ,6.80 ,2.70 ,34.50 ,50.20 ,13.30 
E01003034,Lambeth 012A,3.18 ,7.20 ,74.70 ,15.20 ,19.10 ,30.80 ,24.20 ,88.50 ,8.70 ,2.80 ,54.40 ,37.10 ,7.70 
E01003035,Lambeth 012B,5.80 ,5.84 ,85.68 ,6.10 ,22.30 ,32.40 ,31.80 ,89.30 ,6.60 ,4.10 ,60.40 ,33.40 ,5.50 
E01003036,Lambeth 012C,3.04 ,6.84 ,77.36 ,11.30 ,19.10 ,36.80 ,20.90 ,85.00 ,9.60 ,5.30 ,54.30 ,38.50 ,6.40 
E01003037,Lambeth 013A,4.34 ,7.79 ,75.41 ,8.90 ,15.20 ,34.70 ,22.40 ,80.20 ,13.80 ,6.00 ,65.00 ,29.70 ,4.60 
E01003038,Lambeth 013B,2.83 ,6.24 ,80.81 ,13.40 ,24.70 ,35.10 ,22.90 ,90.20 ,7.70 ,2.10 ,45.90 ,44.00 ,9.00 
E01003039,Lambeth 013C,5.10 ,4.90 ,81.49 ,11.30 ,26.30 ,32.10 ,23.40 ,92.70 ,5.60 ,1.70 ,49.10 ,39.40 ,9.60 
E01003040,Lambeth 013D,2.40 ,8.23 ,76.32 ,11.10 ,25.90 ,35.40 ,19.20 ,88.70 ,8.00 ,3.30 ,51.20 ,38.70 ,8.20 
E01003041,Lambeth 017C,5.32 ,10.60 ,71.92 ,9.10 ,12.20 ,34.10 ,25.40 ,80.30 ,11.50 ,8.10 ,69.50 ,27.10 ,3.20 
E01003042,Lambeth 013E,2.48 ,9.30 ,78.91 ,6.60 ,14.70 ,42.20 ,24.10 ,84.20 ,10.50 ,5.40 ,63.50 ,32.30 ,4.20 
E01003043,Lambeth 018A,2.71 ,8.94 ,78.09 ,8.50 ,20.60 ,32.30 ,26.00 ,85.30 ,9.80 ,5.00 ,62.20 ,31.70 ,5.40 
E01003044,Lambeth 018B,1.39 ,5.25 ,73.99 ,10.20 ,9.20 ,50.00 ,10.90 ,82.80 ,11.00 ,6.20 ,69.00 ,28.70 ,2.10 
E01003045,Lambeth 011A,3.09 ,7.36 ,67.33 ,13.70 ,11.00 ,33.80 ,16.30 ,79.20 ,13.40 ,7.40 ,67.70 ,28.30 ,3.00 
E01003046,Lambeth 009A,2.77 ,4.65 ,68.01 ,12.40 ,9.70 ,37.60 ,16.30 ,82.70 ,11.80 ,5.50 ,71.20 ,26.40 ,2.20 
E01003047,Lambeth 011B,6.47 ,6.82 ,76.34 ,8.00 ,12.90 ,35.40 ,26.20 ,81.50 ,12.40 ,6.10 ,77.00 ,21.20 ,1.70 
E01003048,Lambeth 009B,3.26 ,6.18 ,66.33 ,14.00 ,7.60 ,38.60 ,13.60 ,81.60 ,11.80 ,6.50 ,70.00 ,26.00 ,3.40 
E01003049,Lambeth 011C,3.74 ,6.61 ,68.44 ,12.00 ,13.30 ,32.60 ,19.60 ,83.50 ,11.00 ,5.50 ,66.90 ,29.20 ,3.70 
E01003050,Lambeth 016B,4.20 ,6.30 ,82.18 ,6.20 ,18.40 ,39.70 ,27.00 ,85.60 ,9.90 ,4.40 ,69.00 ,28.70 ,1.90 
E01003051,Lambeth 018C,3.61 ,3.35 ,75.23 ,9.60 ,14.10 ,31.00 ,22.70 ,84.70 ,9.70 ,5.70 ,71.90 ,23.60 ,3.90 
E01003052,Lambeth 016C,4.01 ,5.60 ,69.63 ,11.10 ,8.80 ,39.40 ,16.00 ,84.10 ,10.90 ,5.00 ,69.70 ,25.70 ,4.50 
E01003053,Lambeth 015B,4.62 ,6.60 ,85.01 ,7.40 ,24.30 ,29.20 ,32.60 ,87.90 ,8.30 ,3.80 ,58.90 ,34.60 ,5.70 
E01003054,Lambeth 015C,3.30 ,3.11 ,89.90 ,4.20 ,18.90 ,29.50 ,40.30 ,92.80 ,5.70 ,1.50 ,62.90 ,30.90 ,5.30 
E01003055,Lambeth 016D,5.57 ,8.99 ,83.69 ,5.10 ,17.60 ,48.20 ,20.90 ,82.60 ,10.50 ,6.80 ,66.70 ,29.70 ,2.90 
E01003056,Lambeth 015D,2.89 ,4.75 ,85.01 ,5.00 ,19.20 ,30.50 ,34.40 ,86.50 ,8.20 ,5.30 ,65.20 ,29.10 ,4.70 
E01003057,Lambeth 017D,3.14 ,5.90 ,77.83 ,6.90 ,11.70 ,36.20 ,25.40 ,82.30 ,11.20 ,6.50 ,65.30 ,30.00 ,4.40 
E01003058,Lambeth 015E,2.94 ,5.33 ,85.91 ,6.20 ,17.90 ,29.90 ,35.90 ,89.60 ,7.40 ,3.10 ,61.30 ,32.10 ,6.10 
E01003059,Lambeth 011D,3.74 ,7.96 ,71.24 ,13.30 ,12.30 ,33.10 ,23.20 ,83.70 ,11.30 ,5.00 ,67.00 ,27.20 ,4.20 
E01003060,Lambeth 011E,2.48 ,8.79 ,69.90 ,11.90 ,9.80 ,37.80 ,18.20 ,81.30 ,12.80 ,5.90 ,70.70 ,25.30 ,3.20 
E01003061,Lambeth 011F,5.47 ,4.82 ,79.61 ,9.50 ,15.30 ,37.90 ,23.40 ,84.50 ,10.00 ,5.50 ,75.50 ,21.50 ,2.50 
E01003062,Lambeth 033A,4.01 ,6.35 ,76.62 ,10.90 ,25.70 ,36.60 ,13.00 ,86.70 ,9.30 ,4.00 ,51.40 ,41.30 ,7.00 
E01003063,Lambeth 033B,2.20 ,8.38 ,68.92 ,11.40 ,14.80 ,41.70 ,10.70 ,80.00 ,13.20 ,6.80 ,57.20 ,36.00 ,5.70 
E01003064,Lambeth 028A,2.77 ,5.92 ,73.89 ,20.20 ,28.20 ,29.20 ,12.30 ,91.70 ,5.90 ,2.40 ,37.40 ,50.00 ,11.80 
E01003065,Lambeth 031A,2.30 ,9.99 ,65.22 ,10.10 ,14.00 ,40.40 ,10.50 ,80.30 ,12.50 ,7.20 ,53.90 ,39.60 ,5.40 
E01003066,Lambeth 028B,2.94 ,9.36 ,69.25 ,13.20 ,17.30 ,35.90 ,14.80 ,81.70 ,11.90 ,6.40 ,51.80 ,39.90 ,6.90 
E01003067,Lambeth 033C,2.48 ,9.59 ,70.09 ,18.90 ,23.50 ,27.70 ,13.00 ,86.80 ,9.00 ,4.10 ,39.70 ,45.60 ,12.40 
E01003068,Lambeth 031B,2.48 ,7.91 ,64.70 ,17.80 ,17.40 ,29.10 ,10.70 ,83.50 ,11.40 ,5.20 ,49.90 ,39.30 ,9.10 
E01003069,Lambeth 033D,2.08 ,8.82 ,64.66 ,17.30 ,22.50 ,23.50 ,13.10 ,81.50 ,12.60 ,6.00 ,40.80 ,46.20 ,11.90 
E01003070,Lambeth 033E,2.20 ,6.77 ,70.24 ,12.50 ,15.30 ,35.70 ,11.80 ,80.00 ,12.70 ,7.20 ,55.70 ,37.60 ,5.80 
E01003071,Lambeth 018D,3.64 ,5.05 ,80.68 ,12.30 ,26.70 ,28.80 ,21.00 ,88.80 ,7.90 ,3.30 ,56.30 ,37.10 ,5.70 
E01003072,Lambeth 014A,1.61 ,13.26 ,65.85 ,20.30 ,22.90 ,32.00 ,15.50 ,86.00 ,10.00 ,4.00 ,43.00 ,41.40 ,12.10 
E01003073,Lambeth 014B,3.69 ,7.19 ,70.95 ,15.80 ,18.50 ,33.80 ,14.80 ,84.00 ,11.30 ,4.70 ,49.90 ,40.50 ,8.30 
E01003074,Lambeth 018E,4.61 ,5.20 ,76.86 ,13.00 ,20.90 ,38.00 ,15.90 ,86.60 ,8.70 ,4.70 ,62.20 ,33.40 ,3.60 
E01003075,Lambeth 009C,2.56 ,7.72 ,66.87 ,12.00 ,10.20 ,37.70 ,13.00 ,79.40 ,13.40 ,7.20 ,69.60 ,26.70 ,3.50 
E01003076,Lambeth 014C,4.88 ,3.92 ,80.37 ,10.80 ,15.80 ,32.50 ,30.00 ,87.70 ,9.00 ,3.30 ,68.80 ,27.30 ,3.70 
E01003077,Lambeth 014D,2.56 ,5.64 ,78.63 ,12.30 ,17.60 ,33.30 ,25.30 ,86.10 ,9.50 ,4.40 ,64.00 ,31.20 ,4.30 
E01003078,Lambeth 014E,2.77 ,11.84 ,71.01 ,19.90 ,29.00 ,25.90 ,16.40 ,86.50 ,9.50 ,4.10 ,40.50 ,43.50 ,11.80 
E01003079,Lambeth 027A,4.17 ,10.80 ,66.50 ,14.70 ,16.10 ,37.60 ,11.60 ,81.30 ,12.70 ,6.00 ,55.90 ,36.30 ,6.60 
E01003080,Lambeth 027B,2.48 ,6.74 ,73.05 ,19.00 ,20.40 ,31.40 ,18.10 ,88.10 ,9.40 ,2.60 ,38.20 ,47.80 ,12.20 
E01003081,Lambeth 028C,3.58 ,5.10 ,73.64 ,16.50 ,14.70 ,38.90 ,13.90 ,85.30 ,10.50 ,4.20 ,56.50 ,35.00 ,7.30 
E01003082,Lambeth 031C,2.48 ,13.50 ,64.26 ,15.20 ,19.20 ,37.90 ,9.50 ,80.70 ,12.20 ,7.10 ,50.40 ,41.00 ,7.40 
E01003083,Lambeth 030A,2.20 ,11.67 ,68.77 ,20.70 ,20.50 ,31.10 ,15.30 ,82.10 ,11.50 ,6.40 ,39.70 ,43.60 ,13.60 
E01003084,Lambeth 030B,2.71 ,6.64 ,71.82 ,21.70 ,23.00 ,32.50 ,13.20 ,89.70 ,7.00 ,3.40 ,41.80 ,46.40 ,11.10 
E01003085,Lambeth 030C,2.08 ,12.63 ,65.57 ,20.50 ,20.50 ,31.30 ,12.80 ,83.40 ,12.50 ,4.20 ,34.30 ,47.90 ,14.30 
E01003086,Lambeth 031D,2.08 ,6.52 ,65.24 ,15.80 ,14.80 ,32.60 ,10.80 ,82.60 ,12.10 ,5.30 ,54.30 ,38.90 ,5.70 
E01003087,Lambeth 031E,3.22 ,8.41 ,60.16 ,16.90 ,9.00 ,32.10 ,12.90 ,77.60 ,14.90 ,7.50 ,61.90 ,32.60 ,5.10 
E01003088,Lambeth 010A,2.71 ,5.01 ,78.21 ,9.00 ,15.90 ,28.20 ,30.40 ,86.10 ,9.90 ,4.00 ,67.30 ,28.40 ,4.10 
E01003089,Lambeth 008A,3.58 ,3.74 ,74.01 ,13.50 ,9.70 ,28.40 ,23.40 ,86.00 ,10.40 ,3.60 ,65.50 ,30.50 ,3.60 
E01003090,Lambeth 012D,5.28 ,4.39 ,86.49 ,7.70 ,18.30 ,32.90 ,34.40 ,88.20 ,7.20 ,4.60 ,63.50 ,30.00 ,6.10 
E01003091,Lambeth 008B,2.64 ,5.28 ,73.49 ,12.40 ,14.80 ,27.20 ,26.00 ,87.80 ,8.20 ,4.00 ,61.70 ,34.70 ,3.10 
E01003092,Lambeth 008C,2.83 ,9.12 ,70.62 ,12.40 ,14.60 ,31.80 ,19.90 ,78.80 ,13.60 ,7.60 ,66.40 ,30.00 ,3.50 
E01003093,Lambeth 010B,4.11 ,6.96 ,67.27 ,12.30 ,11.60 ,28.30 ,18.80 ,83.00 ,11.70 ,5.30 ,69.80 ,27.90 ,2.20 
E01003094,Lambeth 010C,2.71 ,10.14 ,78.10 ,8.30 ,16.10 ,34.10 ,28.10 ,83.80 ,11.30 ,4.90 ,62.80 ,31.60 ,5.30 
E01003095,Lambeth 012E,2.83 ,6.20 ,77.58 ,12.80 ,23.20 ,28.90 ,25.40 ,89.20 ,7.20 ,3.50 ,50.30 ,37.40 ,10.70 
E01003096,Lambeth 010D,3.87 ,6.04 ,87.40 ,4.20 ,21.70 ,32.20 ,36.20 ,88.50 ,8.30 ,3.20 ,69.40 ,26.00 ,3.70 
E01003097,Lambeth 006A,2.83 ,11.97 ,71.81 ,9.40 ,18.00 ,35.40 ,19.80 ,79.80 ,13.50 ,6.60 ,70.70 ,25.60 ,3.50 
E01003098,Lambeth 005A,2.48 ,9.31 ,72.53 ,13.50 ,19.20 ,34.00 ,21.10 ,86.60 ,8.80 ,4.60 ,57.70 ,34.70 ,5.90 
E01003099,Lambeth 005B,4.20 ,5.60 ,76.60 ,10.10 ,15.50 ,30.50 ,28.50 ,85.20 ,10.50 ,4.30 ,68.00 ,28.20 ,3.30 
E01003100,Lambeth 005C,4.06 ,3.09 ,89.50 ,5.60 ,24.60 ,28.20 ,36.70 ,92.40 ,5.60 ,2.00 ,70.00 ,26.50 ,3.10 
E01003101,Lambeth 003A,4.08 ,4.97 ,76.34 ,9.90 ,18.00 ,32.00 ,23.60 ,85.80 ,10.00 ,4.10 ,68.80 ,26.60 ,4.50 
E01003102,Lambeth 004A,5.43 ,10.24 ,80.61 ,7.70 ,17.80 ,45.40 ,22.20 ,83.50 ,11.40 ,5.10 ,67.90 ,27.80 ,3.60 
E01003104,Lambeth 004C,3.18 ,6.72 ,81.41 ,6.90 ,19.00 ,39.50 ,26.30 ,86.40 ,9.80 ,3.80 ,69.90 ,25.60 ,4.10 
E01003105,Lambeth 003B,2.71 ,10.94 ,70.83 ,8.70 ,15.30 ,42.10 ,15.80 ,81.10 ,12.90 ,6.00 ,69.50 ,26.40 ,3.60 
E01003106,Lambeth 003C,3.56 ,8.92 ,73.29 ,11.10 ,19.20 ,35.60 ,18.20 ,86.60 ,8.80 ,4.60 ,59.70 ,34.40 ,5.60 
E01003107,Lambeth 003D,3.95 ,7.48 ,79.81 ,8.00 ,21.40 ,38.50 ,21.50 ,88.10 ,8.60 ,3.30 ,59.00 ,34.30 ,5.50 
E01003108,Lambeth 002B,3.43 ,10.29 ,69.71 ,10.30 ,12.60 ,46.00 ,14.00 ,80.00 ,12.70 ,7.30 ,70.20 ,26.80 ,2.50 
E01003109,Lambeth 003E,5.41 ,6.78 ,75.61 ,8.70 ,16.20 ,42.00 ,17.00 ,83.90 ,10.50 ,5.60 ,70.80 ,24.50 ,4.20 
E01003110,Lambeth 002C,3.40 ,10.20 ,76.29 ,8.80 ,22.00 ,38.30 ,20.60 ,85.90 ,10.00 ,4.20 ,57.10 ,35.60 ,5.50 
E01003111,Lambeth 002D,3.09 ,12.09 ,66.80 ,11.30 ,13.00 ,37.90 ,15.40 ,78.40 ,14.60 ,7.00 ,73.80 ,21.60 ,3.10 
E01003112,Lambeth 002E,3.76 ,9.52 ,75.23 ,7.30 ,13.20 ,50.60 ,14.50 ,80.30 ,12.50 ,7.20 ,66.90 ,28.10 ,3.10 
E01003113,Lambeth 032A,3.64 ,6.14 ,75.96 ,12.70 ,20.20 ,31.80 ,23.10 ,85.60 ,11.00 ,3.40 ,50.20 ,39.90 ,8.20 
E01003114,Lambeth 032B,4.49 ,5.89 ,76.66 ,13.60 ,22.70 ,31.10 ,20.40 ,86.80 ,9.20 ,4.00 ,48.90 ,41.00 ,8.90 
E01003115,Lambeth 034A,2.94 ,5.32 ,74.60 ,16.90 ,17.50 ,29.10 ,19.30 ,87.50 ,8.90 ,3.60 ,56.20 ,35.10 ,7.50 
E01003116,Lambeth 029A,1.95 ,12.52 ,69.15 ,16.70 ,24.60 ,30.30 ,16.10 ,83.30 ,12.20 ,4.50 ,36.40 ,39.10 ,18.30 
E01003117,Lambeth 029B,3.97 ,9.50 ,75.49 ,10.50 ,22.40 ,35.90 ,20.90 ,87.10 ,8.70 ,4.20 ,53.60 ,37.10 ,7.80 
E01003118,Lambeth 029C,5.17 ,11.01 ,73.26 ,15.00 ,22.70 ,31.70 ,23.30 ,85.20 ,10.70 ,4.10 ,44.30 ,35.80 ,16.40 
E01003119,Lambeth 032C,2.83 ,6.15 ,77.29 ,12.90 ,21.40 ,37.40 ,19.20 ,87.50 ,8.50 ,4.00 ,51.80 ,40.00 ,6.50 
E01003120,Lambeth 032D,4.28 ,4.99 ,79.17 ,12.30 ,18.70 ,44.10 ,14.30 ,84.40 ,10.90 ,4.70 ,64.30 ,28.80 ,6.20 
E01003121,Lambeth 006B,1.95 ,7.08 ,69.15 ,15.10 ,10.30 ,34.90 ,15.80 ,79.60 ,14.20 ,6.20 ,68.60 ,26.30 ,4.50 
E01003122,Lambeth 004D,3.56 ,5.96 ,79.70 ,6.90 ,17.60 ,40.50 ,22.60 ,86.00 ,9.80 ,4.20 ,66.60 ,30.10 ,2.80 
E01003123,Lambeth 006C,2.40 ,6.78 ,79.72 ,12.90 ,25.80 ,31.50 ,19.90 ,88.90 ,8.80 ,2.30 ,56.10 ,33.40 ,8.50 
