lsoa,names,unemployment_rate,couple_household_without_dependent_children,lone_parent_household,ethnic_white,ethnic_black,ethnic_bame,tenure_owned_with_a_mortgage_or_loan,no_qualifications,good_health,bad_health
E01000734,Bromley 028B,404,3102,1604,8709,501,1201,4202,1805,8504,304
E01000790,Bromley 028C,504,2609,10,8007,309,1903,31,1504,8506,4
E01000812,Bromley 028D,309,3501,902,8807,107,1103,3904,1803,8302,403
E01000814,Bromley 028E,204,4802,403,8809,102,1101,4407,901,8902,202
E01000723,Bromley 029A,509,4508,807,9502,206,408,38,2904,7603,602
E01000726,Bromley 029B,301,3604,902,9002,401,908,3903,2206,8007,509
E01000787,Bromley 029C,707,3004,1101,9102,308,808,3607,3207,7806,508
E01000788,Bromley 029D,603,3408,1108,8206,508,1704,3702,2203,8108,408
E01000791,Bromley 029E,5,3806,807,9002,306,908,37,2803,81,409
E01000832,Bromley 030A,307,3408,509,8506,302,1404,4106,1307,8504,301
E01000835,Bromley 030B,309,2301,1504,8902,205,1008,3703,1603,8508,302
E01000836,Bromley 030C,301,3208,1108,8901,2,1009,5406,1302,90,201
E01000837,Bromley 030D,404,2809,903,8503,4,1407,3704,1809,8108,503
E01000838,Bromley 030E,207,3702,701,9003,2,907,4108,1803,82,407
E01000839,Bromley 030F,305,4301,609,9101,206,809,4205,1104,8907,107
E01000840,Bromley 030G,3,45,402,9304,203,606,3203,2002,7904,5
E01000841,Bromley 030H,303,3605,708,91,107,9,4106,1401,8604,206
E01000753,Bromley 031A,309,4101,605,9305,102,605,3506,1506,8209,402
E01000754,Bromley 031B,406,2807,1103,8905,1,1005,3804,1605,8408,204
E01000755,Bromley 031C,209,3501,705,9108,9,802,42,15,8502,302
E01000757,Bromley 031D,207,4604,5,9406,1,504,3808,1406,8608,205
E01000758,Bromley 031E,209,4008,708,9005,106,905,4009,1206,8402,303
E01000786,Bromley 032A,406,4806,702,9302,2,608,3006,2103,8007,402
E01000789,Bromley 032B,1402,1504,2908,7906,1105,2004,1504,2909,8209,408
E01000792,Bromley 032C,604,3602,1405,8208,908,1702,3101,2401,8006,409
E01000793,Bromley 032D,301,4603,506,93,4,7,4004,1508,8305,308
E01000795,Bromley 032E,5,3407,1005,91,208,9,3905,2004,8404,408
E01000665,Bromley 033A,405,3309,1102,8804,305,1106,4207,1804,84,403
E01000666,Bromley 033B,4,43,606,9403,104,507,3508,1502,8702,208
E01000667,Bromley 033C,305,42,604,8904,105,1006,42,1605,8509,308
E01000756,Bromley 033D,203,4108,607,8805,104,1105,3806,1606,8506,206
E01000759,Bromley 034A,306,3806,508,9407,8,503,4806,1506,8707,203
E01000760,Bromley 034B,308,3501,809,9305,107,605,4306,1905,8306,309
E01000761,Bromley 034C,407,4004,703,9209,109,701,5209,1501,8706,203
E01000765,Bromley 034D,4,33,903,9305,109,605,43,1306,8606,301
E01000768,Bromley 034E,403,3708,8,9301,101,609,3504,1608,8405,406
E01000681,Bromley 035A,302,3407,702,9005,104,905,5009,1404,8702,2
E01000682,Bromley 035B,302,34,803,9203,2,707,4002,19,8403,304
E01000683,Bromley 035C,402,2602,1008,8309,204,1601,4608,1703,8406,408
E01000684,Bromley 035D,304,3705,704,8307,307,1603,5103,1309,8809,205
E01000794,Bromley 035E,309,4608,506,9206,105,704,3706,1701,8205,307
E01000749,Bromley 036A,202,4209,604,9509,4,401,3808,2209,8204,401
E01000750,Bromley 036B,703,2503,1704,9102,201,808,2008,2808,7701,606
E01000751,Bromley 036C,4,2904,904,8203,206,1707,4005,1903,8408,304
E01000752,Bromley 036D,409,3209,904,95,104,5,3002,2307,8008,407
E01000680,Bromley 037A,209,46,602,95,2,5,39,1302,8604,208
E01000685,Bromley 037B,501,2901,1002,9204,2,706,4309,2106,8301,404
E01000686,Bromley 037C,207,3708,707,9109,2,801,3801,1805,8505,306
E01000687,Bromley 037D,401,3902,1001,9304,7,606,4001,1706,8607,204
E01000688,Bromley 037E,3,4209,508,9104,105,806,4506,13,8605,206
E01000654,Bromley 039A,406,4005,1001,9502,7,408,5804,1704,8509,305
E01000655,Bromley 039B,404,3602,1206,9505,2,405,5505,1503,8701,304
E01000656,Bromley 039C,309,4209,606,9309,105,601,5407,1801,8708,204
E01000657,Bromley 039D,403,3307,1209,95,103,5,4302,22,8505,303
E01000659,Bromley 039E,307,3506,1006,9609,1,301,6004,1303,8802,204
E01000816,Bromley 040A,506,3601,1207,7307,1209,2603,4506,2002,8309,308
E01000818,Bromley 040B,306,4008,903,8009,804,1901,4508,1802,8503,303
E01000819,Bromley 040C,1006,1808,1909,7409,1204,2501,2906,2403,7909,607
E01032562,Bromley 040D,807,1702,2605,7305,1407,2605,2608,3004,7807,602
E01032563,Bromley 040E,407,3906,508,8105,605,1805,3707,2004,7807,605
E01000707,Bromley 041A,304,2804,602,9101,105,809,5907,905,9006,108
E01000708,Bromley 041B,402,2809,908,86,504,14,4501,1604,8502,308
E01000771,Bromley 041C,404,3703,801,8108,208,1802,4505,1406,8803,203
E01000774,Bromley 041D,406,3302,11,8206,6,1704,4603,17,8608,303
E01032568,Bromley 041E,703,2103,1709,8103,906,1808,3403,2507,8004,604
E01000658,Bromley 042A,404,4701,701,9802,1,108,3505,2106,8104,502
E01000747,Bromley 042B,404,37,807,94,103,6,37,2001,8601,207
E01000748,Bromley 042C,308,4409,606,9509,7,401,3501,2301,8108,309
E01032570,Bromley 042D,405,3803,1009,9604,1,306,4004,1907,8301,309
E01001137,Croydon 001A,804,2202,1305,6204,1901,3706,2805,1203,8309,403
E01001138,Croydon 001B,606,2209,1303,6502,1801,3408,3209,1003,8705,3
E01001156,Croydon 001C,907,1608,1807,5506,2409,4404,2907,1802,8104,605
E01001162,Croydon 001D,1002,1809,2305,53,27,47,2901,1609,8401,402
E01001164,Croydon 001E,705,2005,1303,6508,1502,3402,2709,1004,8703,3
E01001084,Croydon 002A,503,3109,1002,5104,1309,4806,37,1503,8302,403
E01001157,Croydon 002B,504,2605,1208,4109,2607,5801,4407,1701,8208,503
E01001159,Croydon 002C,701,27,1207,5103,2209,4807,3404,1208,8309,402
E01001160,Croydon 002D,707,3008,1201,3102,2209,6808,4106,1701,8406,303
E01001163,Croydon 002E,603,2206,1302,5405,2402,4505,4102,1504,8506,306
E01001083,Croydon 003A,609,3407,907,40,1905,60,4205,1507,8401,308
E01001086,Croydon 003B,7,2502,1701,3407,2803,6503,4603,1607,8104,503
E01001087,Croydon 003C,908,1806,1307,3404,2401,6506,2204,1605,8306,408
E01001161,Croydon 003D,1208,1504,2804,3401,34,6509,2504,2609,78,607
E01001085,Croydon 004A,605,1806,1203,3209,2609,6701,2808,1706,7907,508
E01001088,Croydon 004B,701,2403,1909,3208,3302,6702,4009,1702,8408,307
E01001089,Croydon 004C,908,1408,2004,3707,2509,6203,2604,1907,8304,502
E01001090,Croydon 004D,702,1804,2208,3602,2907,6308,2402,1406,8406,404
E01001091,Croydon 004E,708,29,1102,3906,2105,6004,4002,1209,8403,308
E01001147,Croydon 005A,1107,1106,2606,3209,3909,6701,3005,2103,82,406
E01001148,Croydon 005B,909,1609,1909,3508,44,6402,4206,1709,8406,406
E01001151,Croydon 005C,1108,1309,2106,3709,3602,6201,2703,2604,8007,504
E01001152,Croydon 005D,903,11,2201,2903,4201,7007,2707,1609,8408,307
E01001158,Croydon 005E,803,1801,20,5105,3104,4805,3706,16,8501,306
E01001146,Croydon 006A,903,2202,2106,2901,5003,7009,4508,16,8302,504
E01001149,Croydon 006B,909,1807,2307,3903,4209,6007,4801,1505,8509,3
E01001150,Croydon 006C,802,2003,1904,4002,3809,5908,5002,1308,8706,304
E01001153,Croydon 006D,806,1602,1906,2609,4509,7301,4208,1508,8502,402
E01001154,Croydon 006E,1106,1208,2503,3108,4303,6802,3303,1804,8602,4
E01001136,Croydon 007A,1201,1309,1603,4207,3301,5703,2407,21,8101,408
E01001139,Croydon 007B,804,2109,1504,4409,3409,5501,4307,1402,8408,309
E01001140,Croydon 007C,804,2007,1602,5503,2601,4407,4309,1406,8604,306
E01001142,Croydon 007D,705,2603,1603,4709,3705,5201,4206,1303,8605,309
E01001144,Croydon 007E,1309,1203,2008,3901,3903,6009,2905,1705,8006,602
E01001141,Croydon 008A,706,1505,2004,4202,3902,5708,2606,1701,8109,501
E01001143,Croydon 008B,13,1609,2102,4102,4103,5808,32,1708,7807,701
E01001145,Croydon 008C,1206,906,2305,3607,3804,6303,1407,20,8007,509
E01001191,Croydon 008D,1103,1309,1806,3608,4006,6302,2705,1703,8306,403
E01001192,Croydon 008E,1306,1505,23,4209,4006,5701,3207,1603,8106,503
E01000994,Croydon 009A,903,2208,1702,2903,3501,7007,4102,1508,8502,403
E01000995,Croydon 009B,10,1803,1409,2209,3204,7701,3205,1803,8402,407
E01000996,Croydon 009C,607,2609,1607,2402,3908,7508,4506,1308,8308,405
E01000997,Croydon 009D,10,2102,1507,2607,3009,7303,3804,2105,8102,602
E01000999,Croydon 009E,701,2002,1501,2008,2606,7902,4004,1802,83,401
E01001002,Croydon 009F,705,1605,1905,2407,3906,7503,4102,1706,8302,502
E01000998,Croydon 010A,908,1403,1907,2802,3708,7108,2808,1607,8206,4
E01001000,Croydon 010B,906,2009,1605,2404,3605,7506,3305,1505,8303,5
E01001003,Croydon 010C,701,1604,1709,3106,3905,6804,2508,1905,8408,4
E01001111,Croydon 010D,807,2007,2101,3405,4003,6505,4205,1703,8201,409
E01001155,Croydon 010E,1107,1501,1705,2508,4501,7402,2001,2504,7505,902
E01001174,Croydon 011A,803,2206,1706,2006,2806,7904,3902,1707,8308,502
E01001175,Croydon 011B,1106,19,2007,2403,3702,7507,3805,1703,82,5
E01001176,Croydon 011C,804,1704,2103,17,2809,83,3208,1501,8407,406
E01001182,Croydon 011D,701,2104,1409,2503,2905,7407,3301,1908,8207,407
E01001183,Croydon 011E,902,2108,1605,1501,3204,8409,3108,1608,8005,505
E01001184,Croydon 011F,607,2507,1701,21,3401,79,4102,1701,8102,506
E01001001,Croydon 013A,1204,1406,1909,2904,4404,7006,3605,2007,8103,508
E01001109,Croydon 013B,902,1205,2109,4304,3102,5606,2508,2403,7608,607
E01001112,Croydon 013C,1202,1208,2605,3705,4102,6205,2309,1705,8101,505
E01001113,Croydon 013D,1003,1609,21,3609,4001,6301,3202,1603,83,403
E01001114,Croydon 013E,1308,13,3004,3202,4109,6708,2301,1903,8405,505
E01001116,Croydon 013F,902,2006,1909,3407,3501,6503,4105,1604,8401,401
E01000992,Croydon 014A,1001,1505,2007,50,2903,50,3007,2105,8202,505
E01001185,Croydon 014B,8,2006,17,5806,2201,4104,43,18,8403,403
E01001186,Croydon 014C,1207,1501,1901,4301,3702,5609,3208,18,8106,507
E01001188,Croydon 014D,1105,1504,2305,4102,3804,5808,3207,1901,8403,407
E01001193,Croydon 014E,1001,1304,3605,3707,3409,6203,2203,1509,8302,408
E01001004,Croydon 015A,805,1502,2309,2802,3807,7108,3205,1902,8601,404
E01001115,Croydon 015B,1201,1504,2106,2904,3201,7006,28,24,7807,708
E01001117,Croydon 015C,708,1502,1804,2609,2906,7301,2604,1704,8203,604
E01001178,Croydon 015D,1604,1005,2402,2907,3502,7003,1706,2001,8109,604
E01001181,Croydon 015E,804,901,2607,2802,32,7108,1607,1901,8205,506
E01001006,Croydon 016A,803,1507,2404,3702,2609,6208,3406,1709,8509,305
E01001007,Croydon 016B,903,2008,1505,24,2001,76,41,1809,8309,406
E01001177,Croydon 016C,803,1308,23,2603,2705,7307,3304,1708,81,602
E01001179,Croydon 016D,607,2008,1703,2601,2404,7309,4204,1807,8209,404
E01001180,Croydon 016E,1008,1704,2305,2602,2604,7308,3909,1805,8606,305
E01000980,Croydon 017A,702,2102,1603,5309,2408,4601,4608,1509,8401,308
E01000981,Croydon 017B,602,26,1501,5906,2005,4004,5102,1507,8507,308
E01000982,Croydon 017C,705,2504,17,6003,1801,3907,4108,1604,8504,409
E01000983,Croydon 017D,602,2609,1101,6304,14,3606,4506,1505,8408,303
E01001187,Croydon 017E,901,1903,1805,4904,26,5006,3706,1707,8306,401
E01000989,Croydon 018A,301,3001,1307,6909,1108,3001,5401,1708,8501,306
E01000991,Croydon 018B,407,4104,803,7309,1006,2601,4409,1901,8309,309
E01001131,Croydon 018C,507,22,1407,7903,803,2007,4707,1805,8306,404
E01001132,Croydon 018D,506,42,802,7703,603,2207,3701,1906,7906,407
E01001134,Croydon 018E,504,3207,905,7304,606,2606,4609,1608,8505,307
E01001005,Croydon 019A,902,1402,16,2203,2305,7707,3801,1507,8501,308
E01001008,Croydon 019B,1002,18,2507,3604,2203,6306,3001,2801,8109,507
E01001009,Croydon 019C,609,1404,1701,2007,2707,7903,3202,1603,8605,301
E01001010,Croydon 019D,1001,1502,2808,48,2306,52,2603,3004,7809,801
E01001011,Croydon 019E,903,13,1709,2409,2404,7501,2408,1607,8308,409
E01001012,Croydon 020A,1204,13,1503,2508,2805,7402,1809,1804,8102,509
E01001013,Croydon 020B,1309,1008,2201,3308,29,6602,14,2506,7603,804
E01001048,Croydon 020C,808,1707,1509,3608,2203,6302,1703,807,87,303
E01001110,Croydon 020D,906,1409,1901,3508,3304,6402,2005,1303,8306,507
E01001118,Croydon 020E,1109,1606,2607,3404,3401,6506,2402,2301,7807,708
E01000985,Croydon 021A,504,3902,805,7005,1102,2905,4602,1407,8602,209
E01000986,Croydon 021B,405,31,1003,6301,1302,3609,3409,1206,85,303
E01000987,Croydon 021C,405,38,904,6902,1101,3008,4905,1601,85,307
E01000993,Croydon 021D,505,2704,1501,67,1404,33,4009,1703,8406,301
E01000975,Croydon 022A,504,2409,1104,5501,11,4409,3001,1108,8607,302
E01000976,Croydon 022B,706,1908,1307,5106,1603,4804,2705,1507,8308,5
E01000977,Croydon 022C,1005,1603,909,54,1802,46,2302,1903,7701,704
E01000978,Croydon 022D,707,1902,901,5705,1501,4205,2701,1202,8507,406
E01000979,Croydon 022E,409,2402,705,5705,904,4205,2804,1007,86,307
E01000984,Croydon 022F,801,1807,1303,5106,1608,4804,2409,2001,79,8
E01001044,Croydon 023A,604,2709,604,5508,905,4402,2704,808,8505,305
E01001046,Croydon 023B,5,2301,409,4005,305,5905,2104,6,87,207
E01001049,Croydon 023C,408,3906,807,4902,804,5008,3207,1104,8601,4
E01001050,Croydon 023D,607,1906,809,5007,908,4903,1408,2201,78,705
E01001014,Croydon 024A,802,1905,2204,4009,2304,5901,2807,1703,8403,408
E01001042,Croydon 024B,9,1805,1701,5507,1709,4403,2105,1507,8506,305
E01001165,Croydon 024C,606,2406,12,5603,2103,4307,4109,1603,85,405
E01001166,Croydon 024D,809,1608,19,5603,1907,4307,2603,1707,8206,405
E01001168,Croydon 024E,505,2504,1005,5805,1609,4105,4302,1404,8405,304
E01001127,Croydon 025A,409,4401,608,7605,804,2305,4603,1406,8401,307
E01001128,Croydon 025B,1009,17,2905,5406,2706,4504,2208,2406,8303,6
E01001130,Croydon 025C,1504,10,4308,3806,3909,6104,1009,2306,8501,403
E01001135,Croydon 025D,403,3808,801,7202,8,2708,4206,1606,8408,306
E01001062,Croydon 026A,209,4401,7,6909,809,3001,3909,15,8303,304
E01001063,Croydon 026B,408,3503,805,7307,806,2603,4508,1208,8307,306
E01001064,Croydon 026C,404,4302,7,7102,509,2808,4206,1605,8203,401
E01001129,Croydon 026D,302,45,506,7907,609,2003,5102,1302,8605,304
E01001133,Croydon 026E,504,3209,5,7506,7,2404,31,2506,7706,504
E01001035,Croydon 027A,702,2209,803,6109,1306,3801,2609,1101,8502,4
E01001043,Croydon 027B,706,1906,1505,5002,1809,4908,1806,1106,8801,301
E01001045,Croydon 027C,906,1907,905,5805,1205,4105,1403,1407,8103,501
E01001047,Croydon 027D,508,1803,902,6502,1203,3408,29,1204,8501,405
E01001170,Croydon 027E,507,1601,1707,5809,1701,4101,2208,1608,7908,504
E01001167,Croydon 028A,8,2408,1508,5104,1901,4806,4305,1701,8401,404
E01001169,Croydon 028B,803,1804,2204,5409,2101,4501,2702,2704,7903,607
E01001171,Croydon 028C,608,1801,2301,5205,2008,4705,2508,2109,7409,706
E01001172,Croydon 028D,1005,1404,26,5601,1909,4309,2405,3202,7704,609
E01001173,Croydon 028E,603,22,1709,5405,1901,4505,2803,1306,8506,309
E01001036,Croydon 029A,501,3704,401,6804,507,3106,3308,1203,8409,306
E01001037,Croydon 029B,704,22,1703,6404,15,3506,3602,14,8603,209
E01001038,Croydon 029C,507,2607,8,6504,1208,3406,3102,1007,8503,401
E01001039,Croydon 029D,403,3507,605,7605,505,2305,4001,904,87,3
E01001040,Croydon 029E,605,2409,1309,7104,905,2806,41,1401,8801,208
E01001051,Croydon 030A,1106,1801,2704,6309,2405,3601,1609,37,78,605
E01001052,Croydon 030B,14,1606,36,6109,2701,3801,2006,32,8202,507
E01001054,Croydon 030C,1107,2401,2503,6801,23,3109,2609,3506,7904,701
E01001056,Croydon 030D,1602,1208,3903,6009,2403,3901,1307,3203,8107,509
E01001057,Croydon 030E,1803,708,4701,5401,2707,4509,702,2907,8206,5
E01001033,Croydon 031A,707,2509,1102,6409,11,3501,4101,1303,8309,307
E01001034,Croydon 031B,504,2904,905,7107,1003,2803,4204,1004,8806,207
E01001041,Croydon 031C,801,1903,14,6305,1408,3605,3101,1302,8602,309
E01001095,Croydon 031D,506,2407,1305,6601,1303,3309,4504,1201,8804,205
E01001100,Croydon 031E,302,2808,704,7602,809,2308,4208,1109,8509,309
E01001053,Croydon 032A,802,2801,2106,7702,1305,2208,3308,3307,8003,604
E01001055,Croydon 032B,1104,2408,2109,7505,1509,2405,2207,3906,7406,807
E01001077,Croydon 032C,6,3709,1403,8305,806,1605,4601,2801,8306,401
E01001078,Croydon 032D,1003,25,2707,75,1507,25,2703,3103,8001,503
E01001082,Croydon 032E,1002,2201,2804,7705,1501,2205,3205,3208,7906,502
E01001120,Croydon 033A,306,3508,10,7708,806,2202,5203,1603,8507,305
E01001122,Croydon 033B,309,4204,701,6907,801,3003,4903,1006,8708,207
E01001123,Croydon 033C,309,4103,7,7906,602,2004,4106,1601,8308,302
E01001124,Croydon 033D,308,4605,504,8406,208,1504,3901,1109,8508,3
E01001125,Croydon 033E,507,3602,906,7302,604,2608,4302,1509,8406,402
E01001058,Croydon 034A,6,3304,1207,8102,709,1808,4806,1502,8405,404
E01001059,Croydon 034B,404,2403,1103,8206,607,1704,4401,1504,8409,307
E01001060,Croydon 034C,502,2606,1304,8003,807,1907,4708,1501,8408,301
E01001061,Croydon 034D,607,2203,1403,76,1002,24,4301,2104,8105,502
E01001065,Croydon 034E,506,3008,601,8404,601,1506,4102,1803,8106,4
E01001066,Croydon 034F,1008,1504,31,6001,2307,3909,2303,2706,8006,604
E01001119,Croydon 034G,206,3809,9,8909,309,1001,4707,1609,8601,301
E01001126,Croydon 034H,304,3601,11,85,405,15,4507,1902,8207,306
E01001032,Croydon 035A,207,4709,504,8105,208,1805,39,1104,8506,309
E01001101,Croydon 035B,4,3909,401,8303,302,1607,4705,11,9001,2
E01001102,Croydon 035C,202,3507,5,7908,309,2002,34,1504,8007,409
E01001107,Croydon 035D,501,4008,408,7303,5,2607,3604,903,8708,2
E01001108,Croydon 035E,401,4305,605,8004,4,1906,4504,902,88,207
E01001076,Croydon 036A,1101,2204,2301,7302,1304,2608,3102,3508,8002,509
E01001079,Croydon 036B,1004,2305,2707,7709,1408,2201,2701,34,7806,608
E01001080,Croydon 036C,1309,1504,2502,71,1802,29,1006,4303,7209,904
E01001081,Croydon 036D,1104,2503,2203,7609,1304,2301,3204,3704,7709,505
E01001073,Croydon 037A,603,2805,809,7402,6,2508,4009,1104,8407,4
E01001092,Croydon 037B,604,34,705,6602,709,3308,3903,1704,7804,506
E01001093,Croydon 037C,5,2608,1503,5705,1105,4205,4308,1404,8702,301
E01001096,Croydon 037D,209,4006,901,7101,706,2809,4306,905,8803,208
E01001097,Croydon 037E,407,2205,1005,6701,807,3209,2702,1306,8209,5
E01001098,Croydon 037F,5,4508,606,7608,5,2302,4907,1002,8806,205
E01001028,Croydon 038A,407,3906,409,6107,407,3803,4703,1204,8408,402
E01001029,Croydon 038B,402,3402,901,6808,606,3102,3909,1509,8204,501
E01001030,Croydon 038C,208,3608,5,6503,809,3407,4906,11,8702,303
E01001031,Croydon 038D,502,4007,605,7602,406,2308,5001,1105,8608,303
E01001094,Croydon 038E,309,4107,5,6508,3,3402,4202,1201,8402,405
E01001103,Croydon 039A,403,3508,702,8203,302,1707,3905,1803,8305,409
E01001105,Croydon 039B,504,2705,1401,8404,605,1506,4302,2507,8201,407
E01001106,Croydon 039C,506,3301,1401,8103,504,1807,4507,2002,8307,502
E01001121,Croydon 039D,302,5203,506,8308,204,1602,4001,1505,8506,401
E01001069,Croydon 040A,401,3408,808,7608,504,2302,53,1508,8308,4
E01001070,Croydon 040B,803,3302,1407,7101,1106,2809,4302,1808,8104,504
E01001075,Croydon 040C,505,26,1001,8108,504,1802,4704,1502,86,302
E01001099,Croydon 040D,704,2907,1607,7201,805,2709,4203,1209,8607,306
E01001015,Croydon 041A,708,3007,1804,7907,801,2003,3501,1903,8305,501
E01001016,Croydon 041B,408,3409,1101,7807,605,2103,4104,1403,8502,3
E01001023,Croydon 041C,701,2206,1008,6807,809,3103,3406,2002,7907,506
E01001067,Croydon 041D,402,4308,407,7206,508,2704,5107,10,8903,203
E01001074,Croydon 041E,606,2408,1403,6903,908,3007,3504,1504,84,307
E01001068,Croydon 042A,508,3005,1606,78,903,22,38,1401,8504,303
E01001071,Croydon 042B,409,3005,1301,8307,503,1603,4605,1403,8708,3
E01001072,Croydon 042C,5,4405,709,8407,204,1503,4403,1602,8501,403
E01001104,Croydon 042D,5,3701,604,7905,502,2005,5107,1203,8805,208
E01001017,Croydon 043A,408,4007,706,8802,204,1108,4801,11,8701,2
E01001024,Croydon 043B,503,3205,1005,80,507,20,5004,1506,8609,202
E01001025,Croydon 043C,407,3706,10,8403,405,1507,4909,1803,86,209
E01001026,Croydon 043D,306,3104,1208,8709,4,1201,5102,1804,8306,402
E01001027,Croydon 043E,4,3403,1205,7904,403,2006,5009,13,86,302
E01001018,Croydon 044A,5,3906,609,92,2,8,4703,1605,83,304
E01001019,Croydon 044B,408,4003,309,8602,402,1308,3901,1602,8504,4
E01001020,Croydon 044C,403,3407,1004,8306,501,1604,4702,2006,8207,405
E01001021,Croydon 044D,1001,2401,19,8006,704,1904,2609,3102,72,803
E01001022,Croydon 044E,506,4102,805,8703,303,1207,4201,1909,8102,409
E01000990,Croydon 045A,1008,1604,27,5603,2406,4307,2201,3101,7809,704
E01001189,Croydon 045B,706,2204,20,4708,2909,5202,5003,1706,8302,408
E01001190,Croydon 045C,608,17,25,4104,3907,5806,4509,1505,8301,402
E01001194,Croydon 045D,702,2201,21,5108,3203,4802,5204,1406,8506,301
E01032569,Croydon 045E,1108,1404,3706,5303,2609,4607,2108,2708,7809,605
E01001269,Ealing 001A,505,2104,1002,4907,1103,5003,3706,1407,8701,306
E01001271,Ealing 001B,707,2304,1201,4804,1301,5106,4108,1802,8305,404
E01001309,Ealing 001C,509,2208,908,4501,1201,5409,4403,1803,8506,308
E01001310,Ealing 001D,704,2109,1408,43,1802,57,4108,1509,8502,304
E01001311,Ealing 001E,708,1801,1903,5105,1306,4805,3003,2609,7906,607
E01001307,Ealing 002A,7,2901,709,4901,1009,5009,36,1402,8502,308
E01001308,Ealing 002B,601,3005,708,3702,708,6208,3406,1309,82,402
E01001312,Ealing 002C,602,2504,11,3902,801,6008,3002,1503,86,306
E01001313,Ealing 002D,607,2406,11,3502,1004,6408,38,1505,8401,401
E01001314,Ealing 002E,5,2701,1105,4801,905,5109,4201,1406,8606,302
E01001315,Ealing 003A,7,2501,1405,4105,1702,5805,44,1804,8309,401
E01001316,Ealing 003B,1003,1603,2405,4104,2104,5806,20,2403,8206,506
E01001317,Ealing 003C,803,1907,1708,4808,1504,5102,3501,2307,8204,501
E01001318,Ealing 003D,906,1701,21,4907,1309,5003,2504,2602,7805,6
E01001320,Ealing 003E,1202,1509,3204,4608,2108,5302,2308,2402,8309,502
E01001321,Ealing 003F,706,2605,1404,5204,1506,4706,2906,2303,8006,507
E01001270,Ealing 004A,702,2508,1301,5203,1209,4707,46,1705,8504,402
E01001319,Ealing 004B,506,2802,1207,5005,1107,4905,4104,1906,85,4
E01001322,Ealing 004C,603,2401,1301,5307,1006,4603,37,17,8607,3
E01001323,Ealing 004D,601,2202,1204,4801,1204,5109,3101,1607,8501,402
E01001341,Ealing 005A,601,2406,608,3401,802,6509,3201,17,8307,306
E01001342,Ealing 005B,601,2209,907,3607,602,6303,3503,1602,8301,5
E01001343,Ealing 005C,701,2806,1307,4302,601,5608,3703,1507,8308,305
E01001345,Ealing 005D,901,2002,1304,3203,705,6707,3707,2204,8201,403
E01001265,Ealing 006A,608,1909,1402,53,1005,47,3307,1601,8605,304
E01001266,Ealing 006B,6,28,1109,4806,804,5104,3603,15,8208,404
E01001267,Ealing 006C,807,1908,14,4804,1508,5106,2804,2407,7703,708
E01001272,Ealing 006D,605,21,1209,4805,1003,5105,3104,1505,8406,4
E01001349,Ealing 006E,904,2007,16,4508,1709,5402,2604,2106,7806,507
E01001344,Ealing 007A,608,2302,13,5006,1001,4904,3108,1602,8204,503
E01001346,Ealing 007B,405,29,807,5509,609,4401,4106,1603,8406,301
E01001347,Ealing 007C,601,2407,907,54,906,46,3605,1703,8504,4
E01001348,Ealing 007D,409,2404,1005,5507,609,4403,2907,1406,8504,401
E01001257,Ealing 008A,1304,1307,25,4101,2204,5809,1805,3005,7809,7
E01001324,Ealing 008B,902,1708,1606,4409,1702,5501,2804,1806,8409,406
E01001326,Ealing 008C,1009,1504,1909,4706,1807,5204,2702,2506,7908,507
E01001330,Ealing 008D,1101,1402,1705,4404,2002,5506,2301,2708,7802,8
E01001332,Ealing 008E,1209,1801,2101,3901,2309,6009,2104,2401,7902,702
E01001325,Ealing 009A,9,2008,1609,5208,1706,4702,3709,2707,8101,6
E01001327,Ealing 009B,906,1802,1305,4704,1303,5206,32,2506,7905,607
E01001328,Ealing 009C,1203,1904,1908,4209,22,5701,2302,2605,81,508
E01001329,Ealing 009D,803,2102,1902,4608,1409,5302,3208,2509,8301,403
E01001331,Ealing 009E,1409,1008,3007,3609,2705,6301,2102,2304,8306,408
E01001258,Ealing 010B,8,2302,12,4708,1102,5202,38,1902,8304,406
E01001262,Ealing 010C,10,1806,1702,4701,1902,5209,3206,2402,7801,607
E01001263,Ealing 010D,904,1908,1509,4205,19,5705,3004,2407,7908,603
E01001264,Ealing 010E,804,25,1507,5006,1302,4904,34,2306,8005,509
E01032743,Ealing 010F,9,1109,2207,3204,1906,6706,2008,1506,8809,304
E01032744,Ealing 010G,709,1404,1603,3502,1507,6408,2904,2603,75,801
E01001276,Ealing 011A,605,2206,1101,5401,707,4509,2708,1307,88,305
E01001277,Ealing 011B,507,2401,10,5202,409,4708,2101,1202,8602,403
E01001278,Ealing 011C,705,23,1104,4701,509,5209,1901,1101,8502,403
E01001280,Ealing 011D,501,2603,807,5905,408,4005,2105,705,8604,302
E01001218,Ealing 012A,1004,1702,1801,3303,20,6607,1806,2505,7906,604
E01001260,Ealing 012B,503,2101,904,4402,704,5508,3405,1903,8101,507
E01001261,Ealing 012C,9,1909,1306,4404,12,5506,2001,1805,8403,405
E01001268,Ealing 012D,501,2801,706,5902,605,4008,39,2004,8403,401
E01001209,Ealing 013A,306,2604,906,7906,204,2004,4402,7,9001,203
E01001211,Ealing 013B,505,25,702,7304,306,2606,2802,804,8601,308
E01001279,Ealing 013C,403,3404,602,7009,108,2901,3404,509,8701,204
E01001281,Ealing 013D,208,2604,606,7807,202,2103,3706,6,8608,209
E01001217,Ealing 014A,603,2705,1203,27,1004,73,4301,1603,8309,309
