Codes,Names,over65,Workingage,Couple_househol_ with_dependent_children,Couple_household_without_dependent_children,One_person_household,Other_multi_person_household,Good_health,Fair_health,Bad_health,No_cars,car1,car2,No_qualifications,Level_1_qualifications,Level_2_qualifications, Apprenticeship,Level_3_qualifications,Level_4_qualifications_and_above,Other_qualifications,lntheft
E01003648,Redbridge 012B,21.0160056,63.4655532,19.7,40.5,22.3,11.9,81.9,13.7,4.4,11,44.7,34.5,19.5,13.5,15.4,2.5,9.9,32.1,7.1,1.02373675
E01003649,Redbridge 012C,13.8395591,65.7072872,28.2,33,13.8,15,82.6,12.6,4.8,15.2,42,32.6,16.2,12,14.2,2.1,10.7,36,8.7,0.89587555
E01003650,Redbridge 015B,19.1672174,59.7488434,18.4,27.2,28.4,13.1,78.8,15.8,5.4,32.2,40.9,20.9,21.1,12.4,13.7,2.3,10.2,30.4,9.9,1.78313014
E01003651,Redbridge 012D,14.8878314,66.621346,28.1,29,20.6,15.9,81.6,13.9,4.4,18.9,36.3,33.7,15.6,11.2,14.1,1.3,10.8,35.6,11.4,1.00035192
E01003652,Redbridge 015C,12.0077469,65.203357,32.6,28.8,15.1,12.4,84.3,11.1,4.6,14.1,43.4,33,15.2,11.5,14.4,1.3,11,38.4,8.2,1.64183198
E01003653,Redbridge 015D,11.4208022,65.8735554,24.8,23.6,24.2,15.3,82.6,12.3,5.1,32.6,47.5,14.7,16.4,12,12.1,1.4,8.7,34.9,14.5,3.44269895
E01003654,Redbridge 004A,13.4357006,64.9392194,22.2,26,25.7,11.3,82.3,13,4.7,23.4,49.3,21.4,18.9,12.4,12.9,2.8,10.4,34.8,7.8,1.34515242
E01003655,Redbridge 004B,14.0397351,68.2781457,20.7,31,29.3,8.6,85,10.6,4.4,21,56.4,17.9,16.3,11.9,14,2.4,8.8,38.6,8,1.37964982
E01003656,Redbridge 005A,17.1927468,64.5399597,17,24.1,35.8,7.5,77.7,15.8,6.5,29.7,44,20.1,25,15.5,14.4,3.5,11.8,23.8,6,1.68133679
E01003657,Redbridge 005B,15.0789852,65.7252274,20.1,31.4,29,6.4,84.4,10.7,4.9,17.1,48,26.4,20.9,15.5,14.5,2.6,13,27.7,5.7,2.39880873
E01003658,Redbridge 004C,11.4614918,65.7368102,15.9,21.9,36.1,9.9,80.8,13,6.2,36.6,46.9,13,23.8,15,13.7,2,8.7,26.9,9.9,2.44426994
E01003659,Redbridge 005C,11.5243902,66.7073171,27,28.4,23.8,6.9,86.6,9.5,3.8,13.2,51.9,26.8,17.6,14.7,16.2,4.3,11.5,28.3,7.3,1.5847453
E01003660,Redbridge 004D,11.0011641,70.1396973,27.1,30.8,23.1,6.6,88.1,9.1,2.8,13.3,51.9,26.2,16.9,15.4,14.9,2.7,13.6,29.8,6.6,0.55745147
E01003661,Redbridge 019A,12.6614987,65.994832,25.7,28,21,11.2,83.1,12.1,4.8,22.6,45.8,24.6,20.1,14,14.6,2.9,11.6,28.2,8.6,0.94933059
E01003662,Redbridge 019B,9.46745562,67.0252824,20.2,21.3,32.4,12,84.5,11.6,3.9,40.1,44.9,12.7,18.1,14.1,15,2,11.1,29.2,10.5,2.84569719
E01003663,Redbridge 019C,22.8320527,55.2140505,21.6,27.9,31.4,10.1,75.8,17.9,6.3,23.9,47.1,22.1,30.5,13,13.1,2.4,11.2,20.6,9.2,1.34597535
E01003665,Redbridge 019E,10.5582524,63.1067961,31.9,27.6,16.6,11.7,85.4,11.1,3.5,18.1,47.4,28.7,17.5,18,14.6,3.5,11.4,28.3,6.7,1.10987548
E01003666,Redbridge 019F,4.95905369,67.288444,22.5,13.8,34.8,8.4,85.9,11.2,2.9,39,47.7,11.6,14.7,15.8,15.1,1.6,11.3,31.1,10.4,2.73881267
E01003668,Redbridge 007A,14.9815043,70.2219482,15.6,31.8,38,10.9,84.3,11.8,3.9,27.2,51.5,17.6,13.7,7.9,10.3,1.2,11.7,48.6,6.6,2.77443658
E01003669,Redbridge 007B,9.81675393,70.2879581,28.7,32.2,24.9,8.3,89.4,7.6,3,15.3,51,26.6,9.8,9.8,13.4,2.4,11.4,48.4,4.7,3.54633222
E01003670,Redbridge 007C,13.302139,65.1737968,27.2,30.3,24.4,8,87,10.3,2.7,20.3,46.6,25.6,12.8,12.8,15.4,2.9,10.1,40,6,1.99510039
E01003671,Redbridge 007D,13.2420091,66.1448141,33,35.7,18.3,4.7,89.1,8.2,2.7,10.3,48.6,33,13.1,11,16.5,2.7,12.3,40.5,3.8,1.18221131
E01003672,Redbridge 007E,15.1748252,65.6643357,14.6,21.6,43,9,80.3,13.7,6,41.7,45.1,11.3,17.9,11.1,13.2,1,9.9,41.6,5.3,2.20727491
E01003673,Redbridge 007F,8.49268841,73.3970754,21.4,32.1,29.4,9.5,88.7,8.7,2.6,22.8,53.6,21,8.8,10.4,12.4,1.5,9.1,52.3,5.6,1.62173544
E01003674,Redbridge 007G,9.67590418,75.1996242,17.9,27.3,38.2,10.5,87.4,8.2,4.4,30.1,54,13.1,11.4,9.6,10.7,1.5,10.1,49.2,7.4,3.75520712
E01003675,Redbridge 036A,14.7621989,62.3841878,26.1,25.7,17.1,22.7,83.4,12.3,4.3,20.8,45.3,26.1,15.2,12.1,10.2,1.3,9.2,37.9,14.2,2.56271376
E01003676,Redbridge 036B,12.9585799,64.3786982,30.1,27.7,15.2,19,81.5,12.7,5.9,15.8,43.4,30.5,15.4,10.3,13.8,1.2,11.2,36.4,11.6,0.86156583
E01003677,Redbridge 036C,19.5862961,60.5042017,25.5,39.1,14.6,14.6,80.3,13.4,6.3,12.1,43.3,33.4,21.1,12.2,12.3,2.6,10.4,31.4,10,2.74173626
E01003678,Redbridge 036D,12.7102804,64.2990654,29.6,31.9,11.3,16.5,84.5,11.4,4,9.4,39.2,38.4,13.6,11.5,14.3,1.3,12.5,36.8,10,0.9131706
E01003679,Redbridge 036E,14.0653917,66.9956817,26,34.1,15,17.2,82.2,12.8,4.9,8.5,33.9,38.3,17,11.9,13.5,1.9,12.3,34.9,8.5,1.12639467
E01003680,Redbridge 036F,11.5503397,64.7313156,32.2,30.9,9.9,15.6,85.7,10.7,3.6,11.2,39.2,36.4,16.7,13.3,17.2,1.5,12.2,28,11.1,1.12762924
E01003681,Redbridge 036G,17.6247289,61.4967462,22.4,22.8,30.5,12.3,79.5,13.4,7.1,26.2,43.5,23.1,21.9,11.4,13.6,2.3,10,31.3,9.6,2.0271202
E01003682,Redbridge 036H,11.4386792,65.3301887,30.8,29,14,17.6,84.2,11.9,4,8.7,48.5,29.8,14.2,12,15.4,1.4,10,35.9,11.1,0.16487464
E01003683,Redbridge 030A,7.36940299,61.6604478,27.6,16.7,14.1,23.3,84.1,10.6,5.2,31.2,49.3,14.9,18.5,12.8,11.8,1.6,10.5,26.7,18.2,1.02908623
E01003684,Redbridge 030B,7.80898876,62.0786517,28.6,19.6,15.7,21.6,84.6,11,4.4,25.8,49.4,20.6,20.2,13.7,11.5,1.4,9.7,27.5,15.9,0.809681
E01003685,Redbridge 030C,7.68386389,66.9593853,25,17.9,13.4,28.1,83,12,5,34.3,43.9,17.1,17.9,10.7,13.5,0.4,10.1,29.2,18.1,2.23327855
E01003686,Redbridge 030D,8.1454918,64.4467213,26.6,21.4,13.3,23.3,84.3,9.5,6.1,31.7,40,20.5,18,12.1,12.8,1.1,11.4,29.1,15.5,2.10373423
E01003688,Redbridge 030F,8.59201774,67.4611973,21.1,19.2,20.1,27.6,82.4,12,5.6,39.8,37.8,13,21.3,12.3,11.2,0.6,8.7,30.2,15.7,2.6288694
E01003690,Redbridge 035A,18.7609585,64.7574518,17.4,28.1,28.8,17.1,78.5,15.1,6.4,41.8,34.9,16.4,23.6,8.6,8.3,1.3,10.4,36.7,11.1,3.60605673
E01003691,Redbridge 035B,8.92608089,66.5271967,24.2,20.1,19.1,22.5,85,9.2,5.8,23,40.2,27.4,14.3,11.9,12.2,0.9,9.4,36.5,14.7,1.24897017
E01003692,Redbridge 035C,12.1231156,64.5728643,23.8,24.8,19,19.4,82.4,12.6,5,23.8,48.9,22.2,17.1,10.2,12.5,0.7,10.2,38.1,11.1,1.14444683
E01003693,Redbridge 035D,12.1349773,68.2673589,24.6,29.2,14.2,23.2,82.7,12.7,4.7,12.8,41.5,31.3,16.6,12.5,12.9,1,11.2,36.7,9,1.64700999
E01003694,Redbridge 035E,15.0478796,65.9370725,21.4,28.1,21.7,19.2,80.6,14.3,5.1,24.1,38.2,25.2,18.7,10.7,12.7,1.3,9.3,36,11.4,0.31334182
E01003695,Redbridge 035F,10.9589041,68.9497717,21.9,23.2,28.3,18.4,80.9,13.6,5.5,35.8,39.9,18,16.1,12,10.3,1.6,9.2,37.4,13.5,2.21183073
E01003696,Redbridge 035G,13.2658498,67.0751199,20.6,20.7,18.9,31.5,85.5,11,3.5,24.1,45.4,23.6,18,8.1,15.8,0.9,9.7,35.7,11.8,1.67291034
E01003697,Redbridge 035H,10.8588957,66.993865,25,23.2,18.1,24,83.9,11.3,4.8,21.5,38,29.3,15.1,11.3,11.1,0.8,8.6,41,12.1,3.80187943
E01003698,Redbridge 006A,13.5018051,66.2815884,25.2,34.7,19.3,8.5,84.9,10.5,4.6,16.6,43.9,30.1,19.3,18.3,15.2,3.4,14,23.1,6.7,1.28373777
E01003699,Redbridge 006B,15.335689,65.5830389,18.4,30.3,31.8,7.7,81.7,12.7,5.6,21.5,48.5,22.7,22.4,14.1,15.6,2.7,11.8,26.4,6.9,2.59730945
E01003700,Redbridge 006C,13.5267857,65.9375,21.2,28,28.3,9,82.1,12.3,5.7,20.1,48.5,23.6,23,15.9,16,2.4,10.8,25.1,6.8,2.45162067
E01003701,Redbridge 006D,13.4787472,63.9261745,24.3,26,21.1,16.1,82.8,12.5,4.7,24.4,47.9,22,21.1,14.1,14.2,2.1,10.3,25.8,12.4,3.76270775
E01003702,Redbridge 006E,13.0864198,68.2098765,17.5,23.4,39.2,7.9,81.5,12.5,6,27.6,52.6,16,23.1,14.4,15.1,2.3,10.3,25.6,9.3,1.59701539
E01003703,Redbridge 006F,10.3958417,67.5729708,23.9,28.9,27.2,8.7,85.6,10.4,4,13.9,42,34.7,19,15.9,16.9,2.3,10.2,28.6,7.2,1.64825871
E01003704,Redbridge 006G,13.8013087,64.4854253,19.7,23.6,27.6,10.5,80.2,13.3,6.5,29.3,47,17.6,20.8,16.3,16.7,2.7,11.6,22.2,9.8,2.77644801
E01003705,Redbridge 010A,11.4507299,65.830292,25.7,26.9,22.8,10.8,85.2,10.8,4,24.6,44.9,24.2,21.2,13.3,16.6,1.8,11.3,27.3,8.5,3.51925072
E01003706,Redbridge 010B,17.3776662,58.2183187,23.7,25.6,26.4,8.3,81.7,13.8,4.5,26.3,48.3,19.4,22.2,15.1,14.4,2.2,10.8,25.7,9.6,1.14319133
E01003707,Redbridge 008A,14.906367,64.9438202,25.8,35.4,20.5,8.1,81.1,14,4.9,13.9,40.7,35.2,20.4,14.4,16.2,2,11.2,28.1,7.7,1.65697886
E01003708,Redbridge 008B,14.0921409,61.9241192,15,21.4,32.8,9,79.6,13.5,6.9,37,44.5,15.5,26.7,14.1,14.4,2.2,11.4,22.1,9,1.55657442
E01003709,Redbridge 008C,18.3773817,61.0325753,23.9,36.1,17.9,11.2,81.4,12.9,5.7,14.4,44,30,22.4,13.5,15.4,2.2,9.8,28.9,7.7,0.20640935
E01003710,Redbridge 008D,15.9735974,66.0066007,21.7,32.1,22.5,14.8,80.5,14.8,4.7,14.4,37.5,31.4,22.9,14,13.8,1.7,10.6,28.8,8.1,0.27773174
E01003711,Redbridge 010C,19.9227373,61.0375276,21.5,32.3,25.1,12.4,79.6,14.7,5.7,24.5,41.7,27.8,24.1,12.3,14.4,2.7,10,26.3,10.3,3.18975843
E01003712,Redbridge 010D,13.3186166,63.2082414,20.3,17.7,35.3,9.3,78.6,13.5,7.9,39.4,38.6,17.5,28.3,13.1,13.8,2,10.1,23.7,9,1.48501033
E01003713,Redbridge 034A,9.97706422,66.3990826,24.1,23.3,15.8,24.9,81.7,13.2,5,22.5,44.1,26.4,18.5,11,12.3,1.5,10.9,31.2,14.6,0.83011304
E01003714,Redbridge 034B,8.76383764,63.9298893,27.3,20.1,17.3,22.9,84.1,10.5,5.4,31.5,48.9,15.4,17.8,13.2,12.7,1.4,10.8,27.3,16.8,2.86378108
E01003715,Redbridge 034C,7.69617706,69.0140845,22.2,16.5,20,28,80.2,14.8,5,32.4,42.2,18.1,17.4,13.8,11.6,1.1,10.6,31,14.5,1.25878104
E01003716,Redbridge 034D,8.52803738,67.8738318,22.5,24.6,22.1,19.6,81,13.3,5.7,27.1,35.7,28.4,17.7,13.8,13.4,1.1,11.3,32.1,10.6,1.860233
E01003718,Redbridge 034E,5.84731998,68.2187331,29.2,17,28.3,15.6,85.4,10.2,4.4,35.1,47.8,11.9,17.4,11.5,11.9,0.9,8.3,36.3,13.8,1.58366188
E01003719,Redbridge 034F,9.60163432,69.3054137,22.6,24.5,21.8,18.6,84.5,10.6,4.9,32.4,40.3,19.3,17.8,11,12,1.2,10.8,35.8,11.5,2.46357067
E01003720,Redbridge 002A,19.6961171,61.2267867,13.9,22,39.8,7.8,71.5,19,9.5,37.8,44.8,14.1,34.2,14.3,13.5,2.4,9.9,16.6,9.1,2.75727796
E01003721,Redbridge 003A,16.8173599,60.6389391,21.9,27,25.8,9.3,78.4,15.4,6.1,27.3,50.5,18.2,26.5,13.8,15.3,2.3,9.3,24.2,8.6,2.32699833
E01003722,Redbridge 002B,13.8826185,63.8261851,19.7,26.2,27.4,9,77.7,15.6,6.8,27.2,49.4,18.6,29.7,16.7,14.5,2.5,9.9,18.3,8.3,0.81418551
E01003723,Redbridge 002C,14.2365098,61.9977038,21.9,22.7,30.5,7.5,77.5,15,7.5,32,43,20.7,33.1,16.6,14.4,2.5,9.6,17.8,6.1,1.39087627
E01003724,Redbridge 003B,11.8754526,64.2288197,25.4,29.2,22.9,6.5,84.4,8.8,6.7,16,46.8,26.6,22.6,17.1,14.4,2.5,9.8,26.5,7.1,1.62310227
E01003725,Redbridge 003C,10.5473965,64.753004,19.4,22.6,30,5.8,81.3,12.5,6.2,24.8,56.3,16.2,24.3,17,17.6,2,8.3,23.4,7.4,0.98216348
E01003726,Redbridge 002D,11.1548556,63.9107612,18.5,17.6,36.2,6.5,78.5,13.1,8.3,36.5,43.3,16.2,27.1,16.1,15.9,1.7,10.3,21.1,7.8,2.87449841
E01003727,Redbridge 003D,13.1875,62.875,20.9,21.5,32.7,8.1,76.4,14.6,9,33.6,47,15.4,31.4,15.9,14.9,2.8,8.7,17.3,9.1,1.32175584
E01003728,Redbridge 032A,5.81923236,69.5418902,23.2,15.6,24.6,22.7,84.9,10,5.1,54.7,37.2,6.9,14.9,9.8,8.6,1,9.3,40.4,16,4.37248893
E01003729,Redbridge 032B,9.99428898,63.9063392,19.4,13.3,21.9,31.6,79.6,13.2,7.1,54.2,33.1,9.3,25.2,12.5,10.4,0.5,8.7,25.5,17.1,3.82183958
E01003730,Redbridge 032C,5.90667454,63.5558181,28.4,19.2,9.9,28.4,83,11.9,5,36.5,41.1,17.5,21,12.5,11.2,0.5,10.6,27.9,16.2,1.41940805
E01003731,Redbridge 033A,6.36550308,67.0773443,19.9,14.3,23,22.6,83,11.8,5.3,38.7,44.5,13.6,20.6,12.3,11.6,0.9,9.8,28.6,16.1,2.56531785
E01003732,Redbridge 032D,10.0906344,56.858006,19.9,9.6,24,12.3,80.5,14.1,5.3,58.3,35.8,5.6,23.4,15.2,11.2,1.2,8,29.7,11.4,1.57564053
E01003733,Redbridge 032E,5.71590266,68.1380872,28.2,14.2,17.4,23.9,83.9,12.2,4,37.1,46.9,13.2,17.2,11.7,11.6,0.6,8.7,35.1,15.1,2.13876701
E01003734,Redbridge 033B,10.857461,61.1358575,24.4,17.6,19,26.5,80.7,13,6.3,40.4,42.7,13.3,20.3,13.5,11,0.9,9.3,29.2,15.9,2.78173386
E01003735,Redbridge 033C,8.50790936,57.3749466,18.1,10.4,24.7,14.7,75.8,16.3,7.8,52,39.1,6.7,22.3,15.4,14.6,0.8,7.3,27.3,12.3,2.14600879
E01003737,Redbridge 031A,16.2297825,61.4612381,23,31,21.6,15.7,82,13.2,4.9,21.2,37.6,27.1,21.2,10.8,13.9,1.6,9.5,31.2,11.9,1.02554772
E01003738,Redbridge 031B,11.4800759,65.3225806,24.8,25.7,18.7,17.3,83.5,12,4.5,18,44.6,29.7,19.6,14.1,14,2,12.4,27.8,10,1.45148495
E01003739,Redbridge 031C,8.3922678,66.5723715,28.1,22.3,19,17.3,85.6,9.7,4.7,21.6,50.5,21.6,18.5,12.2,13,1.6,9.7,32.9,12.1,1.6460076
E01003740,Redbridge 031D,11.9708029,64.379562,23.7,28,19.2,17.6,81.3,13.1,5.6,21.7,44.6,20.5,19.9,11.9,12.7,1,9.5,34,11,1.58230925
E01003741,Redbridge 031E,18.7679908,61.7156016,20.7,26.9,29.2,12.4,78.9,15,6.1,30.6,42,21.9,25.5,11.7,14.1,2.1,10.4,25.7,10.5,1.75042561
E01003742,Redbridge 031F,6.57074341,64.8441247,27.7,17.8,14.4,21.4,84.9,11.4,3.7,27.8,45.8,21,18.1,12.8,13.3,0.8,10.9,29.6,14.4,1.8301805
E01003743,Redbridge 031G,9.64467005,63.5081782,26.4,21.4,14.1,22,83.1,11.2,5.8,25,47.8,20.4,21.4,12.7,13,1.2,10.6,27.1,14,1.50676851
E01003744,Redbridge 001A,23.934181,62.3036649,17.4,37.5,31.8,6.8,84.1,12.3,3.7,11,44.4,34.5,19.2,13.4,15.2,2.1,11.6,34.3,4.2,1.50133117
E01003745,Redbridge 001B,14.7038328,64.4599303,32.5,42.9,12.4,7.7,91.4,6.6,2,3.5,29.6,46.8,11.1,10.3,16.5,2,12.1,42.8,5.1,-0.3611648
E01003746,Redbridge 001C,26.5141319,58.3445491,19.8,36.6,34.9,4.5,85.2,11.9,2.9,11.2,51.6,27.7,16.9,11,15.1,2.5,11.4,39.1,4,1.80113663
E01003747,Redbridge 001D,20.1042442,58.4512286,29.4,38.2,19.6,6.3,86.3,10.5,3.2,9.2,35.3,39,12.5,11.7,16.3,2.5,9.1,44.5,3.5,0.39824126
E01003748,Redbridge 001E,22.2653722,60.8414239,24.3,35.7,27.1,8.4,82.7,10.8,6.5,13.5,40.2,36,15.9,10.6,12.9,1.7,9.1,43.5,6.4,2.86081296
E01003749,Redbridge 001F,16.9470405,66.9158879,20,30,30.1,12.3,85.2,11.6,3.2,18.4,55.1,22.5,11.5,10,12.8,1.3,12,44.4,7.9,1.47278639
E01003750,Redbridge 001G,20.706164,64.1532017,15.4,26.2,43.7,7.1,82.3,13.2,4.5,30.2,45.7,19,17.5,10.3,11.5,2,10,42.2,6.6,2.53110019
E01003751,Redbridge 020A,11.4124872,63.7666325,28,26.2,16.9,17.5,81.9,13.3,4.8,24.5,42.2,27,19.9,12.5,12,0.7,9.3,32.5,13.2,2.10271017
E01003752,Redbridge 023A,9.71107544,70.4654896,23,29.2,21,17.4,84.2,11.6,4.2,23.5,47.4,23.2,15.2,9.9,14.3,1.2,9.8,39,10.8,1.16635594
E01003753,Redbridge 020B,9.6659919,65.5364372,28.8,21.1,22.9,16.8,83.8,12.9,3.3,30.8,45.8,18.8,15.5,13.3,12.9,1.6,11.1,33.6,12,1.51614998
E01003754,Redbridge 020C,13.997555,63.1418093,23.3,21.6,27.8,18.8,80.4,12.8,6.8,29.1,41.8,21.8,18.7,10.7,14,1.2,10.6,34.2,10.6,1.29950523
E01003755,Redbridge 023B,8.44155844,64.4355644,36.4,21,13.3,19.1,84.2,11.6,4.1,20.5,46.4,28,17.4,13.1,13.2,1,12.1,30,13.2,3.48024059
E01003756,Redbridge 023C,10.5040038,64.5313236,30.7,21.7,16,22,82.2,13.1,4.7,23.5,46.2,23.5,19.7,11.4,12.1,1.7,12.4,31.7,10.9,0.85660773
E01003757,Redbridge 020D,7.06412826,65.2805611,24.4,18.8,21.9,17.7,85.4,11.3,3.4,32.8,42.4,19.9,16.4,12.5,13.6,1.3,10.4,31.3,14.5,1.10061429
E01003758,Redbridge 023D,3.95195661,65.1685393,31.7,15.7,14.9,14.4,86.3,9.3,4.5,34.3,47.9,14.6,17.4,11,15.1,1.1,10.8,33.1,11.5,2.76539515
E01003760,Redbridge 009B,10.2636007,67.4705552,25.9,27.1,22.5,10,84.7,11.8,3.5,23.6,49,21.3,17.1,12.6,15.2,2.4,9.7,33,9.9,1.81959793
E01003761,Redbridge 009C,4.743083,62.1118012,23.1,11.5,34,8.7,83.6,11.3,5.1,47.1,44.6,6.2,22.5,16,14.2,1.9,10.3,21.3,13.9,1.50789718
E01003762,Redbridge 009D,9.32098765,70.1234568,24.4,27.3,27.7,8.5,86.9,9.4,3.6,17.8,54.3,22.9,13,13.4,14.7,2.8,11.4,38.9,5.9,1.12701176
E01003763,Redbridge 009E,13.6533333,63.04,24.8,32.1,20.4,11.6,84.9,11.5,3.6,15.2,44.1,29.8,19.1,13.9,11.5,2.9,11.7,33.9,7.1,3.75341798
E01003764,Redbridge 009F,9.48012232,70.9480122,19.5,25.7,32,13.5,87.8,8.9,3.3,27.3,53.1,16.2,13.4,10.4,11.6,2.1,9.4,45.3,7.8,1.72393091
E01003765,Redbridge 009G,9.08513342,70.4574333,24.1,28,27.3,12,89.7,7.4,2.9,21.3,56.1,19.2,12.5,9.6,13.4,2,12.8,44.7,5,2.25443005
E01003766,Redbridge 024A,9.68421053,66.7894737,29.7,29.7,13.5,17.2,81.2,13.1,5.7,23,50.9,20.4,21.5,12.9,11.7,1.3,12.3,27,13.3,2.13073484
E01003767,Redbridge 024B,7.51072961,67.7038627,22.4,15,21,28.7,85.1,10.5,4.5,36.5,42.3,17.1,15.8,10.5,12.4,1.2,8.3,31.7,20,3.50440967
E01003768,Redbridge 024C,8.55188141,70.2964652,16.5,19.5,27.4,23.7,82.3,12.5,5.1,45,31.5,17.2,19.3,12.6,12.4,1.4,8.9,30.4,15.1,2.32847286
E01003769,Redbridge 022A,7.97687861,66.9942197,21.7,18.5,21.7,23,83.4,11.3,5.3,40,39.5,14.5,19.4,11.7,12.7,1.2,8.8,30.8,15.3,4.18807704
E01003770,Redbridge 022B,9.65887313,66.0789575,27.1,20.4,24.9,16.4,82.3,11.6,6.1,26.1,49.5,18.9,18.4,10.6,11.8,1.7,9.5,34.4,13.7,2.97285863
E01003771,Redbridge 022C,8.221303,64.6845915,24.8,18.2,18.4,20,83.1,12.7,4.2,34.9,41,18.2,18.4,12.5,10.9,1.1,9.1,32.8,15.2,1.41985114
E01003772,Redbridge 024D,12.1176471,65.1176471,23.5,26.1,18.7,19.5,82.2,13.1,4.7,23.1,45.8,24,17.2,11.1,13.8,1.5,11.3,32.2,12.8,1.54881329
E01003773,Redbridge 022D,9.68320383,65.511058,25.6,21.2,23.7,16.4,84,11.1,4.9,28.7,46.3,19.5,17,12.5,12.8,1.8,11.7,33.2,11,3.14894322
E01003774,Redbridge 014A,13.5487528,71.3718821,17.5,27.6,42.6,8.1,85.5,10.7,3.8,27.1,54,15.9,12.7,10.1,11,1.6,6.9,52.3,5.3,1.51185758
E01003775,Redbridge 014B,19.0668203,63.0184332,22.3,28.7,25.9,15.9,85.8,10.8,3.4,20.3,45.9,24.9,12.3,6.9,9.3,1.2,8.2,53.4,8.7,1.52785793
E01003776,Redbridge 014C,23.4724743,63.0369026,7.4,17.2,55.5,8.7,73.1,17.7,9.2,50.8,40,8,24.3,9.9,10.8,1.5,7.5,38.5,7.6,1.79999327
E01003777,Redbridge 014D,14.3905192,73.3634312,13.8,31.3,40.1,9.9,86.1,10.4,3.6,32.4,48.2,15.4,10.7,8,8.2,1.8,8.2,57.6,5.6,2.47241359
E01003778,Redbridge 014E,14.4643828,71.6150082,15.2,27.1,38.9,13.4,85.5,10.9,3.6,36.9,46.1,13.7,13.1,6.8,9.9,2.4,7.3,54.3,6.3,4.08212594
E01003779,Redbridge 014F,21.8927445,61.955836,20.1,22,44.6,8.9,78.9,14.2,6.9,36.7,46.6,13.4,19.3,7.9,10.6,1.4,8.5,44.9,7.4,1.73664017
E01003780,Redbridge 014G,16.9525066,63.2585752,29.2,40,17.2,9.5,85.5,10.6,3.9,7.7,37.1,38.5,12.6,9.1,13.3,1.7,9.6,47.7,5.9,-0.4160753
E01003781,Redbridge 026A,11.732852,66.6666667,23.6,18.9,30.7,15.8,83.8,10.7,5.5,39.5,45.7,10.5,17.1,9.8,13.7,1.2,8.3,37.9,11.9,3.10289622
E01003782,Redbridge 026B,6.55270655,66.951567,31.1,18.7,20.7,17.8,83.3,11.6,5.1,36.3,45.4,14.9,16.7,14,12.2,0.9,9.6,32.6,14,1.63475572
E01003783,Redbridge 029A,8.00894855,69.2170022,20.3,13.2,35.8,17.9,82.5,12.5,5,61.2,28.8,8.7,20,10.5,11.1,1.6,8.5,34.1,14.4,5.07908116
E01003784,Redbridge 029B,8.80681818,67.1022727,25.1,22.5,22,18.1,81.4,13,5.6,30.6,44.9,17.4,17.4,10.8,12.1,0.8,10.6,35.9,12.4,1.0441241
E01003785,Redbridge 029C,7.93067227,66.8067227,23,18.3,28.6,17.6,85.1,10.5,4.4,49.1,35.5,12.5,14.1,12.4,10,0.6,8.3,38.6,16,2.06409326
E01003786,Redbridge 026C,9.58421424,67.3009161,31,23.8,18.1,15.8,84.4,12.1,3.5,19.7,52,22.2,13,9.8,13.9,1.5,12.5,40.1,9.3,1.72948914
E01003787,Redbridge 026D,10.0911458,65.4296875,26.2,23,21.1,19.2,81.2,14,4.8,28.1,46.3,19,17.5,11.4,12.4,1.1,10.4,37.2,10,1.87340346
E01003788,Redbridge 029D,7.82937365,67.7645788,21.7,17.4,29.6,18.8,84.9,10.4,4.7,51.8,30.4,10.9,15.7,10.1,8.7,1.1,10.3,39.9,14.3,2.56178769
E01003789,Redbridge 018A,15.5817175,69.0443213,16.6,30.6,36.5,11.4,84.8,10.7,4.6,23.7,46.7,22.1,12.6,9.5,11.2,0.8,9.3,50.4,6.1,2.57702194
E01003790,Redbridge 027A,13.1968948,65.4199012,23.7,25.3,29.6,9.5,83.4,12.8,3.8,27.5,45.1,18.9,15.9,8.9,13.9,1.3,9.2,43.8,7,2.04935331
E01003791,Redbridge 027B,15.9274194,66.4650538,21.1,40.2,19.6,11.5,86.2,10.5,3.3,15.2,43.5,31.7,13.1,10.3,11.3,2.8,11.2,44.9,6.5,1.90515216
E01003792,Redbridge 027C,11.3220816,68.0731364,29.7,27.6,23.4,11,87.2,9.6,3.2,18.1,46.3,28.5,12.8,8.2,12.8,1.3,10.7,50,4.1,1.43969514
E01003793,Redbridge 027D,16.3881748,65.3598972,14.2,23.2,43.9,6.7,78.1,14.9,6.9,39.6,45.9,11.7,23.3,12.9,10.2,2.1,9,35.4,7.1,4.49235551
E01003794,Redbridge 018B,13.111413,63.7907609,28.7,29.4,21.5,9.4,86.7,9.6,3.7,18.9,49.4,24.4,15.8,9.7,12.6,1.7,10.1,43.2,6.9,2.01127325
E01003795,Redbridge 018C,16.2139219,63.327674,28.2,33.5,18.5,8.8,88.2,8.8,3,12.9,49.4,28.4,13.9,9.1,12.8,1.8,8.4,49.9,4.1,1.62794138
E01003796,Redbridge 018D,14.4316731,66.9220945,22.3,29,28.1,10.3,85.6,11.2,3.3,24.9,49.1,20.5,13.3,10.6,12.2,1.4,8.5,46.5,7.5,1.34323487
E01003797,Richmond upon Thames 001A,20.1487492,54.7667343,35.4,33.1,20.5,5.7,89,8.4,2.6,14.5,44.7,34.2,8.9,2.6,9.1,0.8,10.9,60.8,6.8,2.24769115
